condition,CURRENT_SAC_AMPLITUDE_count,CURRENT_SAC_AMPLITUDE_mean,CURRENT_SAC_AMPLITUDE_median,CURRENT_SAC_AMPLITUDE_std,CURRENT_SAC_DURATION_mean,CURRENT_SAC_DURATION_median,CURRENT_SAC_DURATION_std,CURRENT_SAC_AVG_VELOCITY_mean,CURRENT_SAC_AVG_VELOCITY_median,CURRENT_SAC_AVG_VELOCITY_std
Voice,23724,3.02,2.23,2.75,49.11,32.0,57.48,110.77,82.84,109.17
