participant_id,trial_id,language,session_type,sentence_type,trial_length_ms,mean_saccade_amplitude,saccade_count,mean_saccade_velocity,mean_saccade_duration,saccade_rate
edf04,3,,free_viewing,,5990,4.356363636363637,11,106.51181818181817,38.18181818181818,1.8363939899833055
edf04,30,Punjabi,sentence_audio,active,10446,4.290000000000001,10,109.70299999999997,38.2,0.9573042312847023
edf04,31,Punjabi,sentence_audio,passive,10415,3.1806666666666663,15,87.13266666666665,32.0,1.4402304368698993
edf04,32,Punjabi,sentence_audio,passive,11167,2.369090909090909,11,75.46090909090908,29.454545454545453,0.9850452225306707
edf04,33,Punjabi,sentence_audio,passive,10939,2.75,10,84.96099999999998,30.8,0.9141603437242892
edf04,34,Punjabi,sentence_audio,passive_dropped_agent,10449,2.7278571428571428,14,107.31285714285715,49.857142857142854,1.3398411331227869
edf04,35,Punjabi,sentence_audio,passive_dropped_agent,10256,2.7775000000000003,12,81.29166666666667,28.666666666666668,1.1700468018720749
edf04,36,Punjabi,sentence_audio,passive_dropped_agent,10522,2.98375,8,87.72125000000001,33.25,0.7603117278084014
edf04,4,,free_viewing,,5683,2.337857142857143,14,72.86642857142859,27.571428571428573,2.4634875945803274
edf04,5,,free_viewing,,5874,1.68875,8,62.44375,23.5,1.3619339462036093
edf04,6,,free_viewing,,5663,1.595,2,61.519999999999996,26.0,0.35316969803990816
edf04,7,,free_viewing,,5669,1.79,1,67.28,26.0,0.17639795378373613
edf04,8,,free_viewing,,5643,3.7989999999999995,10,92.41900000000001,35.2,1.77210703526493
edf04,9,,free_viewing,,6009,2.0650000000000004,10,72.78900000000002,27.2,1.6641704110500914
edf05,1,,free_viewing,,6119,1.1810000000000003,10,80.74600000000001,33.6,1.6342539630658606
edf05,10,,free_viewing,,5965,2.679090909090909,11,122.30818181818182,58.18181818181818,1.8440905280804694
edf05,11,,free_viewing,,5969,2.779166666666667,12,101.21499999999999,37.666666666666664,2.010386999497403
edf05,12,,free_viewing,,5635,1.913076923076923,13,147.6130769230769,51.23076923076923,2.3070097604259097
edf05,13,,free_viewing,,6045,1.8791666666666667,12,123.42583333333336,45.166666666666664,1.9851116625310175
edf05,14,,free_viewing,,5836,2.535833333333333,12,141.60083333333333,59.333333333333336,2.05620287868403
edf05,15,,free_viewing,,5942,2.7133333333333334,12,134.94833333333332,54.166666666666664,2.019522046449007
edf05,16,,free_viewing,,5979,2.613076923076923,13,98.22846153846154,35.69230769230769,2.1742766348887774
edf05,17,,free_viewing,,6042,2.6554545454545457,11,150.25909090909093,70.54545454545455,1.8205892088712348
edf05,18,,free_viewing,,5808,2.51,13,129.62846153846152,47.84615384615385,2.2382920110192837
edf05,19,English,sentence_audio,passive,11157,1.8325000000000005,12,153.19666666666663,54.833333333333336,1.0755579456843238
edf05,2,,free_viewing,,5754,1.4439999999999997,15,58.162000000000006,24.0,2.606882168925965
edf05,20,English,sentence_audio,passive,10586,2.316,10,172.156,87.4,0.9446438692612885
edf05,21,English,sentence_audio,passive,10302,1.7191666666666663,12,152.6175,74.16666666666667,1.1648223645894002
edf05,22,English,sentence_audio,passive_dropped_agent,10818,1.51375,8,93.85875,76.25,0.7395082270290257
edf05,23,English,sentence_audio,passive_dropped_agent,10721,2.643,10,110.29400000000001,48.2,0.9327488107452663
edf05,24,English,sentence_audio,passive_dropped_agent,10344,2.586,10,131.709,58.0,0.9667440061871617
edf05,25,Punjabi,sentence_audio,active,10328,1.9645454545454542,11,143.80636363636364,66.0,1.0650658404337723
edf05,26,Punjabi,sentence_audio,active,10471,1.7622222222222224,9,131.80666666666667,63.333333333333336,0.8595167605768312
edf05,27,Punjabi,sentence_audio,active,10579,2.1171428571428574,14,107.90642857142858,56.57142857142857,1.3233765006144247
edf05,28,Punjabi,sentence_audio,passive,10999,2.1025,12,116.31833333333333,57.666666666666664,1.091008273479407
edf05,29,Punjabi,sentence_audio,passive,10516,2.968,10,106.904,52.2,0.9509319132750095
edf05,3,,free_viewing,,6066,2.523333333333333,15,80.15066666666668,29.733333333333334,2.472799208704253
edf05,30,Punjabi,sentence_audio,passive,10527,2.37,10,102.279,52.6,0.9499382540134892
edf05,31,Punjabi,sentence_audio,passive_dropped_agent,10675,3.2423076923076923,13,107.81615384615385,48.92307692307692,1.2177985948477752
