participant_id,trial_id,language,session_type,sentence_type,trial_length_ms,total_fixation_duration,mean_fixation_duration,fixation_count,mean_fixation_x,mean_fixation_y
edf09,11,,free_viewing,,5975,3871,241.9375,16,944.95625,621.25625
edf09,12,,free_viewing,,6024,4288,357.3333333333333,12,863.6999999999999,514.7083333333333
edf09,13,,free_viewing,,5900,4274,474.8888888888889,9,955.188888888889,531.4000000000001
edf09,14,,free_viewing,,5675,3772,251.46666666666667,15,967.8866666666669,715.68
edf09,15,,free_viewing,,6134,4182,380.1818181818182,11,952.2636363636365,539.4909090909091
edf09,16,,free_viewing,,6054,4362,335.53846153846155,13,963.7615384615385,781.0
edf09,17,,free_viewing,,5823,4037,403.7,10,922.8299999999999,542.05
edf09,18,,free_viewing,,6033,4313,539.125,8,856.425,437.13749999999993
edf09,19,Punjabi,sentence_audio,passive_dropped_agent,10276,4308,478.6666666666667,9,1016.9222222222223,475.4555555555556
edf09,2,,free_viewing,,6009,4269,609.8571428571429,7,1123.042857142857,440.3142857142857
edf09,20,Punjabi,sentence_audio,passive_dropped_agent,10796,4552,505.77777777777777,9,932.1777777777778,512.4555555555556
edf09,21,Punjabi,sentence_audio,passive_dropped_agent,10659,4407,367.25,12,909.7083333333334,616.8000000000001
edf09,22,English,sentence_audio,active,10794,4114,216.52631578947367,19,973.0263157894735,486.1631578947367
edf09,23,English,sentence_audio,active,11082,4288,357.3333333333333,12,823.65,511.66666666666674
edf09,24,English,sentence_audio,active,10987,4361,311.5,14,934.057142857143,469.42857142857144
edf09,25,English,sentence_audio,passive,10679,3817,272.64285714285717,14,1032.0285714285715,443.72142857142853
edf09,26,English,sentence_audio,passive,10881,3790,222.94117647058823,17,906.7705882352939,502.364705882353
edf09,27,English,sentence_audio,passive,10686,4418,441.8,10,901.8699999999999,468.45
edf09,28,English,sentence_audio,passive_dropped_agent,11074,4206,350.5,12,967.9416666666666,677.4
edf09,29,English,sentence_audio,passive_dropped_agent,10819,4269,284.6,15,1060.4933333333333,527.2266666666667
edf09,3,,free_viewing,,6075,4208,300.57142857142856,14,907.4642857142857,517.6857142857142
edf09,30,English,sentence_audio,passive_dropped_agent,11044,4516,410.54545454545456,11,841.8181818181816,478.2545454545454
edf09,31,Punjabi,sentence_audio,active,11258,4218,263.625,16,901.03125,424.68749999999994
edf09,32,Punjabi,sentence_audio,active,10812,3760,376.0,10,928.2400000000001,549.6700000000001
edf09,33,Punjabi,sentence_audio,active,10773,4084,371.27272727272725,11,1126.154545454545,525.1
edf09,34,Punjabi,sentence_audio,passive,10596,4232,705.3333333333334,6,959.0833333333334,652.8333333333333
edf09,35,Punjabi,sentence_audio,passive,10929,3807,475.875,8,973.525,745.3749999999999
edf09,36,Punjabi,sentence_audio,passive,10518,4166,416.6,10,906.55,487.76000000000005
edf09,4,,free_viewing,,6042,4000,363.6363636363636,11,968.8,561.5636363636363
edf09,5,,free_viewing,,6093,4201,323.15384615384613,13,948.6307692307694,499.36153846153843
edf09,6,,free_viewing,,5731,4233,470.3333333333333,9,886.2333333333332,612.0333333333333
edf09,7,,free_viewing,,5646,4312,479.1111111111111,9,866.1333333333333,437.32222222222225
edf09,8,,free_viewing,,5998,4194,322.61538461538464,13,944.3461538461538,642.4000000000001
edf09,9,,free_viewing,,5857,4223,351.9166666666667,12,1006.3416666666668,474.96666666666664
edf10,1,,free_viewing,,6067,4118,343.1666666666667,12,1000.4916666666668,473.6333333333334
edf10,10,,free_viewing,,5673,3900,216.66666666666666,18,912.6222222222223,549.75
edf10,11,,free_viewing,,5642,3818,254.53333333333333,15,867.5333333333332,461.9533333333335
edf10,12,,free_viewing,,6005,4059,312.2307692307692,13,918.8384615384615,522.7076923076924
edf10,13,,free_viewing,,5943,3675,282.6923076923077,13,936.1461538461538,615.6999999999999
edf10,14,,free_viewing,,5961,4137,318.2307692307692,13,827.0384615384615,576.3692307692307
edf10,15,,free_viewing,,6116,4030,287.85714285714283,14,807.8642857142859,481.78571428571433
edf10,16,,free_viewing,,5743,4081,240.05882352941177,17,996.2470588235294,426.9411764705882
edf10,17,,free_viewing,,5884,3828,348.0,11,822.5363636363636,389.17272727272723
edf10,18,,free_viewing,,5916,4308,1436.0,3,926.6666666666666,421.4333333333334
edf10,19,English,sentence_audio,active,11139,4057,270.46666666666664,15,934.7466666666666,508.8933333333333
edf10,2,,free_viewing,,5693,4858,404.8333333333333,12,919.8916666666668,370.2166666666667
edf10,20,English,sentence_audio,active,10375,4153,244.2941176470588,17,1009.4705882352941,488.3882352941176
edf10,21,English,sentence_audio,active,11063,3977,265.1333333333333,15,920.6266666666667,478.31999999999994
edf10,22,English,sentence_audio,passive,10340,4044,404.4,10,896.5400000000002,413.35
edf10,23,English,sentence_audio,passive,10228,4126,257.875,16,906.9062499999999,466.8
edf10,24,English,sentence_audio,passive,11057,3621,190.57894736842104,19,822.1736842105262,490.42105263157896
edf10,25,English,sentence_audio,passive_dropped_agent,10390,4190,246.47058823529412,17,944.6176470588236,338.8411764705883
edf10,26,English,sentence_audio,passive_dropped_agent,10670,4038,288.42857142857144,14,799.7214285714286,516.4785714285715
edf10,27,English,sentence_audio,passive_dropped_agent,11141,4007,333.9166666666667,12,848.1916666666667,441.49999999999994
edf10,28,Punjabi,sentence_audio,active,10438,4254,425.4,10,919.47,534.3899999999999
edf10,29,Punjabi,sentence_audio,active,10899,3405,227.0,15,1027.2066666666667,328.6866666666667
edf10,3,,free_viewing,,6016,3852,275.14285714285717,14,892.7714285714285,606.2928571428572
edf10,30,Punjabi,sentence_audio,active,11077,4145,207.25,20,988.485,395.385
edf10,31,Punjabi,sentence_audio,passive,10754,3910,300.7692307692308,13,985.1461538461537,275.23846153846154
edf10,32,Punjabi,sentence_audio,passive,10733,3995,332.9166666666667,12,883.8333333333334,438.22499999999997
edf10,33,Punjabi,sentence_audio,passive,10349,3905,244.0625,16,1003.2062500000001,378.10625
edf10,34,Punjabi,sentence_audio,passive_dropped_agent,10261,3765,198.1578947368421,19,926.2894736842105,646.4473684210527
edf10,35,Punjabi,sentence_audio,passive_dropped_agent,10818,3868,203.57894736842104,19,1012.3789473684211,465.0736842105263
edf10,36,Punjabi,sentence_audio,passive_dropped_agent,10334,3998,222.11111111111111,18,837.388888888889,434.57777777777784
edf10,4,,free_viewing,,5782,4168,219.3684210526316,19,1060.4684210526316,477.7894736842105
edf10,5,,free_viewing,,5879,3711,265.07142857142856,14,900.2428571428571,465.52142857142866
edf10,6,,free_viewing,,5828,3806,200.31578947368422,19,933.0473684210525,621.8052631578946
edf10,7,,free_viewing,,5948,4070,254.375,16,972.4999999999999,510.31874999999997
edf10,8,,free_viewing,,6002,3892,228.94117647058823,17,870.064705882353,499.7235294117648
edf10,9,,free_viewing,,6133,3810,211.66666666666666,18,972.9277777777776,475.1833333333334
edf11,1,,free_viewing,,5967,4160,346.6666666666667,12,934.9166666666666,712.9083333333333
edf11,11,,free_viewing,,5846,4434,341.0769230769231,13,815.4538461538463,523.723076923077
edf11,12,,free_viewing,,6116,4372,437.2,10,860.53,510.2499999999999
edf11,13,,free_viewing,,5810,4922,4922.0,1,952.1,549.7
edf11,14,,free_viewing,,5950,1652,206.5,8,950.1375,420.2625
edf11,15,,free_viewing,,5976,4266,387.8181818181818,11,1084.081818181818,395.8545454545454
edf11,16,,free_viewing,,5677,4327,332.84615384615387,13,945.7230769230769,462.9769230769231
edf11,17,,free_viewing,,6048,4148,345.6666666666667,12,904.7166666666666,446.34999999999997
edf11,18,,free_viewing,,5647,4401,4401.0,1,1174.8,490.2
edf11,19,English,sentence_audio,passive,10313,3981,331.75,12,961.8583333333332,389.7916666666667
edf11,2,,free_viewing,,5791,4237,302.64285714285717,14,806.7785714285716,446.4285714285714
edf11,20,English,sentence_audio,passive,10852,4338,433.8,10,950.6899999999999,395.45
edf11,21,English,sentence_audio,passive,11038,2128,1064.0,2,894.8,479.0
edf11,22,English,sentence_audio,passive_dropped_agent,10209,4125,825.0,5,899.3399999999999,411.64
edf11,23,English,sentence_audio,passive_dropped_agent,10406,4602,1150.5,4,771.825,438.975
edf11,24,English,sentence_audio,passive_dropped_agent,10815,4295,477.22222222222223,9,875.0444444444444,270.4555555555556
edf11,25,Punjabi,sentence_audio,active,10515,3926,302.0,13,1027.6384615384616,343.1923076923077
edf11,26,Punjabi,sentence_audio,active,10526,3902,278.7142857142857,14,869.5571428571428,484.5571428571428
edf11,27,Punjabi,sentence_audio,active,10522,4262,532.75,8,890.0625,337.8
edf11,28,Punjabi,sentence_audio,passive,10378,3656,281.2307692307692,13,915.5615384615384,646.4230769230769
edf11,29,Punjabi,sentence_audio,passive,10214,3606,300.5,12,1332.9999999999998,774.7499999999999
edf11,3,,free_viewing,,6023,4325,308.92857142857144,14,886.0428571428572,464.16428571428577
edf11,30,Punjabi,sentence_audio,passive,10931,4181,380.09090909090907,11,931.3363636363636,386.8181818181818
edf11,31,Punjabi,sentence_audio,passive_dropped_agent,10398,4282,305.85714285714283,14,941.9928571428571,348.4857142857142
edf11,32,Punjabi,sentence_audio,passive_dropped_agent,11094,4126,412.6,10,888.25,476.95
edf11,34,English,sentence_audio,active,10364,4214,280.93333333333334,15,902.0866666666667,549.94
edf11,35,English,sentence_audio,active,10933,4397,488.55555555555554,9,907.2444444444445,684.9111111111112
edf11,36,English,sentence_audio,active,10459,4299,477.6666666666667,9,859.8000000000001,384.74444444444447
edf11,4,,free_viewing,,5961,4405,440.5,10,835.85,626.9100000000001
edf11,5,,free_viewing,,5689,3755,375.5,10,1060.8899999999999,673.9100000000001
edf11,6,,free_viewing,,5731,4673,1557.6666666666667,3,993.0,345.9333333333334
edf11,7,,free_viewing,,5962,4104,315.6923076923077,13,976.8153846153845,363.4384615384615
edf11,8,,free_viewing,,5849,3991,443.44444444444446,9,996.1444444444444,492.79999999999995
edf11,9,,free_viewing,,5831,4271,474.55555555555554,9,793.9666666666667,458.5888888888888
edf12,1,,free_viewing,,5963,4410,735.0,6,909.75,532.6833333333334
edf12,10,,free_viewing,,5684,4424,402.1818181818182,11,805.7545454545456,518.2909090909092
edf12,11,,free_viewing,,5741,4325,360.4166666666667,12,897.3083333333334,505.51666666666665
edf12,12,,free_viewing,,5710,4372,437.2,10,939.76,503.0
edf12,13,,free_viewing,,5815,4277,356.4166666666667,12,975.4250000000001,577.1416666666668
edf12,14,,free_viewing,,6090,4458,342.9230769230769,13,884.4076923076923,611.7307692307692
edf12,15,,free_viewing,,5932,4240,353.3333333333333,12,974.6249999999999,699.0000000000001
edf12,16,,free_viewing,,5829,4345,289.6666666666667,15,1000.6,742.3933333333333
edf12,17,,free_viewing,,6014,4586,458.6,10,866.2400000000001,645.2900000000001
edf12,18,,free_viewing,,5843,4207,280.46666666666664,15,798.9733333333334,637.44
edf12,19,English,sentence_audio,passive_dropped_agent,10710,4068,813.6,5,955.0400000000002,372.72
edf12,2,,free_viewing,,5942,4226,325.0769230769231,13,955.7461538461539,530.8153846153847
edf12,20,English,sentence_audio,passive_dropped_agent,10560,4282,535.25,8,1057.825,639.3
edf12,21,English,sentence_audio,passive_dropped_agent,11013,4479,447.9,10,906.47,593.79
edf12,22,Punjabi,sentence_audio,active,11197,4463,557.875,8,912.6749999999998,434.5875
edf12,23,Punjabi,sentence_audio,active,10441,4597,510.77777777777777,9,763.2222222222223,498.1777777777778
edf12,24,Punjabi,sentence_audio,active,10867,4015,286.7857142857143,14,884.0571428571429,398.2857142857143
edf12,25,Punjabi,sentence_audio,passive,10535,4649,464.9,10,1032.5000000000002,441.15
edf12,26,Punjabi,sentence_audio,passive,11072,3978,265.2,15,910.0466666666667,615.2466666666668
edf12,27,Punjabi,sentence_audio,passive,10482,4204,323.38461538461536,13,883.6999999999999,526.2153846153847
edf12,28,Punjabi,sentence_audio,passive_dropped_agent,10233,4485,320.35714285714283,14,1026.357142857143,743.0285714285716
edf12,29,Punjabi,sentence_audio,passive_dropped_agent,11059,4307,331.3076923076923,13,1075.2153846153847,348.0538461538462
edf12,3,,free_viewing,,5793,4561,506.77777777777777,9,1070.5222222222221,497.87777777777774
edf12,30,Punjabi,sentence_audio,passive_dropped_agent,10889,4381,273.8125,16,882.71875,485.86250000000007
edf12,31,English,sentence_audio,active,10908,4264,328.0,13,917.5,326.723076923077
edf12,32,English,sentence_audio,active,10840,3858,321.5,12,907.75,548.2916666666667
edf12,33,English,sentence_audio,active,10591,4367,436.7,10,985.3299999999999,483.27
edf12,34,English,sentence_audio,passive,10608,4146,318.9230769230769,13,844.3307692307692,607.6538461538461
edf12,35,English,sentence_audio,passive,10524,4274,610.5714285714286,7,921.6999999999999,614.2571428571429
edf12,36,English,sentence_audio,passive,10564,3874,322.8333333333333,12,597.2666666666668,504.55
edf12,4,,free_viewing,,6075,4549,649.8571428571429,7,927.1,673.7428571428571
edf12,5,,free_viewing,,5955,4321,332.38461538461536,13,1008.3692307692309,352.776923076923
edf12,6,,free_viewing,,5966,4334,254.94117647058823,17,1052.994117647059,475.8588235294118
edf12,7,,free_viewing,,5968,4536,567.0,8,927.05,480.2625
edf12,8,,free_viewing,,6010,4466,406.0,11,922.8454545454547,725.6818181818181
edf12,9,,free_viewing,,5813,4253,327.15384615384613,13,854.2615384615384,361.4846153846154
edf13,1,,free_viewing,,5668,4132,196.76190476190476,21,1081.9809523809522,495.2333333333334
edf13,10,,free_viewing,,5856,3568,237.86666666666667,15,988.3533333333332,653.3266666666666
edf13,11,,free_viewing,,5964,4224,301.7142857142857,14,827.5714285714284,483.08571428571435
edf13,12,,free_viewing,,5653,4121,242.41176470588235,17,1039.3470588235298,546.135294117647
edf13,13,,free_viewing,,6022,4324,1441.3333333333333,3,926.5,489.8333333333333
edf13,14,,free_viewing,,5997,3782,236.375,16,959.38125,538.74375
edf13,15,,free_viewing,,5965,4196,246.8235294117647,17,1000.3117647058825,511.12941176470594
edf13,16,,free_viewing,,5764,4200,233.33333333333334,18,982.7722222222224,709.8833333333334
edf13,17,,free_viewing,,6057,3683,245.53333333333333,15,948.1600000000001,508.6533333333333
edf13,18,,free_viewing,,5694,3946,232.11764705882354,17,913.1176470588235,643.5294117647059
edf13,19,Punjabi,sentence_audio,active,10467,3837,239.8125,16,890.1625000000003,615.48125
edf13,2,,free_viewing,,5687,4083,194.42857142857142,21,990.4190476190478,573.1190476190477
edf13,20,Punjabi,sentence_audio,active,10831,3951,263.4,15,867.2866666666666,520.9933333333333
edf13,21,Punjabi,sentence_audio,active,11070,4328,541.0,8,966.0250000000001,550.525
edf13,22,Punjabi,sentence_audio,passive,10676,3840,240.0,16,915.0062499999999,675.4312499999999
edf13,23,Punjabi,sentence_audio,passive,10992,3914,260.93333333333334,15,773.3533333333331,551.1133333333332
edf13,24,Punjabi,sentence_audio,passive,10617,3715,265.35714285714283,14,850.9857142857143,518.0214285714285
edf13,25,Punjabi,sentence_audio,passive_dropped_agent,10808,4392,366.0,12,809.1750000000001,504.60833333333335
edf13,26,Punjabi,sentence_audio,passive_dropped_agent,10697,4069,290.64285714285717,14,1003.7357142857144,462.5928571428571
edf13,27,Punjabi,sentence_audio,passive_dropped_agent,11061,3791,252.73333333333332,15,820.64,445.9266666666666
edf13,28,English,sentence_audio,active,11192,3484,232.26666666666668,15,941.8333333333335,448.52000000000004
edf13,29,English,sentence_audio,active,10368,4690,1172.5,4,810.8,532.725
edf13,3,,free_viewing,,5973,4221,234.5,18,954.9500000000002,516.7611111111112
edf13,30,English,sentence_audio,active,10505,3273,204.5625,16,1089.4,470.84375000000006
edf13,31,English,sentence_audio,passive,10597,4607,658.1428571428571,7,1082.3714285714286,722.0
edf13,32,English,sentence_audio,passive,10267,4015,250.9375,16,965.4562499999998,621.88125
edf13,35,English,sentence_audio,passive_dropped_agent,11040,3740,311.6666666666667,12,961.7166666666667,469.6583333333333
edf13,36,English,sentence_audio,passive_dropped_agent,10212,3902,216.77777777777777,18,960.7722222222224,455.1055555555556
edf13,4,,free_viewing,,6011,4169,189.5,22,969.5227272727271,651.6454545454546
edf13,5,,free_viewing,,5895,4363,207.76190476190476,21,887.0619047619049,512.5571428571427
edf13,6,,free_viewing,,6102,4136,217.68421052631578,19,907.7631578947367,560.0684210526316
edf13,7,,free_viewing,,5793,4278,213.9,20,938.555,711.9850000000001
edf13,8,,free_viewing,,5793,4171,208.55,20,843.95,588.43
edf13,9,,free_viewing,,6021,3963,220.16666666666666,18,1039.4444444444443,456.1499999999999
edf14,1,,free_viewing,,6001,4443,317.35714285714283,14,926.9214285714286,554.2642857142857
edf14,10,,free_viewing,,5939,4185,279.0,15,921.4066666666669,698.4200000000001
edf14,11,,free_viewing,,5672,3966,283.2857142857143,14,982.9071428571427,451.40000000000003
edf14,12,,free_viewing,,5720,4180,232.22222222222223,18,936.6333333333334,563.5111111111112
edf14,13,,free_viewing,,5889,4161,260.0625,16,956.2375,754.41875
edf14,14,,free_viewing,,5781,4103,227.94444444444446,18,900.811111111111,735.0166666666667
edf14,15,,free_viewing,,5666,4020,251.25,16,946.7999999999998,590.375
edf14,16,,free_viewing,,6066,4126,275.06666666666666,15,1009.6666666666667,446.3133333333334
edf14,17,,free_viewing,,6112,4136,258.5,16,1001.1562499999999,500.24375000000003
edf14,18,,free_viewing,,5907,4279,305.64285714285717,14,913.7357142857144,536.2785714285715
edf14,19,Punjabi,sentence_audio,passive,10919,4213,324.0769230769231,13,878.1923076923075,540.1076923076922
edf14,2,,free_viewing,,5851,4329,309.2142857142857,14,896.3785714285714,676.9142857142857
edf14,20,Punjabi,sentence_audio,passive,11020,4292,306.57142857142856,14,876.9857142857144,598.8642857142856
edf14,21,Punjabi,sentence_audio,passive,10422,4376,312.57142857142856,14,906.4142857142855,534.1928571428572
edf14,22,Punjabi,sentence_audio,passive_dropped_agent,11037,4193,381.1818181818182,11,1010.2,755.3272727272728
edf14,23,Punjabi,sentence_audio,passive_dropped_agent,10334,4064,270.93333333333334,15,1053.313333333333,586.3666666666668
edf14,24,Punjabi,sentence_audio,passive_dropped_agent,10313,4306,358.8333333333333,12,922.2083333333334,499.0
edf14,25,English,sentence_audio,active,10953,4171,347.5833333333333,12,804.1666666666666,603.5916666666666
edf14,26,English,sentence_audio,active,10395,4477,407.0,11,975.5545454545453,378.19090909090914
edf14,27,English,sentence_audio,active,10267,4194,233.0,18,869.7055555555555,548.561111111111
edf14,28,English,sentence_audio,passive,10589,4125,275.0,15,964.2666666666667,548.8333333333334
edf14,29,English,sentence_audio,passive,10504,4502,409.27272727272725,11,836.1909090909091,575.2363636363636
edf14,3,,free_viewing,,6024,4402,366.8333333333333,12,897.0083333333333,586.0333333333334
edf14,30,English,sentence_audio,passive,10253,4511,375.9166666666667,12,919.4833333333332,460.5416666666666
edf14,31,English,sentence_audio,passive_dropped_agent,10341,3989,265.93333333333334,15,958.8533333333334,705.5533333333334
edf14,32,English,sentence_audio,passive_dropped_agent,10222,4276,475.1111111111111,9,942.8777777777777,742.9555555555556
edf14,33,English,sentence_audio,passive_dropped_agent,10566,4316,431.6,10,888.7700000000001,454.98
edf14,34,Punjabi,sentence_audio,active,10606,4206,300.42857142857144,14,945.2857142857143,566.3
edf14,35,Punjabi,sentence_audio,active,10197,4217,351.4166666666667,12,976.5333333333334,532.95
edf14,36,Punjabi,sentence_audio,active,10254,4112,241.88235294117646,17,984.1470588235294,534.0
edf14,4,,free_viewing,,5879,4236,353.0,12,966.7166666666666,488.78333333333336
edf14,5,,free_viewing,,5655,4507,346.6923076923077,13,927.3076923076922,531.9076923076923
edf14,6,,free_viewing,,5662,4418,315.57142857142856,14,975.3357142857143,545.2214285714286
edf14,7,,free_viewing,,5681,4251,236.16666666666666,18,1013.9055555555557,655.3888888888891
edf14,8,,free_viewing,,5948,4274,284.93333333333334,15,1051.0533333333335,549.2600000000001
edf14,9,,free_viewing,,5860,4194,349.5,12,982.3166666666666,623.6166666666667
edf15,1,,free_viewing,,5987,4239,302.7857142857143,14,941.1357142857142,469.55
edf15,10,,free_viewing,,5915,4158,218.8421052631579,19,820.9105263157894,566.0789473684209
edf15,11,,free_viewing,,5660,4374,312.42857142857144,14,987.4142857142857,457.89285714285717
edf15,12,,free_viewing,,5791,4069,239.35294117647058,17,920.8647058823528,490.5764705882352
edf15,13,,free_viewing,,5689,4231,211.55,20,949.015,448.45500000000004
edf15,14,,free_viewing,,5790,3834,273.85714285714283,14,939.1642857142858,571.65
edf15,15,,free_viewing,,5933,4253,283.53333333333336,15,981.3066666666667,776.4400000000002
edf15,16,,free_viewing,,5639,4091,240.64705882352942,17,909.8411764705882,367.18823529411765
edf15,17,,free_viewing,,5766,4176,208.8,20,1064.73,362.56999999999994
edf15,18,,free_viewing,,5743,4147,243.94117647058823,17,845.8529411764705,396.6117647058823
edf15,19,Punjabi,sentence_audio,passive_dropped_agent,11052,4272,251.2941176470588,17,915.6529411764706,508.6705882352941
edf15,2,,free_viewing,,5783,4005,190.71428571428572,21,971.7238095238096,491.08571428571435
edf15,20,Punjabi,sentence_audio,passive_dropped_agent,10473,4409,400.8181818181818,11,941.2909090909089,434.19090909090914
edf15,21,Punjabi,sentence_audio,passive_dropped_agent,11112,4112,228.44444444444446,18,966.9888888888888,464.2277777777778
edf15,22,English,sentence_audio,active,10627,4125,206.25,20,918.515,604.185
edf15,23,English,sentence_audio,active,10897,4073,214.3684210526316,19,953.9105263157896,486.79473684210535
edf15,24,English,sentence_audio,active,10182,3616,172.1904761904762,21,873.6095238095238,395.1952380952381
edf15,25,English,sentence_audio,passive,10286,4254,327.2307692307692,13,788.5307692307694,631.323076923077
edf15,26,English,sentence_audio,passive,10322,4120,316.9230769230769,13,1019.1076923076923,359.1384615384616
edf15,27,English,sentence_audio,passive,10865,4273,305.2142857142857,14,859.9857142857144,392.27142857142866
edf15,28,English,sentence_audio,passive_dropped_agent,10554,3916,195.8,20,997.68,345.64
edf15,29,English,sentence_audio,passive_dropped_agent,10405,4259,250.52941176470588,17,868.3941176470588,424.72352941176473
edf15,3,,free_viewing,,6024,4138,229.88888888888889,18,1037.0111111111112,418.8166666666666
edf15,30,English,sentence_audio,passive_dropped_agent,10720,3646,227.875,16,944.46875,418.05
edf15,31,Punjabi,sentence_audio,active,10591,3901,205.31578947368422,19,960.521052631579,619.615789473684
edf15,32,Punjabi,sentence_audio,active,10420,3882,242.625,16,983.3499999999999,663.525
edf15,33,Punjabi,sentence_audio,active,10713,4224,234.66666666666666,18,900.4944444444443,444.3833333333333
edf15,34,Punjabi,sentence_audio,passive,10564,3910,230.0,17,958.9705882352943,521.835294117647
edf15,35,Punjabi,sentence_audio,passive,10834,4368,291.2,15,1014.98,500.66
edf15,36,Punjabi,sentence_audio,passive,10799,4117,216.68421052631578,19,852.9684210526316,443.06315789473666
edf15,4,,free_viewing,,5790,4116,242.11764705882354,17,950.964705882353,357.6058823529412
edf15,5,,free_viewing,,6033,4129,206.45,20,1047.45,708.12
edf15,6,,free_viewing,,6120,4004,235.52941176470588,17,952.5411764705881,433.1705882352941
edf15,7,,free_viewing,,5786,4258,354.8333333333333,12,954.6916666666667,418.1499999999999
edf15,8,,free_viewing,,5697,4015,191.1904761904762,21,999.0904761904762,529.2666666666667
edf15,9,,free_viewing,,6031,4126,217.1578947368421,19,844.7947368421053,525.5842105263158
edf16,1,,free_viewing,,6100,4260,387.27272727272725,11,1017.1454545454548,498.5181818181818
edf16,10,,free_viewing,,6054,4412,441.2,10,1034.9299999999998,391.27
edf16,11,,free_viewing,,5645,4477,895.4,5,947.2,482.48
edf16,12,,free_viewing,,6029,4519,903.8,5,1040.48,404.85999999999996
edf16,13,,free_viewing,,5718,4372,437.2,10,828.0099999999999,443.07
edf16,14,,free_viewing,,6055,4585,1146.25,4,963.6000000000001,455.57499999999993
edf16,15,,free_viewing,,6133,4079,291.35714285714283,14,952.6571428571431,466.6857142857143
edf16,16,,free_viewing,,5991,4647,1161.75,4,987.95,656.475
edf16,17,,free_viewing,,5697,4563,760.5,6,987.3166666666666,313.0
edf16,18,,free_viewing,,6074,4436,1109.0,4,937.675,461.625
edf16,19,English,sentence_audio,active,10205,4219,421.9,10,935.28,497.68999999999994
edf16,2,,free_viewing,,5689,4303,391.1818181818182,11,912.2727272727273,578.8909090909091
edf16,20,English,sentence_audio,active,10476,4494,642.0,7,933.0285714285714,455.24285714285713
edf16,21,English,sentence_audio,active,10750,106,106.0,1,964.7,546.9
edf16,22,English,sentence_audio,passive,10825,4434,554.25,8,914.2624999999999,536.725
edf16,23,English,sentence_audio,passive,10485,4463,557.875,8,932.7249999999999,495.76249999999993
edf16,24,English,sentence_audio,passive,10956,4444,888.8,5,986.64,443.5200000000001
edf16,25,English,sentence_audio,passive_dropped_agent,11118,4394,627.7142857142857,7,869.4714285714286,497.4428571428572
edf16,26,English,sentence_audio,passive_dropped_agent,10227,3233,359.22222222222223,9,979.9333333333333,322.1222222222222
edf16,27,English,sentence_audio,passive_dropped_agent,10857,3129,625.8,5,869.32,433.94000000000005
edf16,28,Punjabi,sentence_audio,active,10995,4089,454.3333333333333,9,1012.9333333333333,377.87777777777785
edf16,29,Punjabi,sentence_audio,active,10186,4406,629.4285714285714,7,927.6999999999998,414.17142857142863
edf16,3,,free_viewing,,6117,4179,245.8235294117647,17,941.4294117647058,374.1058823529412
edf16,30,Punjabi,sentence_audio,active,11048,4302,478.0,9,1006.0666666666667,386.8777777777778
edf16,31,Punjabi,sentence_audio,passive,10255,4353,725.5,6,971.6666666666665,610.8000000000001
edf16,32,Punjabi,sentence_audio,passive,10800,4476,1119.0,4,961.5500000000001,539.15
edf16,33,Punjabi,sentence_audio,passive,10735,4435,739.1666666666666,6,946.5333333333333,446.01666666666665
edf16,34,Punjabi,sentence_audio,passive_dropped_agent,10627,4429,885.8,5,960.8199999999999,417.7
edf16,35,Punjabi,sentence_audio,passive_dropped_agent,10878,4416,1104.0,4,1004.675,436.1
edf16,36,Punjabi,sentence_audio,passive_dropped_agent,10877,4433,554.125,8,916.3625,441.6375
edf16,4,,free_viewing,,6108,4266,387.8181818181818,11,1013.8363636363637,424.909090909091
edf16,5,,free_viewing,,5918,4072,271.46666666666664,15,912.4,379.9133333333333
edf16,6,,free_viewing,,6115,4375,546.875,8,981.8249999999999,633.1
edf16,7,,free_viewing,,5779,4343,434.3,10,923.04,485.37000000000006
edf16,8,,free_viewing,,5812,4258,425.8,10,836.47,540.5600000000001
edf16,9,,free_viewing,,6059,4483,560.375,8,873.4875000000001,418.63750000000005
edf17,1,,free_viewing,,5688,4226,325.0769230769231,13,1046.5615384615382,441.9153846153846
edf17,10,,free_viewing,,5849,4565,2282.5,2,918.35,465.15
edf17,11,,free_viewing,,5770,4212,280.8,15,979.0266666666665,586.5066666666667
edf17,12,,free_viewing,,5775,3931,327.5833333333333,12,974.2000000000002,419.40833333333336
edf17,13,,free_viewing,,5774,4178,245.76470588235293,17,935.3117647058823,685.6705882352941
edf17,14,,free_viewing,,6054,4532,1510.6666666666667,3,889.3333333333334,411.73333333333335
edf17,15,,free_viewing,,6026,4070,814.0,5,966.4400000000002,513.72
edf17,16,,free_viewing,,5737,4255,283.6666666666667,15,948.6666666666666,387.5133333333333
edf17,17,,free_viewing,,5773,4189,246.41176470588235,17,909.6352941176472,576.964705882353
edf17,18,,free_viewing,,5849,4485,373.75,12,1044.8916666666667,381.0083333333334
edf17,19,English,sentence_audio,passive,10420,4114,257.125,16,934.95625,566.64375
edf17,2,,free_viewing,,5654,4160,244.7058823529412,17,886.7529411764706,538.2058823529411
edf17,20,English,sentence_audio,passive,10850,3928,436.44444444444446,9,956.5888888888888,427.4555555555556
edf17,21,English,sentence_audio,passive,10527,4119,374.45454545454544,11,957.7636363636364,443.3545454545454
edf17,22,English,sentence_audio,passive_dropped_agent,10945,4056,312.0,13,907.676923076923,699.6076923076923
