participant_id,trial_id,TRIAL_INDEX,aoi_type,sentence,voice_id,image_id,stim_id,total_fixation_duration,mean_fixation_duration,median_fixation_duration,n_fixations,first_fixation_time,last_fixation_time,time_to_first_fixation
edf14,edf14_5,5,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_15,UNDEFINEDnull,1402,467.3333333333333,532.0,3,832,4538,170
edf14,edf14_6,6,object,UNDEFINEDnull,UNDEFINEDnull,IMG_09,UNDEFINEDnull,2733,341.625,345.0,8,669,3558,0
edf14,edf14_6,6,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_09,UNDEFINEDnull,1918,274.0,280.0,7,3590,5662,2921
edf14,edf14_7,7,object,UNDEFINEDnull,UNDEFINEDnull,IMG_11,UNDEFINEDnull,1035,258.75,254.0,4,908,5681,219
edf14,edf14_7,7,other,UNDEFINEDnull,UNDEFINEDnull,IMG_11,UNDEFINEDnull,2617,218.08333333333334,223.0,12,689,5540,0
edf14,edf14_7,7,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_11,UNDEFINEDnull,782,260.6666666666667,220.0,3,2698,3528,2009
edf14,edf14_8,8,object,UNDEFINEDnull,UNDEFINEDnull,IMG_12,UNDEFINEDnull,674,337.0,337.0,2,1216,1910,260
edf14,edf14_8,8,other,UNDEFINEDnull,UNDEFINEDnull,IMG_12,UNDEFINEDnull,1832,229.0,210.0,8,956,5948,0
edf14,edf14_8,8,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_12,UNDEFINEDnull,1964,327.3333333333333,349.0,6,1952,5578,996
edf14,edf14_9,9,object,UNDEFINEDnull,UNDEFINEDnull,IMG_17,UNDEFINEDnull,1592,318.4,254.0,5,2058,3772,1190
edf14,edf14_9,9,other,UNDEFINEDnull,UNDEFINEDnull,IMG_17,UNDEFINEDnull,488,244.0,244.0,2,868,2020,0
edf14,edf14_9,9,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_17,UNDEFINEDnull,2350,391.6666666666667,303.0,6,1134,5860,266
edf15,edf15_1,1,object,UNDEFINEDnull,UNDEFINEDnull,IMG_15,UNDEFINEDnull,1982,247.75,226.0,8,1306,5868,310
edf15,edf15_1,1,other,UNDEFINEDnull,UNDEFINEDnull,IMG_15,UNDEFINEDnull,592,296.0,296.0,2,996,3822,0
edf15,edf15_1,1,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_15,UNDEFINEDnull,1953,390.6,432.0,5,1812,5987,816
edf15,edf15_10,10,object,UNDEFINEDnull,UNDEFINEDnull,IMG_16,UNDEFINEDnull,1094,182.33333333333334,161.0,6,1156,3164,233
edf15,edf15_10,10,other,UNDEFINEDnull,UNDEFINEDnull,IMG_16,UNDEFINEDnull,555,185.0,201.0,3,923,2316,0
edf15,edf15_10,10,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_16,UNDEFINEDnull,2710,246.36363636363637,198.0,11,2370,5886,1447
edf15,edf15_11,11,object,UNDEFINEDnull,UNDEFINEDnull,IMG_17,UNDEFINEDnull,566,283.0,283.0,2,1660,2246,992
edf15,edf15_11,11,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_17,UNDEFINEDnull,4042,310.9230769230769,190.0,13,668,5660,0
edf15,edf15_12,12,object,UNDEFINEDnull,UNDEFINEDnull,IMG_04,UNDEFINEDnull,2216,277.0,234.0,8,1060,4856,261
edf15,edf15_12,12,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_04,UNDEFINEDnull,2082,208.2,211.0,10,799,5791,0
edf15,edf15_13,13,object,UNDEFINEDnull,UNDEFINEDnull,IMG_01,UNDEFINEDnull,1444,206.28571428571428,198.0,7,918,4938,221
edf15,edf15_13,13,other,UNDEFINEDnull,UNDEFINEDnull,IMG_01,UNDEFINEDnull,190,190.0,190.0,1,4414,4602,3717
edf15,edf15_13,13,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_01,UNDEFINEDnull,2792,214.76923076923077,195.0,13,697,5689,0
edf15,edf15_14,14,object,UNDEFINEDnull,UNDEFINEDnull,IMG_06,UNDEFINEDnull,3124,347.1111111111111,380.0,9,1076,5488,278
edf15,edf15_14,14,other,UNDEFINEDnull,UNDEFINEDnull,IMG_06,UNDEFINEDnull,42,42.0,42.0,1,3384,3424,2586
edf15,edf15_14,14,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_06,UNDEFINEDnull,916,183.2,176.0,5,798,5746,0
edf15,edf15_15,15,object,UNDEFINEDnull,UNDEFINEDnull,IMG_18,UNDEFINEDnull,4053,289.5,199.0,14,1180,5933,240
edf15,edf15_15,15,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_18,UNDEFINEDnull,400,200.0,200.0,2,940,3174,0
edf15,edf15_16,16,object,UNDEFINEDnull,UNDEFINEDnull,IMG_07,UNDEFINEDnull,1963,178.45454545454547,182.0,11,734,5639,0
edf15,edf15_16,16,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_07,UNDEFINEDnull,2186,312.2857142857143,252.0,7,2000,5328,1266
edf15,edf15_17,17,object,UNDEFINEDnull,UNDEFINEDnull,IMG_05,UNDEFINEDnull,2610,200.76923076923077,174.0,13,1010,5766,236
edf15,edf15_17,17,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_05,UNDEFINEDnull,1768,221.0,178.0,8,774,4944,0
edf15,edf15_18,18,object,UNDEFINEDnull,UNDEFINEDnull,IMG_08,UNDEFINEDnull,2450,245.0,225.0,10,750,5284,0
edf15,edf15_18,18,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_08,UNDEFINEDnull,1917,239.625,214.5,8,1592,5743,842
edf15,edf15_19,19,object,exp_images/sentences/Tabla-woa.jpg,PNA,IMG_11,STIM_47,2038,254.75,222.0,8,6256,10218,196
edf15,edf15_19,19,other,exp_images/sentences/Tabla-woa.jpg,PNA,IMG_11,STIM_47,942,188.4,200.0,5,6060,10490,0
edf15,edf15_19,19,subject,exp_images/sentences/Tabla-woa.jpg,PNA,IMG_11,STIM_47,1458,291.6,276.0,5,6542,11052,482
edf15,edf15_2,2,object,UNDEFINEDnull,UNDEFINEDnull,IMG_14,UNDEFINEDnull,3011,188.1875,180.0,16,790,5783,0
edf15,edf15_2,2,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_14,UNDEFINEDnull,1292,215.33333333333334,222.0,6,1446,5668,656
edf15,edf15_20,20,object,exp_images/sentences/Closed-door-woa.jpg,PNA,IMG_10,STIM_46,3474,434.25,265.5,8,5481,10473,0
edf15,edf15_20,20,subject,exp_images/sentences/Closed-door-woa.jpg,PNA,IMG_10,STIM_46,1176,294.0,241.0,4,5954,9326,473
edf15,edf15_21,21,object,exp_images/sentences/Bucket-woa.jpg,PNA,IMG_09,STIM_45,3380,281.6666666666667,278.0,12,6120,11112,0
edf15,edf15_21,21,other,exp_images/sentences/Bucket-woa.jpg,PNA,IMG_09,STIM_45,132,132.0,132.0,1,7318,7448,1198
edf15,edf15_21,21,subject,exp_images/sentences/Bucket-woa.jpg,PNA,IMG_09,STIM_45,1010,168.33333333333334,162.0,6,6570,11038,450
edf15,edf15_22,22,object,exp_images/sentences/active_girl_dog.jpg,ACT,IMG_16,STIM_70,2286,207.8181818181818,172.0,11,5866,10120,231
edf15,edf15_22,22,other,exp_images/sentences/active_girl_dog.jpg,ACT,IMG_16,STIM_70,763,190.75,189.5,4,5635,8794,0
edf15,edf15_22,22,subject,exp_images/sentences/active_girl_dog.jpg,ACT,IMG_16,STIM_70,1271,211.83333333333334,208.0,6,6452,10627,817
edf15,edf15_23,23,object,exp_images/sentences/active_driver_scooter.jpg,ACT,IMG_14,STIM_68,2958,211.28571428571428,184.0,14,5905,10897,0
edf15,edf15_23,23,subject,exp_images/sentences/active_driver_scooter.jpg,ACT,IMG_14,STIM_68,1380,230.0,237.0,6,6538,8612,633
edf15,edf15_24,24,object,exp_images/sentences/active_artist_picture.jpg,ACT,IMG_07,STIM_61,2137,213.7,188.0,10,5189,10182,0
edf15,edf15_24,24,other,exp_images/sentences/active_artist_picture.jpg,ACT,IMG_07,STIM_61,132,66.0,66.0,2,6702,6850,1513
edf15,edf15_24,24,subject,exp_images/sentences/active_artist_picture.jpg,ACT,IMG_07,STIM_61,1580,158.0,182.0,10,5686,10066,497
edf15,edf15_25,25,object,exp_images/sentences/passive_girl_sapling.jpg,PWA,IMG_03,STIM_75,3192,290.1818181818182,316.0,11,5496,10286,203
edf15,edf15_25,25,subject,exp_images/sentences/passive_girl_sapling.jpg,PWA,IMG_03,STIM_75,1229,409.6666666666667,304.0,3,5293,10126,0
edf15,edf15_26,26,object,exp_images/sentences/passive_child_frisbee.jpg,PWA,IMG_12,STIM_84,878,439.0,439.0,2,7440,8980,2110
edf15,edf15_26,26,other,exp_images/sentences/passive_child_frisbee.jpg,PWA,IMG_12,STIM_84,514,257.0,257.0,2,5330,9300,0
edf15,edf15_26,26,subject,exp_images/sentences/passive_child_frisbee.jpg,PWA,IMG_12,STIM_84,2952,295.2,269.0,10,5588,10322,258
edf15,edf15_27,27,object,exp_images/sentences/passive_boy_vase.jpg,PWA,IMG_08,STIM_80,1641,205.125,176.5,8,6072,10865,199
edf15,edf15_27,27,subject,exp_images/sentences/passive_boy_vase.jpg,PWA,IMG_08,STIM_80,2801,400.14285714285717,192.0,7,5873,10650,0
edf15,edf15_28,28,object,exp_images/sentences/noagent_man_box.jpg,PNA,IMG_05,STIM_95,1760,195.55555555555554,180.0,9,5870,10128,206
edf15,edf15_28,28,subject,exp_images/sentences/noagent_man_box.jpg,PNA,IMG_05,STIM_95,2324,193.66666666666666,171.0,12,5664,10554,0
edf15,edf15_29,29,object,exp_images/sentences/noagent_man_shrub.jpg,PNA,IMG_04,STIM_94,3467,266.6923076923077,222.0,13,5644,10405,232
edf15,edf15_29,29,subject,exp_images/sentences/noagent_man_shrub.jpg,PNA,IMG_04,STIM_94,994,198.8,188.0,5,5412,9850,0
edf15,edf15_3,3,object,UNDEFINEDnull,UNDEFINEDnull,IMG_12,UNDEFINEDnull,970,323.3333333333333,264.0,3,1476,4712,445
edf15,edf15_3,3,other,UNDEFINEDnull,UNDEFINEDnull,IMG_12,UNDEFINEDnull,395,197.5,197.5,2,1031,3926,0
edf15,edf15_3,3,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_12,UNDEFINEDnull,2974,212.42857142857142,203.0,14,1272,6024,241
edf15,edf15_30,30,object,exp_images/sentences/noagent_girl_window.jpg,PNA,IMG_02,STIM_92,1134,226.8,178.0,5,7068,10482,1340
edf15,edf15_30,30,other,exp_images/sentences/noagent_girl_window.jpg,PNA,IMG_02,STIM_92,244,244.0,244.0,1,5728,5970,0
edf15,edf15_30,30,subject,exp_images/sentences/noagent_girl_window.jpg,PNA,IMG_02,STIM_92,2512,228.36363636363637,198.0,11,5998,10720,270
edf15,edf15_31,31,object,exp_images/sentences/Dog-dug.jpg,ACT,IMG_13,STIM_13,1724,246.28571428571428,222.0,7,6274,9268,676
edf15,edf15_31,31,other,exp_images/sentences/Dog-dug.jpg,ACT,IMG_13,STIM_13,408,204.0,204.0,2,5878,9024,280
edf15,edf15_31,31,subject,exp_images/sentences/Dog-dug.jpg,ACT,IMG_13,STIM_13,1959,178.0909090909091,164.0,11,5598,10591,0
edf15,edf15_32,32,object,exp_images/sentences/Veg.jpg,ACT,IMG_18,STIM_18,2728,248.0,234.0,11,5662,10420,235
edf15,edf15_32,32,other,exp_images/sentences/Veg.jpg,ACT,IMG_18,STIM_18,46,46.0,46.0,1,6926,6970,1499
edf15,edf15_32,32,subject,exp_images/sentences/Veg.jpg,ACT,IMG_18,STIM_18,1305,261.0,197.0,5,5427,9660,0
edf15,edf15_33,33,object,exp_images/sentences/Cake.jpg,ACT,IMG_15,STIM_15,1234,176.28571428571428,176.0,7,6098,10680,378
edf15,edf15_33,33,other,exp_images/sentences/Cake.jpg,ACT,IMG_15,STIM_15,444,222.0,222.0,2,5720,8408,0
edf15,edf15_33,33,subject,exp_images/sentences/Cake.jpg,ACT,IMG_15,STIM_15,2714,271.4,205.0,10,5922,10480,202
edf15,edf15_34,34,object,exp_images/sentences/Folded-clothes-passive.jpg,PWA,IMG_06,STIM_24,2624,238.54545454545453,226.0,11,5808,10564,237
edf15,edf15_34,34,subject,exp_images/sentences/Folded-clothes-passive.jpg,PWA,IMG_06,STIM_24,1491,213.0,206.0,7,5571,8634,0
edf15,edf15_35,35,object,exp_images/sentences/Letter-passive.jpg,PWA,IMG_17,STIM_35,1146,229.2,184.0,5,6064,8618,223
edf15,edf15_35,35,subject,exp_images/sentences/Letter-passive.jpg,PWA,IMG_17,STIM_35,3415,310.45454545454544,228.0,11,5841,10834,0
edf15,edf15_36,36,object,exp_images/sentences/Lamp-passive.jpg,PWA,IMG_01,STIM_19,2741,210.84615384615384,174.0,13,6002,10799,195
edf15,edf15_36,36,other,exp_images/sentences/Lamp-passive.jpg,PWA,IMG_01,STIM_19,163,163.0,163.0,1,5807,5968,0
edf15,edf15_36,36,subject,exp_images/sentences/Lamp-passive.jpg,PWA,IMG_01,STIM_19,1376,229.33333333333334,180.0,6,6962,10654,1155
edf15,edf15_4,4,object,UNDEFINEDnull,UNDEFINEDnull,IMG_10,UNDEFINEDnull,2445,222.27272727272728,204.0,11,797,5426,0
edf15,edf15_4,4,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_10,UNDEFINEDnull,1834,262.0,300.0,7,988,5656,191
edf15,edf15_5,5,object,UNDEFINEDnull,UNDEFINEDnull,IMG_13,UNDEFINEDnull,3230,215.33333333333334,164.0,15,1454,5498,414
edf15,edf15_5,5,other,UNDEFINEDnull,UNDEFINEDnull,IMG_13,UNDEFINEDnull,63,63.0,63.0,1,5970,6033,4930
edf15,edf15_5,5,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_13,UNDEFINEDnull,1082,216.4,212.0,5,1040,5942,0
edf15,edf15_6,6,object,UNDEFINEDnull,UNDEFINEDnull,IMG_02,UNDEFINEDnull,1196,199.33333333333334,146.0,6,1454,2790,326
edf15,edf15_6,6,other,UNDEFINEDnull,UNDEFINEDnull,IMG_02,UNDEFINEDnull,38,38.0,38.0,1,1386,1422,258
edf15,edf15_6,6,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_02,UNDEFINEDnull,3000,272.72727272727275,230.0,11,1128,6120,0
edf15,edf15_7,7,object,UNDEFINEDnull,UNDEFINEDnull,IMG_09,UNDEFINEDnull,3512,390.22222222222223,372.0,9,794,5786,0
edf15,edf15_7,7,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_09,UNDEFINEDnull,1034,258.5,222.0,4,2280,4346,1486
edf15,edf15_8,8,object,UNDEFINEDnull,UNDEFINEDnull,IMG_11,UNDEFINEDnull,685,171.25,172.0,4,954,5697,249
edf15,edf15_8,8,other,UNDEFINEDnull,UNDEFINEDnull,IMG_11,UNDEFINEDnull,1969,196.9,175.0,10,705,5074,0
edf15,edf15_8,8,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_11,UNDEFINEDnull,1582,197.75,186.0,8,1274,4320,569
edf15,edf15_9,9,object,UNDEFINEDnull,UNDEFINEDnull,IMG_03,UNDEFINEDnull,1740,193.33333333333334,196.0,9,1384,4930,345
edf15,edf15_9,9,other,UNDEFINEDnull,UNDEFINEDnull,IMG_03,UNDEFINEDnull,392,196.0,196.0,2,1324,3150,285
edf15,edf15_9,9,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_03,UNDEFINEDnull,2255,250.55555555555554,250.0,9,1039,6022,0
edf16,edf16_1,1,object,UNDEFINEDnull,UNDEFINEDnull,IMG_17,UNDEFINEDnull,1676,335.2,300.0,5,1990,5752,885
edf16,edf16_1,1,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_17,UNDEFINEDnull,2853,407.57142857142856,269.0,7,1105,6100,0
edf16,edf16_10,10,object,UNDEFINEDnull,UNDEFINEDnull,IMG_05,UNDEFINEDnull,2300,383.3333333333333,309.0,6,1274,6054,213
edf16,edf16_10,10,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_05,UNDEFINEDnull,2297,459.4,344.0,5,1061,5932,0
edf16,edf16_11,11,object,UNDEFINEDnull,UNDEFINEDnull,IMG_06,UNDEFINEDnull,1004,334.6666666666667,274.0,3,788,2082,0
edf16,edf16_11,11,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_06,UNDEFINEDnull,3691,1230.3333333333333,464.0,3,1038,5645,250
edf16,edf16_12,12,object,UNDEFINEDnull,UNDEFINEDnull,IMG_02,UNDEFINEDnull,2460,820.0,950.0,3,1358,5184,321
edf16,edf16_12,12,other,UNDEFINEDnull,UNDEFINEDnull,IMG_02,UNDEFINEDnull,287,287.0,287.0,1,1037,1322,0
edf16,edf16_12,12,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_02,UNDEFINEDnull,2059,1029.5,1029.5,2,2570,6029,1533
edf16,edf16_13,13,object,UNDEFINEDnull,UNDEFINEDnull,IMG_04,UNDEFINEDnull,3900,487.5,346.0,8,1156,5718,431
edf16,edf16_13,13,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_04,UNDEFINEDnull,693,231.0,221.0,3,725,3046,0
edf16,edf16_14,14,object,UNDEFINEDnull,UNDEFINEDnull,IMG_10,UNDEFINEDnull,4513,1128.25,976.5,4,1062,6055,0
edf16,edf16_14,14,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_10,UNDEFINEDnull,276,276.0,276.0,1,1528,1802,466
edf16,edf16_15,15,object,UNDEFINEDnull,UNDEFINEDnull,IMG_01,UNDEFINEDnull,1218,243.6,180.0,5,1504,4230,364
edf16,edf16_15,15,other,UNDEFINEDnull,UNDEFINEDnull,IMG_01,UNDEFINEDnull,144,144.0,144.0,1,1340,1482,200
edf16,edf16_15,15,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_01,UNDEFINEDnull,2893,321.44444444444446,280.0,9,1140,6133,0
edf16,edf16_16,16,object,UNDEFINEDnull,UNDEFINEDnull,IMG_13,UNDEFINEDnull,2009,1004.5,1004.5,2,1598,5991,599
edf16,edf16_16,16,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_13,UNDEFINEDnull,2851,950.3333333333334,326.0,3,999,4926,0
edf16,edf16_17,17,object,UNDEFINEDnull,UNDEFINEDnull,IMG_12,UNDEFINEDnull,2430,1215.0,1215.0,2,1228,4348,523
edf16,edf16_17,17,other,UNDEFINEDnull,UNDEFINEDnull,IMG_12,UNDEFINEDnull,195,195.0,195.0,1,705,898,0
edf16,edf16_17,17,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_12,UNDEFINEDnull,2133,533.25,345.0,4,934,5697,229
edf16,edf16_18,18,object,UNDEFINEDnull,UNDEFINEDnull,IMG_15,UNDEFINEDnull,2112,704.0,354.0,3,1154,4196,0
edf16,edf16_18,18,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_15,UNDEFINEDnull,2678,1339.0,1339.0,2,1846,6074,692
edf16,edf16_19,19,object,exp_images/sentences/active_child_tabla.jpg,ACT,IMG_11,STIM_65,978,244.5,218.0,4,5490,9406,280
edf16,edf16_19,19,other,exp_images/sentences/active_child_tabla.jpg,ACT,IMG_11,STIM_65,872,290.6666666666667,308.0,3,5210,7764,0
edf16,edf16_19,19,subject,exp_images/sentences/active_child_tabla.jpg,ACT,IMG_11,STIM_65,2621,655.25,652.5,4,5662,10205,452
edf16,edf16_2,2,object,UNDEFINEDnull,UNDEFINEDnull,IMG_16,UNDEFINEDnull,1767,252.42857142857142,233.0,7,697,5462,0
edf16,edf16_2,2,other,UNDEFINEDnull,UNDEFINEDnull,IMG_16,UNDEFINEDnull,292,292.0,292.0,1,2066,2356,1369
edf16,edf16_2,2,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_16,UNDEFINEDnull,2477,619.25,707.0,4,1186,5689,489
edf16,edf16_20,20,object,exp_images/sentences/active_boy_door.jpg,ACT,IMG_10,STIM_64,2444,488.8,248.0,5,5484,10476,0
edf16,edf16_20,20,other,exp_images/sentences/active_boy_door.jpg,ACT,IMG_10,STIM_64,250,250.0,250.0,1,10106,10354,4622
edf16,edf16_20,20,subject,exp_images/sentences/active_boy_door.jpg,ACT,IMG_10,STIM_64,1962,981.0,981.0,2,5942,9992,458
edf16,edf16_21,21,object,exp_images/sentences/active_boy_bucket.jpg,ACT,IMG_09,STIM_63,4846,2423.0,2423.0,2,5758,10750,0
edf16,edf16_22,22,object,exp_images/sentences/passive_girl_dog.jpg,PWA,IMG_16,STIM_88,2256,376.0,328.0,6,5832,10804,0
edf16,edf16_22,22,subject,exp_images/sentences/passive_girl_dog.jpg,PWA,IMG_16,STIM_88,2378,792.6666666666666,956.0,3,6776,10572,944
edf16,edf16_23,23,object,exp_images/sentences/passive_driver_scooter.jpg,PWA,IMG_14,STIM_86,4092,584.5714285714286,262.0,7,5493,10485,0
edf16,edf16_23,23,subject,exp_images/sentences/passive_driver_scooter.jpg,PWA,IMG_14,STIM_86,612,306.0,306.0,2,6068,7704,575
edf16,edf16_24,24,object,exp_images/sentences/passive_artist_picture.jpg,PWA,IMG_07,STIM_79,4348,869.6,362.0,5,5964,10956,0
edf16,edf16_24,24,subject,exp_images/sentences/passive_artist_picture.jpg,PWA,IMG_07,STIM_79,390,390.0,390.0,1,9780,10168,3816
edf16,edf16_25,25,object,exp_images/sentences/noagent_girl_sapling.jpg,PNA,IMG_03,STIM_93,682,341.0,341.0,2,6560,7270,434
edf16,edf16_25,25,other,exp_images/sentences/noagent_girl_sapling.jpg,PNA,IMG_03,STIM_93,434,434.0,434.0,1,8396,8828,2270
edf16,edf16_25,25,subject,exp_images/sentences/noagent_girl_sapling.jpg,PNA,IMG_03,STIM_93,3554,710.8,360.0,5,6126,11118,0
edf16,edf16_26,26,object,exp_images/sentences/noagent_child_frisbee.jpg,PNA,IMG_12,STIM_102,774,258.0,208.0,3,8180,9468,2945
edf16,edf16_26,26,other,exp_images/sentences/noagent_child_frisbee.jpg,PNA,IMG_12,STIM_102,1321,1321.0,1321.0,1,5235,6554,0
edf16,edf16_26,26,subject,exp_images/sentences/noagent_child_frisbee.jpg,PNA,IMG_12,STIM_102,2459,409.8333333333333,235.0,6,6586,10227,1351
edf16,edf16_27,27,object,exp_images/sentences/noagent_boy_vase.jpg,PNA,IMG_08,STIM_98,4373,1093.25,1078.5,4,5865,10560,0
edf16,edf16_27,27,subject,exp_images/sentences/noagent_boy_vase.jpg,PNA,IMG_08,STIM_98,245,122.5,122.5,2,10590,10857,4725
edf16,edf16_28,28,object,exp_images/sentences/Pushed-box.jpg,ACT,IMG_05,STIM_05,2314,578.5,465.0,4,6556,10252,554
edf16,edf16_28,28,subject,exp_images/sentences/Pushed-box.jpg,ACT,IMG_05,STIM_05,2153,358.8333333333333,402.0,6,6002,10995,0
edf16,edf16_29,29,object,exp_images/sentences/Shrub.jpg,ACT,IMG_04,STIM_04,2678,892.6666666666666,454.0,3,5460,10186,266
edf16,edf16_29,29,other,exp_images/sentences/Shrub.jpg,ACT,IMG_04,STIM_04,350,350.0,350.0,1,7032,7380,1838
edf16,edf16_29,29,subject,exp_images/sentences/Shrub.jpg,ACT,IMG_04,STIM_04,1616,404.0,336.0,4,5194,7910,0
edf16,edf16_3,3,object,UNDEFINEDnull,UNDEFINEDnull,IMG_07,UNDEFINEDnull,3027,275.1818181818182,272.0,11,1125,5864,0
edf16,edf16_3,3,other,UNDEFINEDnull,UNDEFINEDnull,IMG_07,UNDEFINEDnull,284,284.0,284.0,1,3344,3626,2219
edf16,edf16_3,3,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_07,UNDEFINEDnull,1101,183.5,183.0,6,1608,6117,483
edf16,edf16_30,30,object,exp_images/sentences/Window.jpg,ACT,IMG_02,STIM_02,1708,341.6,386.0,5,6314,9812,258
edf16,edf16_30,30,other,exp_images/sentences/Window.jpg,ACT,IMG_02,STIM_02,232,232.0,232.0,1,6056,6286,0
edf16,edf16_30,30,subject,exp_images/sentences/Window.jpg,ACT,IMG_02,STIM_02,2594,648.5,552.0,4,7014,11048,958
edf16,edf16_31,31,object,exp_images/sentences/Dog-dug-passive.jpg,PWA,IMG_13,STIM_31,660,330.0,330.0,2,5870,6552,607
edf16,edf16_31,31,subject,exp_images/sentences/Dog-dug-passive.jpg,PWA,IMG_13,STIM_31,3872,774.4,390.0,5,5263,10255,0
edf16,edf16_32,32,object,exp_images/sentences/Veg-passive.jpg,PWA,IMG_18,STIM_36,712,356.0,356.0,2,6408,7144,601
edf16,edf16_32,32,subject,exp_images/sentences/Veg-passive.jpg,PWA,IMG_18,STIM_36,3993,1331.0,280.0,3,5807,10800,0
edf16,edf16_33,33,object,exp_images/sentences/Cake-passive.jpg,PWA,IMG_15,STIM_33,976,488.0,488.0,2,7298,10650,1556
edf16,edf16_33,33,other,exp_images/sentences/Cake-passive.jpg,PWA,IMG_15,STIM_33,248,248.0,248.0,1,5742,5988,0
edf16,edf16_33,33,subject,exp_images/sentences/Cake-passive.jpg,PWA,IMG_15,STIM_33,3459,864.75,617.0,4,6018,10735,276
edf16,edf16_34,34,object,exp_images/sentences/Folded-clothes-woa.jpg,PNA,IMG_06,STIM_42,870,435.0,435.0,2,6488,8150,854
edf16,edf16_34,34,other,exp_images/sentences/Folded-clothes-woa.jpg,PNA,IMG_06,STIM_42,254,254.0,254.0,1,5634,5886,0
edf16,edf16_34,34,subject,exp_images/sentences/Folded-clothes-woa.jpg,PNA,IMG_06,STIM_42,3559,1186.3333333333333,718.0,3,5920,10627,286
edf16,edf16_35,35,object,exp_images/sentences/Letter-woa.jpg,PNA,IMG_17,STIM_53,674,674.0,674.0,1,6814,7486,929
edf16,edf16_35,35,subject,exp_images/sentences/Letter-woa.jpg,PNA,IMG_17,STIM_53,3961,990.25,321.0,4,5885,10878,0
edf16,edf16_36,36,object,exp_images/sentences/Lamp-woa.jpg,PNA,IMG_01,STIM_37,766,383.0,383.0,2,6124,8718,240
edf16,edf16_36,36,other,exp_images/sentences/Lamp-woa.jpg,PNA,IMG_01,STIM_37,704,352.0,352.0,2,8744,10660,2860
edf16,edf16_36,36,subject,exp_images/sentences/Lamp-woa.jpg,PNA,IMG_01,STIM_37,3175,635.0,454.0,5,5884,10877,0
edf16,edf16_4,4,object,UNDEFINEDnull,UNDEFINEDnull,IMG_09,UNDEFINEDnull,1419,354.75,278.5,4,1115,5562,0
edf16,edf16_4,4,other,UNDEFINEDnull,UNDEFINEDnull,IMG_09,UNDEFINEDnull,356,356.0,356.0,1,4002,4356,2887
edf16,edf16_4,4,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_09,UNDEFINEDnull,2770,395.7142857142857,314.0,7,1720,6108,605
edf16,edf16_5,5,object,UNDEFINEDnull,UNDEFINEDnull,IMG_14,UNDEFINEDnull,2423,269.22222222222223,264.0,9,925,5736,0
edf16,edf16_5,5,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_14,UNDEFINEDnull,1858,265.42857142857144,260.0,7,1398,5918,473
edf16,edf16_6,6,object,UNDEFINEDnull,UNDEFINEDnull,IMG_18,UNDEFINEDnull,2059,411.8,462.0,5,1644,6115,522
edf16,edf16_6,6,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_18,UNDEFINEDnull,2520,630.0,212.0,4,1122,5344,0
edf16,edf16_7,7,object,UNDEFINEDnull,UNDEFINEDnull,IMG_11,UNDEFINEDnull,1346,336.5,318.0,4,1118,5592,331
edf16,edf16_7,7,other,UNDEFINEDnull,UNDEFINEDnull,IMG_11,UNDEFINEDnull,697,174.25,200.0,4,787,3402,0
edf16,edf16_7,7,subject,UNDEFINEDnull,UNDEFINEDnull,IMG_11,UNDEFINEDnull,2319,773.0,608.0,3,1728,5779,941
