participant_id,trial_id,language,session_type,sentence_type,ia_label,trial_length_ms,dwell_time,entry_count,time_to_first_fixation,mean_time_to_first_fixation,dwell_time_normalized_by_trial_length
edf09,9,,free_viewing,,o_door_boy_opened_door,4452.0,3672,3,865.0,865.0,0.8247978436657682
edf09,9,,free_viewing,,s_boy_boy_opened_door,4452.0,780,2,1124.0,1124.0,0.1752021563342318
edf10,1,,free_viewing,,o_clothes_woman_folded_clothes,4451.0,1321,4,1073.0,1073.0,0.29678723882273644
edf10,1,,free_viewing,,s_woman_woman_folded_clothes,4451.0,2968,5,1444.0,1444.0,0.6668164457425297
edf10,10,,free_viewing,,o_lamp_girl_light_lamp,4112.0,2130,3,930.0,930.0,0.5179961089494164
edf10,10,,free_viewing,,s_girl_girl_lit_lamp,4112.0,1982,3,680.0,680.0,0.48200389105058367
edf10,11,,free_viewing,,o_door_boy_opened_door,4260.0,1734,5,650.0,650.0,0.4070422535211268
edf10,11,,free_viewing,,s_boy_boy_opened_door,4260.0,2526,5,1128.0,1128.0,0.5929577464788732
edf10,12,,free_viewing,,o_letter_woman_read_letter,4315.0,1070,2,2656.0,2656.0,0.24797219003476245
edf10,12,,free_viewing,,s_woman_woman_read_letter,4315.0,2949,3,1012.0,1012.0,0.6834298957126304
edf10,13,,free_viewing,,o_veg_boy_cut_vegetables,4033.0,2123,5,1354.0,1354.0,0.5264071410860401
edf10,13,,free_viewing,,s_boy_boy_cut_vegetables,4033.0,1910,5,950.0,950.0,0.47359285891395986
edf10,14,,free_viewing,,o_hole_dog_dug_hole,4342.0,0,0,,,0.0
edf10,14,,free_viewing,,s_dog_dog_dug_hole,4342.0,4102,3,969.0,969.0,0.9447259327498848
edf10,15,,free_viewing,,o_vase_boy_broke_vase,4311.0,1913,4,1123.0,1123.0,0.4437485502203665
edf10,15,,free_viewing,,s_boy_boy_broke_vase,4311.0,1642,3,1622.0,1622.0,0.3808861053119926
edf10,16,,free_viewing,,o_picture_artiste_drew_picture,4301.0,3549,3,750.0,750.0,0.8251569402464544
edf10,16,,free_viewing,,s_artiste_artiste_drew_picture,4301.0,752,2,1300.0,1300.0,0.1748430597535457
edf10,17,,free_viewing,,o_shrub_man_cut_shrub,4128.0,3496,3,1216.0,1216.0,0.8468992248062015
edf10,17,,free_viewing,,s_man_man_cut_shrub,4128.0,632,3,892.0,892.0,0.15310077519379844
edf10,18,,free_viewing,,o_scooter_driver_wash_scooter,4724.0,4724,1,924.0,924.0,1.0
edf10,18,,free_viewing,,s_driver_driver_wash_scooter,4724.0,0,0,,,0.0
edf10,19,English,sentence_audio,active,o_letter_woman_read_letter,4212.0,307,2,8074.0,8074.0,0.07288698955365622
edf10,19,English,sentence_audio,active,s_woman_woman_read_letter,4212.0,3383,4,6147.0,6147.0,0.8031813865147198
edf10,2,,free_viewing,,o_box_man_pushed_box,5172.0,1144,3,1500.0,1500.0,0.2211910286156226
edf10,2,,free_viewing,,s_man_man_pushed_box,5172.0,4028,4,700.0,700.0,0.7788089713843774
edf10,20,English,sentence_audio,active,o_bucket_boy_filled_bucket,4419.0,2163,5,5382.0,5382.0,0.4894772572980312
edf10,20,English,sentence_audio,active,s_boy_boy_filled_bucket,4419.0,2256,4,5836.0,5836.0,0.5105227427019687
edf10,21,English,sentence_audio,active,o_clothes_woman_folded_clothes,4400.0,1684,6,6540.0,6540.0,0.38272727272727275
edf10,21,English,sentence_audio,active,s_woman_woman_folded_clothes,4400.0,2293,6,6756.0,6756.0,0.5211363636363636
edf10,22,English,sentence_audio,passive,o_door_boy_opened_door,4313.0,881,3,5347.0,5347.0,0.20426617203802458
edf10,22,English,sentence_audio,passive,s_boy_boy_opened_door,4313.0,3286,3,5868.0,5868.0,0.7618826802689543
edf10,23,English,sentence_audio,passive,o_lamp_girl_light_lamp,4408.0,2170,6,5806.0,5806.0,0.4922867513611615
edf10,23,English,sentence_audio,passive,s_girl_girl_lit_lamp,4408.0,1772,6,5236.0,5236.0,0.40199637023593465
edf10,24,English,sentence_audio,passive,o_scooter_driver_wash_scooter,3772.0,1311,3,6065.0,6065.0,0.3475609756097561
edf10,24,English,sentence_audio,passive,s_driver_driver_wash_scooter,3772.0,1775,4,6264.0,6264.0,0.47057264050901376
edf10,25,English,sentence_audio,passive_dropped_agent,o_box_man_pushed_box,4369.0,1564,4,6476.0,6476.0,0.35797665369649806
edf10,25,English,sentence_audio,passive_dropped_agent,s_man_man_pushed_box,4369.0,2805,5,5399.0,5399.0,0.642023346303502
edf10,26,English,sentence_audio,passive_dropped_agent,o_tree_girl_plant_tree,4250.0,2094,5,5932.0,5932.0,0.49270588235294116
edf10,26,English,sentence_audio,passive_dropped_agent,s_girl_girl_plant_tree,4250.0,2156,6,5678.0,5678.0,0.5072941176470588
edf10,27,English,sentence_audio,passive_dropped_agent,o_shrub_man_cut_shrub,4276.0,3460,2,6452.0,6452.0,0.8091674462114126
edf10,27,English,sentence_audio,passive_dropped_agent,s_man_man_cut_shrub,4276.0,816,3,6149.0,6149.0,0.19083255378858746
edf10,28,Punjabi,sentence_audio,active,o_hole_dog_dug_hole,4470.0,0,0,,,0.0
edf10,28,Punjabi,sentence_audio,active,s_dog_dog_dug_hole,4470.0,3896,2,5446.0,5446.0,0.8715883668903803
edf10,29,Punjabi,sentence_audio,active,o_frisbee_child_throw_frisbee,3591.0,400,2,6690.0,6690.0,0.1113895850737956
edf10,29,Punjabi,sentence_audio,active,s_child_child_throw_frisbee,3591.0,1853,5,6412.0,6412.0,0.5160122528543581
edf10,3,,free_viewing,,o_tree_girl_plant_tree,4165.0,1660,3,1376.0,1376.0,0.3985594237695078
edf10,3,,free_viewing,,s_girl_girl_plant_tree,4165.0,1647,3,1023.0,1023.0,0.39543817527010805
edf10,30,Punjabi,sentence_audio,active,o_tabla_child_play_tabla,4400.0,526,2,6542.0,6542.0,0.11954545454545455
edf10,30,Punjabi,sentence_audio,active,s_child_child_play_tabla,4400.0,2780,5,6085.0,6085.0,0.6318181818181818
edf10,31,Punjabi,sentence_audio,passive,o_picture_artiste_drew_picture,4274.0,2654,4,5762.0,5762.0,0.6209639681796911
edf10,31,Punjabi,sentence_audio,passive,s_artiste_artiste_drew_picture,4274.0,1318,2,6172.0,6172.0,0.30837622835751055
edf10,32,Punjabi,sentence_audio,passive,o_cake_girl_baked_cake,4421.0,709,3,6832.0,6832.0,0.16037095679710472
edf10,32,Punjabi,sentence_audio,passive,s_girl_girl_baked_cake,4421.0,3006,2,5740.0,5740.0,0.6799366659126894
edf10,33,Punjabi,sentence_audio,passive,o_window_girl_opened_window,4146.0,1334,4,6586.0,6586.0,0.3217559093101785
edf10,33,Punjabi,sentence_audio,passive,s_girl_girl_opened_window,4146.0,2233,4,5620.0,5620.0,0.5385914134105162
edf10,34,Punjabi,sentence_audio,passive_dropped_agent,o_dog_girl_fed_dog,4023.0,1583,5,5556.0,5556.0,0.39348744717872236
edf10,34,Punjabi,sentence_audio,passive_dropped_agent,s_girl_girl_fed_dog,4023.0,920,3,6176.0,6176.0,0.228685060899826
edf10,35,Punjabi,sentence_audio,passive_dropped_agent,o_veg_boy_cut_vegetables,3897.0,1512,4,6436.0,6436.0,0.38799076212471134
edf10,35,Punjabi,sentence_audio,passive_dropped_agent,s_boy_boy_cut_vegetables,3897.0,1484,6,6142.0,6142.0,0.38080574801129075
edf10,36,Punjabi,sentence_audio,passive_dropped_agent,o_vase_boy_broke_vase,4198.0,1956,4,5342.0,5342.0,0.4659361600762268
edf10,36,Punjabi,sentence_audio,passive_dropped_agent,s_boy_boy_broke_vase,4198.0,1858,4,5838.0,5838.0,0.44259171033825634
edf10,4,,free_viewing,,o_frisbee_child_throw_frisbee,4412.0,202,1,3060.0,3060.0,0.04578422484134179
edf10,4,,free_viewing,,s_child_child_throw_frisbee,4412.0,3468,4,1070.0,1070.0,0.786038077969175
edf10,5,,free_viewing,,o_cake_girl_baked_cake,4416.0,282,2,3090.0,3090.0,0.06385869565217392
edf10,5,,free_viewing,,s_girl_girl_baked_cake,4416.0,2895,3,1634.0,1634.0,0.6555706521739131
edf10,6,,free_viewing,,o_dog_girl_fed_dog,4045.0,1907,5,835.0,835.0,0.4714462299134734
edf10,6,,free_viewing,,s_girl_girl_fed_dog,4045.0,1154,4,1368.0,1368.0,0.2852904820766378
edf10,7,,free_viewing,,o_bucket_boy_filled_bucket,4354.0,3008,4,956.0,956.0,0.6908589802480478
edf10,7,,free_viewing,,s_boy_boy_filled_bucket,4354.0,1346,4,2022.0,2022.0,0.30914101975195224
edf10,8,,free_viewing,,o_tabla_child_play_tabla,4159.0,2210,7,1312.0,1312.0,0.5313777350324598
edf10,8,,free_viewing,,s_child_child_play_tabla,4159.0,986,4,1504.0,1504.0,0.23707622024525127
edf10,9,,free_viewing,,o_window_girl_opened_window,4040.0,1520,3,2306.0,2306.0,0.37623762376237624
edf10,9,,free_viewing,,s_girl_girl_opened_window,4040.0,2290,4,1400.0,1400.0,0.5668316831683168
edf11,1,,free_viewing,,o_veg_boy_cut_vegetables,4600.0,3102,2,1802.0,1802.0,0.6743478260869565
edf11,1,,free_viewing,,s_boy_boy_cut_vegetables,4600.0,1498,2,972.0,972.0,0.32565217391304346
edf11,10,,free_viewing,,o_dog_girl_fed_dog,4993.0,4993,1,1115.0,1115.0,1.0
edf11,10,,free_viewing,,s_girl_girl_fed_dog,4993.0,0,0,,,0.0
edf11,11,,free_viewing,,o_tabla_child_play_tabla,4506.0,2656,5,854.0,854.0,0.5894363071460276
edf11,11,,free_viewing,,s_child_child_play_tabla,4506.0,1658,3,1492.0,1492.0,0.367953839325344
edf11,12,,free_viewing,,o_lamp_girl_light_lamp,4629.0,1366,2,1416.0,1416.0,0.2950961330740981
edf11,12,,free_viewing,,s_girl_girl_lit_lamp,4629.0,3263,2,1123.0,1123.0,0.7049038669259019
edf11,13,,free_viewing,,o_door_boy_opened_door,4942.0,4922,1,888.0,888.0,0.9959530554431404
edf11,13,,free_viewing,,s_boy_boy_opened_door,4942.0,0,0,,,0.0
edf11,14,,free_viewing,,o_clothes_woman_folded_clothes,4097.0,2849,2,957.0,957.0,0.6953868684403222
edf11,14,,free_viewing,,s_woman_woman_folded_clothes,4097.0,1248,2,3580.0,3580.0,0.3046131315596778
edf11,15,,free_viewing,,o_box_man_pushed_box,4656.0,3526,2,1406.0,1406.0,0.7573024054982818
edf11,15,,free_viewing,,s_man_man_pushed_box,4656.0,1130,3,984.0,984.0,0.2426975945017182
edf11,16,,free_viewing,,o_bucket_boy_filled_bucket,4624.0,3229,4,685.0,685.0,0.6983131487889274
edf11,16,,free_viewing,,s_boy_boy_filled_bucket,4624.0,1395,4,1612.0,1612.0,0.30168685121107264
edf11,17,,free_viewing,,o_cake_girl_baked_cake,4353.0,2033,4,1055.0,1055.0,0.4670342292671721
edf11,17,,free_viewing,,s_girl_girl_baked_cake,4353.0,2320,4,1292.0,1292.0,0.5329657707328279
edf11,18,,free_viewing,,o_window_girl_opened_window,4955.0,4401,1,1246.0,1246.0,0.8881937436932391
edf11,18,,free_viewing,,s_girl_girl_opened_window,4955.0,554,1,654.0,654.0,0.11180625630676085
edf11,19,English,sentence_audio,passive,o_letter_woman_read_letter,4269.0,0,0,,,0.0
edf11,19,English,sentence_audio,passive,s_woman_woman_read_letter,4269.0,4269,1,5320.0,5320.0,1.0
edf11,2,,free_viewing,,o_scooter_driver_wash_scooter,4449.0,1447,4,798.0,798.0,0.3252416273319847
edf11,2,,free_viewing,,s_driver_driver_wash_scooter,4449.0,2416,3,1044.0,1044.0,0.5430433805349517
edf11,20,English,sentence_audio,passive,o_bucket_boy_filled_bucket,4724.0,1734,3,5860.0,5860.0,0.36706181202370874
edf11,20,English,sentence_audio,passive,s_boy_boy_filled_bucket,4724.0,2332,3,6470.0,6470.0,0.49364944961896695
edf11,21,English,sentence_audio,passive,o_clothes_woman_folded_clothes,4912.0,304,1,10734.0,10734.0,0.06188925081433225
edf11,21,English,sentence_audio,passive,s_woman_woman_folded_clothes,4912.0,1824,1,8866.0,8866.0,0.3713355048859935
edf11,22,English,sentence_audio,passive_dropped_agent,o_door_boy_opened_door,4397.0,715,2,5520.0,5520.0,0.16261087104844213
edf11,22,English,sentence_audio,passive_dropped_agent,s_boy_boy_opened_door,4397.0,3682,2,5216.0,5216.0,0.8373891289515579
edf11,23,English,sentence_audio,passive_dropped_agent,o_lamp_girl_light_lamp,4849.0,1560,2,5698.0,5698.0,0.32171581769436997
edf11,23,English,sentence_audio,passive_dropped_agent,s_girl_girl_lit_lamp,4849.0,3289,2,5415.0,5415.0,0.67828418230563
edf11,24,English,sentence_audio,passive_dropped_agent,o_scooter_driver_wash_scooter,4656.0,2351,3,5823.0,5823.0,0.5049398625429553
edf11,24,English,sentence_audio,passive_dropped_agent,s_driver_driver_wash_scooter,4656.0,2305,3,6236.0,6236.0,0.4950601374570447
edf11,25,Punjabi,sentence_audio,active,o_box_man_pushed_box,4173.0,1784,2,6470.0,6470.0,0.4275101845195303
edf11,25,Punjabi,sentence_audio,active,s_man_man_pushed_box,4173.0,2389,3,5523.0,5523.0,0.5724898154804697
edf11,26,Punjabi,sentence_audio,active,o_tree_girl_plant_tree,4209.0,1266,3,5888.0,5888.0,0.300784034212402
edf11,26,Punjabi,sentence_audio,active,s_girl_girl_plant_tree,4209.0,2781,4,5533.0,5533.0,0.6607270135424091
edf11,27,Punjabi,sentence_audio,active,o_shrub_man_cut_shrub,4292.0,2506,3,5530.0,5530.0,0.5838769804287046
edf11,27,Punjabi,sentence_audio,active,s_man_man_cut_shrub,4292.0,1646,2,5792.0,5792.0,0.38350419384902146
edf11,28,Punjabi,sentence_audio,passive,o_hole_dog_dug_hole,3802.0,832,2,6106.0,6106.0,0.21883219358232509
edf11,28,Punjabi,sentence_audio,passive,s_dog_dog_dug_hole,3802.0,1422,3,5610.0,5610.0,0.3740136770120989
edf11,29,Punjabi,sentence_audio,passive,o_frisbee_child_throw_frisbee,3860.0,408,2,6688.0,6688.0,0.10569948186528498
edf11,29,Punjabi,sentence_audio,passive,s_child_child_throw_frisbee,3860.0,2094,2,5522.0,5522.0,0.5424870466321243
edf11,3,,free_viewing,,o_vase_boy_broke_vase,4600.0,2736,4,1031.0,1031.0,0.5947826086956521
edf11,3,,free_viewing,,s_boy_boy_broke_vase,4600.0,1480,3,1336.0,1336.0,0.3217391304347826
edf11,30,Punjabi,sentence_audio,passive,o_tabla_child_play_tabla,4196.0,204,1,6272.0,6272.0,0.04861773117254528
edf11,30,Punjabi,sentence_audio,passive,s_child_child_play_tabla,4196.0,3691,3,5988.0,5988.0,0.8796472831267874
edf11,31,Punjabi,sentence_audio,passive_dropped_agent,o_picture_artiste_drew_picture,4321.0,2893,4,5405.0,5405.0,0.6695209442258736
edf11,31,Punjabi,sentence_audio,passive_dropped_agent,s_artiste_artiste_drew_picture,4321.0,1428,4,5474.0,5474.0,0.33047905577412634
edf11,32,Punjabi,sentence_audio,passive_dropped_agent,o_cake_girl_baked_cake,4451.0,832,3,6782.0,6782.0,0.1869242866771512
edf11,32,Punjabi,sentence_audio,passive_dropped_agent,s_girl_girl_baked_cake,4451.0,2854,4,6456.0,6456.0,0.6412042237699394
edf11,33,Punjabi,sentence_audio,passive_dropped_agent,o_window_girl_opened_window,4992.0,4992,1,5978.0,5978.0,1.0
edf11,33,Punjabi,sentence_audio,passive_dropped_agent,s_girl_girl_opened_window,4992.0,0,0,,,0.0
edf11,34,English,sentence_audio,active,o_dog_girl_fed_dog,4236.0,1744,3,5602.0,5602.0,0.4117091595845137
edf11,34,English,sentence_audio,active,s_girl_girl_fed_dog,4236.0,1898,3,6526.0,6526.0,0.4480642115203022
edf11,35,English,sentence_audio,active,o_veg_boy_cut_vegetables,4469.0,3869,2,6250.0,6250.0,0.8657417766838219
edf11,35,English,sentence_audio,active,s_boy_boy_cut_vegetables,4469.0,600,2,5940.0,5940.0,0.13425822331617812
edf11,36,English,sentence_audio,active,o_vase_boy_broke_vase,4302.0,765,3,6002.0,6002.0,0.17782426778242677
edf11,36,English,sentence_audio,active,s_boy_boy_broke_vase,4302.0,3370,3,5716.0,5716.0,0.7833565783356579
edf11,4,,free_viewing,,o_tree_girl_plant_tree,4621.0,2134,2,1388.0,1388.0,0.4618048041549448
edf11,4,,free_viewing,,s_girl_girl_plant_tree,4621.0,2487,3,968.0,968.0,0.5381951958450552
edf11,5,,free_viewing,,o_hole_dog_dug_hole,4359.0,2222,1,1332.0,1332.0,0.5097499426473961
edf11,5,,free_viewing,,s_dog_dog_dug_hole,4359.0,2137,2,696.0,696.0,0.4902500573526038
edf11,6,,free_viewing,,o_frisbee_child_throw_frisbee,4870.0,1354,1,1252.0,1252.0,0.2780287474332649
edf11,6,,free_viewing,,s_child_child_throw_frisbee,4870.0,3319,2,972.0,972.0,0.6815195071868583
edf11,7,,free_viewing,,o_picture_artiste_drew_picture,4420.0,3234,3,970.0,970.0,0.7316742081447963
edf11,7,,free_viewing,,s_artiste_artiste_drew_picture,4420.0,968,2,1616.0,1616.0,0.21900452488687783
edf11,8,,free_viewing,,o_letter_woman_read_letter,4405.0,796,2,1554.0,1554.0,0.18070374574347334
edf11,8,,free_viewing,,s_woman_woman_read_letter,4405.0,3609,3,856.0,856.0,0.8192962542565266
edf11,9,,free_viewing,,o_shrub_man_cut_shrub,4525.0,3871,2,1122.0,1122.0,0.8554696132596685
edf11,9,,free_viewing,,s_man_man_cut_shrub,4525.0,654,2,838.0,838.0,0.1445303867403315
edf12,1,,free_viewing,,o_cake_girl_baked_cake,4791.0,1651,3,973.0,973.0,0.3446044667084116
edf12,1,,free_viewing,,s_girl_girl_baked_cake,4791.0,2940,2,1386.0,1386.0,0.6136505948653725
edf12,10,,free_viewing,,o_shrub_man_cut_shrub,4672.0,3182,2,968.0,968.0,0.6810787671232876
edf12,10,,free_viewing,,s_man_man_cut_shrub,4672.0,1196,3,692.0,692.0,0.2559931506849315
edf12,11,,free_viewing,,o_lamp_girl_light_lamp,4542.0,2653,3,992.0,992.0,0.5841039189784236
edf12,11,,free_viewing,,s_girl_girl_lit_lamp,4542.0,1889,3,749.0,749.0,0.4158960810215764
edf12,12,,free_viewing,,o_vase_boy_broke_vase,4568.0,4036,2,718.0,718.0,0.8835376532399299
edf12,12,,free_viewing,,s_boy_boy_broke_vase,4568.0,532,1,1246.0,1246.0,0.11646234676007006
edf12,13,,free_viewing,,o_scooter_driver_wash_scooter,4589.0,3439,3,822.0,822.0,0.7494007409021574
edf12,13,,free_viewing,,s_driver_driver_wash_scooter,4589.0,704,1,1584.0,1584.0,0.1534103290477228
edf12,14,,free_viewing,,o_tabla_child_play_tabla,4604.0,2780,2,2138.0,2138.0,0.6038227628149435
edf12,14,,free_viewing,,s_child_child_play_tabla,4604.0,540,1,1398.0,1398.0,0.11728931364031277
edf12,15,,free_viewing,,o_veg_boy_cut_vegetables,4414.0,3186,2,1494.0,1494.0,0.7217942908926144
edf12,15,,free_viewing,,s_boy_boy_cut_vegetables,4414.0,1228,2,972.0,972.0,0.27820570910738557
edf12,16,,free_viewing,,o_letter_woman_read_letter,4502.0,820,1,2248.0,2248.0,0.18214127054642382
edf12,16,,free_viewing,,s_woman_woman_read_letter,4502.0,2456,2,835.0,835.0,0.5455353176366059
edf12,17,,free_viewing,,o_clothes_woman_folded_clothes,4715.0,4131,2,1021.0,1021.0,0.8761399787910923
edf12,17,,free_viewing,,s_woman_woman_folded_clothes,4715.0,584,1,1180.0,1180.0,0.12386002120890774
edf12,18,,free_viewing,,o_tree_girl_plant_tree,4363.0,2374,2,2050.0,2050.0,0.544121017648407
edf12,18,,free_viewing,,s_girl_girl_plant_tree,4363.0,1677,3,850.0,850.0,0.3843685537474215
edf12,19,English,sentence_audio,passive_dropped_agent,o_letter_woman_read_letter,4872.0,0,0,,,0.0
edf12,19,English,sentence_audio,passive_dropped_agent,s_woman_woman_read_letter,4872.0,4872,1,5720.0,5720.0,1.0
edf12,2,,free_viewing,,o_bucket_boy_filled_bucket,4290.0,2214,3,950.0,950.0,0.5160839160839161
edf12,2,,free_viewing,,s_boy_boy_filled_bucket,4290.0,1692,3,1484.0,1484.0,0.3944055944055944
edf12,20,English,sentence_audio,passive_dropped_agent,o_bucket_boy_filled_bucket,4424.0,3722,3,5568.0,5568.0,0.8413200723327305
edf12,20,English,sentence_audio,passive_dropped_agent,s_boy_boy_filled_bucket,4424.0,298,1,5742.0,5742.0,0.06735985533453888
edf12,21,English,sentence_audio,passive_dropped_agent,o_clothes_woman_folded_clothes,4606.0,3902,2,6021.0,6021.0,0.8471558836300478
edf12,21,English,sentence_audio,passive_dropped_agent,s_woman_woman_folded_clothes,4606.0,704,1,6182.0,6182.0,0.15284411636995224
edf12,22,Punjabi,sentence_audio,active,o_door_boy_opened_door,4615.0,3115,3,6204.0,6204.0,0.6749729144095341
edf12,22,Punjabi,sentence_audio,active,s_boy_boy_opened_door,4615.0,1290,2,6384.0,6384.0,0.27952329360780065
edf12,23,Punjabi,sentence_audio,active,o_lamp_girl_light_lamp,4748.0,3802,2,5449.0,5449.0,0.8007582139848357
edf12,23,Punjabi,sentence_audio,active,s_girl_girl_lit_lamp,4748.0,946,1,5636.0,5636.0,0.1992417860151643
edf12,24,Punjabi,sentence_audio,active,o_scooter_driver_wash_scooter,4364.0,2488,4,5875.0,5875.0,0.5701191567369386
edf12,24,Punjabi,sentence_audio,active,s_driver_driver_wash_scooter,4364.0,1876,3,6272.0,6272.0,0.4298808432630614
edf12,25,Punjabi,sentence_audio,passive,o_box_man_pushed_box,4674.0,2149,3,5878.0,5878.0,0.45977749251176725
edf12,25,Punjabi,sentence_audio,passive,s_man_man_pushed_box,4674.0,2525,3,5543.0,5543.0,0.5402225074882328
edf12,26,Punjabi,sentence_audio,passive,o_tree_girl_plant_tree,4123.0,1566,2,6424.0,6424.0,0.37982051903953434
edf12,26,Punjabi,sentence_audio,passive,s_girl_girl_plant_tree,4123.0,1263,3,6079.0,6079.0,0.3063303419839922
edf12,27,Punjabi,sentence_audio,passive,o_shrub_man_cut_shrub,4414.0,2710,3,5728.0,5728.0,0.6139555958314454
edf12,27,Punjabi,sentence_audio,passive,s_man_man_cut_shrub,4414.0,1704,3,5490.0,5490.0,0.3860444041685546
edf12,28,Punjabi,sentence_audio,passive_dropped_agent,o_hole_dog_dug_hole,4534.0,3213,2,5804.0,5804.0,0.7086457873842082
edf12,28,Punjabi,sentence_audio,passive_dropped_agent,s_dog_dog_dug_hole,4534.0,1027,2,5241.0,5241.0,0.22651080723423025
edf12,29,Punjabi,sentence_audio,passive_dropped_agent,o_frisbee_child_throw_frisbee,4459.0,858,1,8582.0,8582.0,0.1924198250728863
edf12,29,Punjabi,sentence_audio,passive_dropped_agent,s_child_child_throw_frisbee,4459.0,3449,2,6254.0,6254.0,0.7734918143081408
edf12,3,,free_viewing,,o_window_girl_opened_window,4713.0,3028,2,1298.0,1298.0,0.6424782516443879
edf12,3,,free_viewing,,s_girl_girl_opened_window,4713.0,1533,3,980.0,980.0,0.3252705283259071
edf12,30,Punjabi,sentence_audio,passive_dropped_agent,o_tabla_child_play_tabla,4534.0,2188,2,6072.0,6072.0,0.4825760917512131
edf12,30,Punjabi,sentence_audio,passive_dropped_agent,s_child_child_play_tabla,4534.0,1875,2,6750.0,6750.0,0.41354212615791797
edf12,31,English,sentence_audio,active,o_picture_artiste_drew_picture,4424.0,2812,4,5916.0,5916.0,0.635623869801085
edf12,31,English,sentence_audio,active,s_artiste_artiste_drew_picture,4424.0,1042,1,6488.0,6488.0,0.23553345388788427
edf12,32,English,sentence_audio,active,o_cake_girl_baked_cake,4221.0,1360,4,6826.0,6826.0,0.322198531153755
edf12,32,English,sentence_audio,active,s_girl_girl_baked_cake,4221.0,1574,2,6236.0,6236.0,0.37289741767353707
edf12,33,English,sentence_audio,active,o_window_girl_opened_window,4544.0,2319,2,6378.0,6378.0,0.5103433098591549
edf12,33,English,sentence_audio,active,s_girl_girl_opened_window,4544.0,2091,2,5599.0,5599.0,0.46016725352112675
edf12,34,English,sentence_audio,passive,o_dog_girl_fed_dog,4313.0,1865,3,5615.0,5615.0,0.4324136332019476
edf12,34,English,sentence_audio,passive,s_girl_girl_fed_dog,4313.0,1554,2,6410.0,6410.0,0.36030605147229305
edf12,35,English,sentence_audio,passive,o_veg_boy_cut_vegetables,4527.0,2850,2,5822.0,5822.0,0.629555997349238
edf12,35,English,sentence_audio,passive,s_boy_boy_cut_vegetables,4527.0,1677,2,5531.0,5531.0,0.3704440026507621
edf12,36,English,sentence_audio,passive,o_vase_boy_broke_vase,4128.0,2182,3,5572.0,5572.0,0.5285852713178295
edf12,36,English,sentence_audio,passive,s_boy_boy_broke_vase,4128.0,1394,1,6034.0,6034.0,0.3376937984496124
edf12,4,,free_viewing,,o_dog_girl_fed_dog,4786.0,1805,2,1083.0,1083.0,0.3771416631842875
edf12,4,,free_viewing,,s_girl_girl_fed_dog,4786.0,2090,1,2398.0,2398.0,0.4366903468449645
edf12,5,,free_viewing,,o_box_man_pushed_box,4477.0,1771,3,2292.0,2292.0,0.3955773955773956
edf12,5,,free_viewing,,s_man_man_pushed_box,4477.0,2600,4,962.0,962.0,0.5807460352914898
edf12,6,,free_viewing,,o_frisbee_child_throw_frisbee,4473.0,550,2,1142.0,1142.0,0.12295998211491169
edf12,6,,free_viewing,,s_child_child_throw_frisbee,4473.0,2540,3,1386.0,1386.0,0.5678515537670468
edf12,7,,free_viewing,,o_door_boy_opened_door,4680.0,3846,2,976.0,976.0,0.8217948717948718
edf12,7,,free_viewing,,s_boy_boy_opened_door,4680.0,834,1,1150.0,1150.0,0.1782051282051282
edf12,8,,free_viewing,,o_hole_dog_dug_hole,4632.0,1486,2,2048.0,2048.0,0.32081174438687393
edf12,8,,free_viewing,,s_dog_dog_dug_hole,4632.0,2534,3,1018.0,1018.0,0.5470639032815199
edf12,9,,free_viewing,,o_picture_artiste_drew_picture,4460.0,2646,3,821.0,821.0,0.5932735426008968
edf12,9,,free_viewing,,s_artiste_artiste_drew_picture,4460.0,1814,2,1290.0,1290.0,0.4067264573991031
edf13,1,,free_viewing,,o_window_girl_opened_window,4314.0,2510,2,1150.0,1150.0,0.5818266110338433
edf13,1,,free_viewing,,s_girl_girl_opened_window,4314.0,1560,3,880.0,880.0,0.3616133518776078
edf13,10,,free_viewing,,o_letter_woman_read_letter,4016.0,1570,2,2446.0,2446.0,0.39093625498007967
edf13,10,,free_viewing,,s_woman_woman_read_letter,4016.0,2190,2,864.0,864.0,0.5453187250996016
edf13,11,,free_viewing,,o_picture_artiste_drew_picture,4457.0,2349,3,971.0,971.0,0.5270361229526588
edf13,11,,free_viewing,,s_artiste_artiste_drew_picture,4457.0,2108,2,1472.0,1472.0,0.4729638770473413
edf13,12,,free_viewing,,o_frisbee_child_throw_frisbee,4344.0,983,3,1142.0,1142.0,0.2262891344383057
edf13,12,,free_viewing,,s_child_child_throw_frisbee,4344.0,2238,4,922.0,922.0,0.5151933701657458
edf13,13,,free_viewing,,o_bucket_boy_filled_bucket,4893.0,1825,2,1029.0,1029.0,0.3729818107500511
edf13,13,,free_viewing,,s_boy_boy_filled_bucket,4893.0,3068,1,2352.0,2352.0,0.6270181892499489
edf13,14,,free_viewing,,o_shrub_man_cut_shrub,4043.0,1865,2,1005.0,1005.0,0.4612911204551076
edf13,14,,free_viewing,,s_man_man_cut_shrub,4043.0,2178,2,1750.0,1750.0,0.5387088795448924
edf13,15,,free_viewing,,o_door_boy_opened_door,4357.0,2627,3,973.0,973.0,0.6029378012393849
edf13,15,,free_viewing,,s_boy_boy_opened_door,4357.0,1730,3,1164.0,1164.0,0.3970621987606151
edf13,16,,free_viewing,,o_veg_boy_cut_vegetables,4479.0,3252,2,1092.0,1092.0,0.7260549229738781
