participant_id,trial_id,TRIAL_INDEX,sentence,voice_id,image_id,stim_id,total_trial_duration,mean_fixation_duration,total_trial_fixations,trial_start_time,trial_end_time,trial_duration
edf09,edf09_5,5,UNDEFINEDnull,UNDEFINEDnull,IMG_17,UNDEFINEDnull,4448,317.7142857142857,14,1101,6093,4992
edf09,edf09_6,6,UNDEFINEDnull,UNDEFINEDnull,IMG_16,UNDEFINEDnull,4462,446.2,10,739,5731,4992
edf09,edf09_7,7,UNDEFINEDnull,UNDEFINEDnull,IMG_01,UNDEFINEDnull,4518,451.8,10,654,5646,4992
edf09,edf09_8,8,UNDEFINEDnull,UNDEFINEDnull,IMG_06,UNDEFINEDnull,4444,317.42857142857144,14,1006,5998,4992
edf09,edf09_9,9,UNDEFINEDnull,UNDEFINEDnull,IMG_10,UNDEFINEDnull,4452,342.46153846153845,13,865,5857,4992
edf10,edf10_1,1,UNDEFINEDnull,UNDEFINEDnull,IMG_03,UNDEFINEDnull,3308,174.10526315789474,19,706,5694,4988
edf10,edf10_1,1,UNDEFINEDnull,UNDEFINEDnull,IMG_06,UNDEFINEDnull,4451,342.38461538461536,13,1073,6044,4971
edf10,edf10_10,10,UNDEFINEDnull,UNDEFINEDnull,IMG_01,UNDEFINEDnull,4112,216.42105263157896,19,680,5608,4928
edf10,edf10_10,10,UNDEFINEDnull,UNDEFINEDnull,IMG_17,UNDEFINEDnull,4497,449.7,10,1065,6058,4993
edf10,edf10_11,11,UNDEFINEDnull,UNDEFINEDnull,IMG_10,UNDEFINEDnull,4260,266.25,16,650,5642,4992
edf10,edf10_11,11,UNDEFINEDnull,UNDEFINEDnull,IMG_11,UNDEFINEDnull,4061,225.61111111111111,18,1039,6032,4993
edf10,edf10_12,12,UNDEFINEDnull,UNDEFINEDnull,IMG_13,UNDEFINEDnull,3233,190.1764705882353,17,992,5985,4993
edf10,edf10_12,12,UNDEFINEDnull,UNDEFINEDnull,IMG_17,UNDEFINEDnull,4315,308.2142857142857,14,1012,6005,4993
edf10,edf10_13,13,UNDEFINEDnull,UNDEFINEDnull,IMG_04,UNDEFINEDnull,3258,203.625,16,922,5914,4992
edf10,edf10_13,13,UNDEFINEDnull,UNDEFINEDnull,IMG_18,UNDEFINEDnull,4033,288.07142857142856,14,950,5943,4993
edf10,edf10_14,14,UNDEFINEDnull,UNDEFINEDnull,IMG_10,UNDEFINEDnull,4398,258.70588235294116,17,650,5642,4992
edf10,edf10_14,14,UNDEFINEDnull,UNDEFINEDnull,IMG_13,UNDEFINEDnull,4342,310.14285714285717,14,969,5961,4992
edf10,edf10_15,15,UNDEFINEDnull,UNDEFINEDnull,IMG_08,UNDEFINEDnull,4311,287.4,15,1123,6116,4993
edf10,edf10_15,15,UNDEFINEDnull,UNDEFINEDnull,IMG_15,UNDEFINEDnull,4076,214.52631578947367,19,875,5867,4992
edf10,edf10_16,16,UNDEFINEDnull,UNDEFINEDnull,IMG_07,UNDEFINEDnull,8885,261.3235294117647,34,750,5791,5041
edf10,edf10_17,17,UNDEFINEDnull,UNDEFINEDnull,IMG_04,UNDEFINEDnull,4128,344.0,12,892,5884,4992
edf10,edf10_17,17,UNDEFINEDnull,UNDEFINEDnull,IMG_14,UNDEFINEDnull,4064,169.33333333333334,24,824,5816,4992
edf10,edf10_18,18,UNDEFINEDnull,UNDEFINEDnull,IMG_08,UNDEFINEDnull,4526,323.2857142857143,14,706,5646,4940
edf10,edf10_18,18,UNDEFINEDnull,UNDEFINEDnull,IMG_14,UNDEFINEDnull,4724,1181.0,4,924,5916,4992
edf10,edf10_19,19,exp_images/sentences/active_women_letter.jpg,ACT,IMG_17,STIM_71,8600,268.75,32,6036,11139,5103
edf10,edf10_2,2,UNDEFINEDnull,UNDEFINEDnull,IMG_05,UNDEFINEDnull,9639,321.3,30,644,5693,5049
edf10,edf10_20,20,exp_images/sentences/active_boy_bucket.jpg,ACT,IMG_09,STIM_63,9067,302.23333333333335,30,5382,10920,5538
edf10,edf10_21,21,exp_images/sentences/active_woman_clothes.jpg,ACT,IMG_06,STIM_60,8439,255.72727272727272,33,5242,11063,5821
edf10,edf10_22,22,exp_images/sentences/passive_boy_door.jpg,PWA,IMG_10,STIM_82,8679,321.44444444444446,27,5347,10854,5507
edf10,edf10_23,23,exp_images/sentences/passive_girl_lamp.jpg,PWA,IMG_01,STIM_73,8342,225.45945945945945,37,5236,10354,5118
edf10,edf10_24,24,exp_images/sentences/passive_driver_scooter.jpg,PWA,IMG_14,STIM_86,7964,194.2439024390244,41,5555,11057,5502
edf10,edf10_25,25,exp_images/sentences/noagent_man_box.jpg,PNA,IMG_05,STIM_95,8523,243.5142857142857,35,5399,11046,5647
edf10,edf10_26,26,exp_images/sentences/noagent_girl_sapling.jpg,PNA,IMG_03,STIM_93,6000,214.28571428571428,28,5514,10670,5156
edf10,edf10_27,27,exp_images/sentences/noagent_man_shrub.jpg,PNA,IMG_04,STIM_94,8924,446.2,20,5998,11141,5143
edf10,edf10_28,28,exp_images/sentences/Dog-dug.jpg,ACT,IMG_13,STIM_13,8186,272.8666666666667,30,5446,10958,5512
edf10,edf10_29,29,exp_images/sentences/Frisbee.jpg,ACT,IMG_12,STIM_12,7551,204.0810810810811,37,5906,10987,5081
edf10,edf10_3,3,UNDEFINEDnull,UNDEFINEDnull,IMG_03,UNDEFINEDnull,4165,277.6666666666667,15,1023,6016,4993
edf10,edf10_3,3,UNDEFINEDnull,UNDEFINEDnull,IMG_16,UNDEFINEDnull,3992,181.45454545454547,22,1146,6112,4966
edf10,edf10_30,30,exp_images/sentences/Tabla.jpg,ACT,IMG_11,STIM_11,8042,178.7111111111111,45,6085,11154,5069
edf10,edf10_31,31,exp_images/sentences/Painting-passive.jpg,PWA,IMG_07,STIM_25,8440,255.75757575757575,33,5762,10925,5163
edf10,edf10_32,32,exp_images/sentences/Cake-passive.jpg,PWA,IMG_15,STIM_33,8508,274.4516129032258,31,5403,10733,5330
edf10,edf10_33,33,exp_images/sentences/Window-passive.jpg,PWA,IMG_02,STIM_20,8132,232.34285714285716,35,5357,10854,5497
edf10,edf10_34,34,exp_images/sentences/Fed-dog-woa.jpg,PNA,IMG_16,STIM_52,8063,206.74358974358975,39,5258,10261,5003
