participant_id,trial_id,language,session_type,sentence_type,trial_length_ms,total_interest_area_dwell_time,total_interest_area_entry_count,min_time_to_first_fixation,interest_area_dwell_time_normalized
edf04,22,English,sentence_audio,passive,4670.0,4670,4,5750.0,1.0
edf04,23,English,sentence_audio,passive,4265.0,3809,6,5472.0,0.8930832356389214
edf04,24,English,sentence_audio,passive,4576.0,4576,5,5950.0,1.0
edf04,25,English,sentence_audio,passive_dropped_agent,4648.0,4648,4,5276.0,1.0
edf04,26,English,sentence_audio,passive_dropped_agent,4624.0,4624,8,5597.0,1.0
edf04,27,English,sentence_audio,passive_dropped_agent,4196.0,4196,9,5795.0,1.0
edf04,28,Punjabi,sentence_audio,active,4789.0,3875,4,6148.0,0.8091459594904991
edf04,29,Punjabi,sentence_audio,active,4520.0,4172,2,5485.0,0.9230088495575222
edf04,3,,free_viewing,,4573.0,4573,6,997.0,1.0
edf04,30,Punjabi,sentence_audio,active,4610.0,4312,7,5792.0,0.9353579175704989
edf04,31,Punjabi,sentence_audio,passive,4512.0,4512,5,5423.0,1.0
edf04,32,Punjabi,sentence_audio,passive,4668.0,4256,5,6175.0,0.9117395029991431
edf04,33,Punjabi,sentence_audio,passive,4685.0,4343,6,6324.0,0.9270010672358592
edf04,34,Punjabi,sentence_audio,passive_dropped_agent,4294.0,3534,4,5706.0,0.8230088495575221
edf04,35,Punjabi,sentence_audio,passive_dropped_agent,4649.0,4649,4,5263.0,1.0
edf04,36,Punjabi,sentence_audio,passive_dropped_agent,4727.0,4727,4,5529.0,1.0
edf04,4,,free_viewing,,4605.0,4605,5,692.0,1.0
edf04,5,,free_viewing,,4805.0,4805,3,881.0,1.0
edf04,6,,free_viewing,,4941.0,4547,2,670.0,0.9202590568710788
edf04,7,,free_viewing,,4967.0,4967,1,676.0,1.0
edf04,8,,free_viewing,,4641.0,4641,3,650.0,1.0
edf04,9,,free_viewing,,4720.0,4720,5,1017.0,1.0
edf05,1,,free_viewing,,4652.0,4318,1,1502.0,0.9282029234737748
edf05,10,,free_viewing,,4352.0,4057,5,1298.0,0.9322150735294118
edf05,11,,free_viewing,,4541.0,4541,3,976.0,1.0
edf05,12,,free_viewing,,4349.0,4349,3,742.0,1.0
edf05,13,,free_viewing,,4451.0,4191,3,1336.0,0.9415861604133903
edf05,14,,free_viewing,,4279.0,4279,4,845.0,1.0
edf05,15,,free_viewing,,4343.0,3875,6,949.0,0.8922403868293806
edf05,16,,free_viewing,,4528.0,3908,5,987.0,0.8630742049469965
edf05,17,,free_viewing,,4216.0,4216,4,1050.0,1.0
edf05,18,,free_viewing,,4371.0,4371,4,815.0,1.0
edf05,19,English,sentence_audio,passive,4335.0,4335,4,6163.0,1.0
edf05,2,,free_viewing,,4633.0,4633,15,761.0,1.0
edf05,20,English,sentence_audio,passive,4137.0,4137,6,5593.0,1.0
edf05,21,English,sentence_audio,passive,4102.0,3784,3,5654.0,0.9224768405655778
edf05,22,English,sentence_audio,passive_dropped_agent,4383.0,4079,5,5825.0,0.9306411133926534
edf05,23,English,sentence_audio,passive_dropped_agent,4509.0,3976,7,5730.0,0.8817919716123309
edf05,24,English,sentence_audio,passive_dropped_agent,4411.0,4411,5,5353.0,1.0
edf05,25,Punjabi,sentence_audio,active,4266.0,4236,5,5336.0,0.9929676511954993
edf05,26,Punjabi,sentence_audio,active,4422.0,2310,5,5479.0,0.5223880597014925
edf05,27,Punjabi,sentence_audio,active,4201.0,4003,12,5586.0,0.9528683646750774
edf05,28,Punjabi,sentence_audio,passive,4300.0,2696,6,6007.0,0.6269767441860465
edf05,29,Punjabi,sentence_audio,passive,4470.0,2222,6,6006.0,0.4970917225950783
edf05,3,,free_viewing,,4547.0,4103,4,1073.0,0.9023531999120299
edf05,30,Punjabi,sentence_audio,passive,4466.0,2862,4,5716.0,0.6408419167039857
edf05,31,Punjabi,sentence_audio,passive_dropped_agent,4356.0,4161,9,5683.0,0.9552341597796143
edf05,32,Punjabi,sentence_audio,passive_dropped_agent,4368.0,3395,4,5970.0,0.7772435897435898
edf05,33,Punjabi,sentence_audio,passive_dropped_agent,4536.0,4372,5,5536.0,0.9638447971781305
edf05,34,English,sentence_audio,active,4512.0,3116,5,5519.0,0.6906028368794326
edf05,35,English,sentence_audio,active,4268.0,3483,4,6190.0,0.8160731021555764
edf05,36,English,sentence_audio,active,4524.0,4524,7,6051.0,1.0
edf05,4,,free_viewing,,4795.0,4795,4,1068.0,1.0
edf05,5,,free_viewing,,4607.0,3443,5,1090.0,0.7473410028217929
edf05,6,,free_viewing,,4765.0,4765,5,1013.0,1.0
edf05,7,,free_viewing,,4532.0,3952,4,786.0,0.8720211827007943
edf05,8,,free_viewing,,4634.0,4634,6,1116.0,1.0
edf05,9,,free_viewing,,4594.0,4594,3,1090.0,1.0
edf06,1,,free_viewing,,4275.0,3993,7,1050.0,0.9340350877192982
edf06,10,,free_viewing,,4443.0,3277,7,973.0,0.7375647085302723
edf06,11,,free_viewing,,4500.0,4500,4,1021.0,1.0
edf06,12,,free_viewing,,4081.0,2797,6,1025.0,0.6853712325410438
edf06,13,,free_viewing,,4557.0,4193,4,932.0,0.9201228878648233
edf06,14,,free_viewing,,4301.0,4301,5,869.0,1.0
edf06,15,,free_viewing,,4440.0,2642,3,1358.0,0.5950450450450451
edf06,16,,free_viewing,,4307.0,4307,7,1033.0,1.0
edf06,17,,free_viewing,,4549.0,4549,9,1136.0,1.0
edf06,18,,free_viewing,,4600.0,4392,10,920.0,0.9547826086956521
edf06,19,English,sentence_audio,passive_dropped_agent,4590.0,4124,6,5996.0,0.898474945533769
edf06,2,,free_viewing,,4399.0,2980,5,1030.0,0.6774266878836099
edf06,20,English,sentence_audio,passive_dropped_agent,4630.0,4630,6,5899.0,1.0
edf06,21,English,sentence_audio,passive_dropped_agent,4269.0,4269,3,6138.0,1.0
edf06,22,Punjabi,sentence_audio,active,4541.0,4131,8,5383.0,0.9097115172869412
edf06,23,Punjabi,sentence_audio,active,4562.0,4562,4,5659.0,1.0
edf06,24,Punjabi,sentence_audio,active,4191.0,3593,8,5488.0,0.8573132903841565
edf06,25,Punjabi,sentence_audio,passive,4345.0,4128,7,5858.0,0.9500575373993095
edf06,26,Punjabi,sentence_audio,passive,4122.0,3908,4,5642.0,0.9480834546336729
edf06,27,Punjabi,sentence_audio,passive,4603.0,4603,6,5808.0,1.0
edf06,28,Punjabi,sentence_audio,passive_dropped_agent,4546.0,4424,6,6089.0,0.9731632204135504
edf06,29,Punjabi,sentence_audio,passive_dropped_agent,4336.0,3460,6,5880.0,0.7979704797047971
edf06,3,,free_viewing,,4381.0,4381,5,663.0,1.0
edf06,30,Punjabi,sentence_audio,passive_dropped_agent,4414.0,3716,7,5928.0,0.8418667874943362
edf06,31,English,sentence_audio,active,4529.0,4529,7,5564.0,1.0
edf06,32,English,sentence_audio,active,4509.0,4509,6,5725.0,1.0
edf06,33,English,sentence_audio,active,4628.0,3901,5,6082.0,0.8429127052722558
edf06,34,English,sentence_audio,passive,4557.0,4007,6,5859.0,0.8793065613342111
edf06,35,English,sentence_audio,passive,4506.0,4110,3,6286.0,0.9121171770972037
edf06,36,English,sentence_audio,passive,4624.0,4222,6,6065.0,0.9130622837370242
edf06,4,,free_viewing,,4451.0,3091,4,975.0,0.6944506852392721
edf06,5,,free_viewing,,4670.0,4670,6,848.0,1.0
edf06,6,,free_viewing,,4590.0,4590,4,730.0,1.0
edf06,7,,free_viewing,,4503.0,3929,5,912.0,0.8725294248278925
edf06,8,,free_viewing,,4377.0,4377,4,1128.0,1.0
edf06,9,,free_viewing,,4215.0,3350,7,736.0,0.7947805456702254
edf07,1,,free_viewing,,4540.0,4112,6,703.0,0.905726872246696
edf07,10,,free_viewing,,4660.0,4660,3,826.0,1.0
edf07,11,,free_viewing,,4604.0,4604,3,951.0,1.0
edf07,12,,free_viewing,,4614.0,866,3,1322.0,0.18768964022540097
edf07,13,,free_viewing,,4725.0,2091,3,960.0,0.44253968253968257
edf07,14,,free_viewing,,4195.0,2629,4,796.0,0.6266984505363528
edf07,15,,free_viewing,,4632.0,1714,3,1872.0,0.3700345423143351
edf07,16,,free_viewing,,4703.0,4703,1,730.0,1.0
edf07,17,,free_viewing,,4480.0,2210,4,677.0,0.49330357142857145
edf07,18,,free_viewing,,4506.0,1932,4,1470.0,0.42876165113182424
edf07,19,Punjabi,sentence_audio,active,4732.0,4732,1,5987.0,1.0
edf07,2,,free_viewing,,4535.0,4243,4,994.0,0.9356119073869901
edf07,20,Punjabi,sentence_audio,active,4686.0,4520,2,5949.0,0.9645753307725139
edf07,21,Punjabi,sentence_audio,active,4877.0,4877,3,5307.0,1.0
edf07,22,Punjabi,sentence_audio,passive,4769.0,517,1,5687.0,0.10840847137764731
edf07,23,Punjabi,sentence_audio,passive,4689.0,1635,2,5587.0,0.3486884197056942
edf07,24,Punjabi,sentence_audio,passive,4314.0,1592,2,5290.0,0.36903106165971256
edf07,25,Punjabi,sentence_audio,passive_dropped_agent,4730.0,0,0,,0.0
edf07,26,Punjabi,sentence_audio,passive_dropped_agent,3691.0,1802,3,7746.0,0.48821457599566515
edf07,27,Punjabi,sentence_audio,passive_dropped_agent,4598.0,4436,6,5325.0,0.9647672901261418
edf07,28,English,sentence_audio,active,4745.0,4439,4,5208.0,0.9355110642781875
edf07,29,English,sentence_audio,active,4379.0,3045,3,5899.0,0.695364238410596
edf07,3,,free_viewing,,4607.0,4607,3,1053.0,1.0
edf07,30,English,sentence_audio,active,4794.0,2662,3,5686.0,0.5552774301209845
edf07,31,English,sentence_audio,passive,4682.0,4682,3,5955.0,1.0
edf07,32,English,sentence_audio,passive,4744.0,4053,1,5585.0,0.8543423271500843
edf07,33,English,sentence_audio,passive,4483.0,3628,5,5852.0,0.8092795003345974
edf07,34,English,sentence_audio,passive_dropped_agent,4696.0,2668,3,6256.0,0.5681431005110733
edf07,35,English,sentence_audio,passive_dropped_agent,4970.0,4970,1,5459.0,1.0
edf07,36,English,sentence_audio,passive_dropped_agent,4460.0,1163,2,6085.0,0.260762331838565
edf07,4,,free_viewing,,4780.0,4596,3,1158.0,0.9615062761506277
edf07,5,,free_viewing,,4708.0,624,1,810.0,0.13254035683942225
edf07,6,,free_viewing,,4666.0,4236,4,866.0,0.9078439777111016
edf07,7,,free_viewing,,4820.0,4820,3,709.0,1.0
edf07,8,,free_viewing,,4583.0,3767,5,1116.0,0.8219506873227144
edf07,9,,free_viewing,,4922.0,2093,2,939.0,0.4252336448598131
edf08,1,,free_viewing,,4548.0,4548,4,780.0,1.0
edf08,10,,free_viewing,,4482.0,3739,4,821.0,0.8342257920571173
edf08,11,,free_viewing,,4499.0,3228,4,1368.0,0.7174927761724827
edf08,12,,free_viewing,,4817.0,4709,5,811.0,0.9775794062694623
edf08,13,,free_viewing,,4421.0,3183,6,741.0,0.719972856819724
edf08,14,,free_viewing,,4588.0,4480,5,1080.0,0.976460331299041
edf08,15,,free_viewing,,4383.0,3883,3,853.0,0.8859228838694958
edf08,16,,free_viewing,,4668.0,4668,4,705.0,1.0
edf08,17,,free_viewing,,4790.0,4790,3,983.0,1.0
edf08,18,,free_viewing,,4818.0,4818,3,754.0,1.0
edf08,19,Punjabi,sentence_audio,passive,4622.0,4622,2,5778.0,1.0
edf08,2,,free_viewing,,4687.0,3953,6,872.0,0.8433966289737572
edf08,20,Punjabi,sentence_audio,passive,4554.0,4454,4,5417.0,0.9780412823891085
edf08,21,Punjabi,sentence_audio,passive,4878.0,4878,2,5431.0,1.0
edf08,22,Punjabi,sentence_audio,passive_dropped_agent,4624.0,4624,6,6050.0,1.0
edf08,23,Punjabi,sentence_audio,passive_dropped_agent,4294.0,4294,4,6135.0,1.0
edf08,24,Punjabi,sentence_audio,passive_dropped_agent,4510.0,4510,3,5888.0,1.0
edf08,25,English,sentence_audio,active,4631.0,4219,7,5392.0,0.9110343338371842
edf08,26,English,sentence_audio,active,4785.0,4785,3,5247.0,1.0
edf08,27,English,sentence_audio,active,4740.0,4740,2,5698.0,1.0
edf08,28,English,sentence_audio,passive,4398.0,4090,4,6117.0,0.929968167348795
edf08,29,English,sentence_audio,passive,4809.0,4397,4,5588.0,0.9143273029735912
edf08,3,,free_viewing,,4437.0,4437,4,1060.0,1.0
edf08,30,English,sentence_audio,passive,4767.0,4574,3,6058.0,0.959513320746801
edf08,31,English,sentence_audio,passive_dropped_agent,4524.0,4358,3,5625.0,0.9633068081343943
edf08,32,English,sentence_audio,passive_dropped_agent,4619.0,3950,3,6236.0,0.8551634552933536
edf08,33,English,sentence_audio,passive_dropped_agent,4724.0,4724,3,5890.0,1.0
edf08,34,Punjabi,sentence_audio,active,4580.0,4386,3,6012.0,0.9576419213973799
edf08,35,Punjabi,sentence_audio,active,4841.0,4841,4,5591.0,1.0
edf08,36,Punjabi,sentence_audio,active,4966.0,4966,1,5213.0,1.0
edf08,4,,free_viewing,,4784.0,4784,3,751.0,1.0
edf08,5,,free_viewing,,4488.0,4211,5,831.0,0.9382798573975044
edf08,6,,free_viewing,,4505.0,4505,4,643.0,1.0
edf08,7,,free_viewing,,4844.0,4844,3,685.0,1.0
edf08,8,,free_viewing,,4538.0,4386,6,1234.0,0.9665050683120318
edf08,9,,free_viewing,,4780.0,4780,5,929.0,1.0
edf09,1,,free_viewing,,4832.0,4422,3,1076.0,0.9151490066225165
edf09,10,,free_viewing,,4619.0,2996,3,1460.0,0.6486252435592119
edf09,11,,free_viewing,,4174.0,4174,3,983.0,1.0
edf09,12,,free_viewing,,4450.0,4106,3,1032.0,0.9226966292134832
edf09,13,,free_viewing,,4512.0,4512,3,908.0,1.0
edf09,14,,free_viewing,,3985.0,3261,5,683.0,0.8183186951066499
edf09,15,,free_viewing,,4512.0,4130,6,1142.0,0.9153368794326241
edf09,16,,free_viewing,,4562.0,4362,3,1338.0,0.9561595791319597
edf09,17,,free_viewing,,4250.0,2821,3,1076.0,0.6637647058823529
edf09,18,,free_viewing,,4488.0,4488,3,1041.0,1.0
edf09,19,Punjabi,sentence_audio,passive_dropped_agent,4324.0,4324,3,5284.0,1.0
edf09,2,,free_viewing,,4505.0,4269,3,1282.0,0.9476137624861265
edf09,20,Punjabi,sentence_audio,passive_dropped_agent,4776.0,4088,3,5804.0,0.8559463986599665
edf09,21,Punjabi,sentence_audio,passive_dropped_agent,4670.0,4159,4,5667.0,0.8905781584582441
edf09,22,English,sentence_audio,active,4274.0,4274,9,5802.0,1.0
edf09,23,English,sentence_audio,active,4488.0,4488,5,6090.0,1.0
edf09,24,English,sentence_audio,active,4559.0,4559,2,5994.0,1.0
edf09,25,English,sentence_audio,passive,4039.0,4039,7,5686.0,1.0
edf09,26,English,sentence_audio,passive,4007.0,3565,6,5889.0,0.8896930371849264
edf09,27,English,sentence_audio,passive,4648.0,4494,4,5694.0,0.9668674698795181
edf09,28,English,sentence_audio,passive_dropped_agent,4377.0,3781,7,6081.0,0.8638336760338131
edf09,29,English,sentence_audio,passive_dropped_agent,4501.0,2673,6,6290.0,0.5938680293268163
edf09,3,,free_viewing,,4515.0,3655,5,1083.0,0.8095238095238095
edf09,30,English,sentence_audio,passive_dropped_agent,4668.0,3628,6,6232.0,0.7772065124250214
edf09,31,Punjabi,sentence_audio,active,4282.0,4040,4,6266.0,0.9434843531060252
edf09,32,Punjabi,sentence_audio,active,4205.0,3046,7,6286.0,0.7243757431629013
edf09,33,Punjabi,sentence_audio,active,4321.0,3618,2,6046.0,0.8373061791252026
edf09,34,Punjabi,sentence_audio,passive,4429.0,4397,2,5603.0,0.9927748927523143
edf09,35,Punjabi,sentence_audio,passive,4004.0,4004,4,5937.0,1.0
edf09,36,Punjabi,sentence_audio,passive,4438.0,4438,3,5526.0,1.0
edf09,4,,free_viewing,,4481.0,4267,5,1049.0,0.952242802945771
edf09,5,,free_viewing,,4448.0,3801,3,1376.0,0.8545413669064749
edf09,6,,free_viewing,,4462.0,3240,5,739.0,0.7261317794710892
edf09,7,,free_viewing,,4518.0,4518,3,654.0,1.0
edf09,8,,free_viewing,,4444.0,4444,3,1006.0,1.0
edf09,9,,free_viewing,,4452.0,4452,5,865.0,1.0
edf10,1,,free_viewing,,4451.0,4289,9,1073.0,0.9636036845652662
edf10,10,,free_viewing,,4112.0,4112,6,680.0,1.0
edf10,11,,free_viewing,,4260.0,4260,10,650.0,1.0
edf10,12,,free_viewing,,4315.0,4019,5,1012.0,0.9314020857473928
edf10,13,,free_viewing,,4033.0,4033,10,950.0,1.0
edf10,14,,free_viewing,,4342.0,4102,3,969.0,0.9447259327498848
edf10,15,,free_viewing,,4311.0,3555,7,1123.0,0.824634655532359
edf10,16,,free_viewing,,4301.0,4301,5,750.0,1.0
edf10,17,,free_viewing,,4128.0,4128,6,892.0,1.0
edf10,18,,free_viewing,,4724.0,4724,1,924.0,1.0
edf10,19,English,sentence_audio,active,4212.0,3690,6,6147.0,0.8760683760683761
edf10,2,,free_viewing,,5172.0,5172,7,700.0,1.0
edf10,20,English,sentence_audio,active,4419.0,4419,9,5382.0,1.0
edf10,21,English,sentence_audio,active,4400.0,3977,12,6540.0,0.9038636363636363
edf10,22,English,sentence_audio,passive,4313.0,4167,6,5347.0,0.9661488523069789
edf10,23,English,sentence_audio,passive,4408.0,3942,12,5236.0,0.8942831215970962
edf10,24,English,sentence_audio,passive,3772.0,3086,7,6065.0,0.8181336161187699
edf10,25,English,sentence_audio,passive_dropped_agent,4369.0,4369,9,5399.0,1.0
edf10,26,English,sentence_audio,passive_dropped_agent,4250.0,4250,11,5678.0,1.0
edf10,27,English,sentence_audio,passive_dropped_agent,4276.0,4276,5,6149.0,1.0
edf10,28,Punjabi,sentence_audio,active,4470.0,3896,2,5446.0,0.8715883668903803
edf10,29,Punjabi,sentence_audio,active,3591.0,2253,7,6412.0,0.6274018379281537
edf10,3,,free_viewing,,4165.0,3307,6,1023.0,0.7939975990396159
edf10,30,Punjabi,sentence_audio,active,4400.0,3306,7,6085.0,0.7513636363636363
edf10,31,Punjabi,sentence_audio,passive,4274.0,3972,6,5762.0,0.9293401965372017
edf10,32,Punjabi,sentence_audio,passive,4421.0,3715,5,5740.0,0.8403076227097942
edf10,33,Punjabi,sentence_audio,passive,4146.0,3567,8,5620.0,0.8603473227206947
edf10,34,Punjabi,sentence_audio,passive_dropped_agent,4023.0,2503,8,5556.0,0.6221725080785483
edf10,35,Punjabi,sentence_audio,passive_dropped_agent,3897.0,2996,10,6142.0,0.768796510136002
edf10,36,Punjabi,sentence_audio,passive_dropped_agent,4198.0,3814,8,5342.0,0.9085278704144831
edf10,4,,free_viewing,,4412.0,3670,5,1070.0,0.8318223028105167
edf10,5,,free_viewing,,4416.0,3177,5,1634.0,0.7194293478260869
edf10,6,,free_viewing,,4045.0,3061,9,835.0,0.7567367119901113
edf10,7,,free_viewing,,4354.0,4354,8,956.0,1.0
edf10,8,,free_viewing,,4159.0,3196,11,1312.0,0.768453955277711
edf10,9,,free_viewing,,4040.0,3810,7,1400.0,0.943069306930693
edf11,1,,free_viewing,,4600.0,4600,4,972.0,1.0
edf11,10,,free_viewing,,4993.0,4993,1,1115.0,1.0
edf11,11,,free_viewing,,4506.0,4314,8,854.0,0.9573901464713716
edf11,12,,free_viewing,,4629.0,4629,4,1123.0,1.0
edf11,13,,free_viewing,,4942.0,4922,1,888.0,0.9959530554431404
edf11,14,,free_viewing,,4097.0,4097,4,957.0,1.0
edf11,15,,free_viewing,,4656.0,4656,5,984.0,1.0
edf11,16,,free_viewing,,4624.0,4624,8,685.0,1.0
edf11,17,,free_viewing,,4353.0,4353,8,1055.0,1.0
edf11,18,,free_viewing,,4955.0,4955,2,654.0,1.0
edf11,19,English,sentence_audio,passive,4269.0,4269,1,5320.0,1.0
edf11,2,,free_viewing,,4449.0,3863,7,798.0,0.8682850078669364
edf11,20,English,sentence_audio,passive,4724.0,4066,6,5860.0,0.8607112616426758
edf11,21,English,sentence_audio,passive,4912.0,2128,2,8866.0,0.43322475570032576
edf11,22,English,sentence_audio,passive_dropped_agent,4397.0,4397,4,5216.0,1.0
edf11,23,English,sentence_audio,passive_dropped_agent,4849.0,4849,4,5415.0,1.0
edf11,24,English,sentence_audio,passive_dropped_agent,4656.0,4656,6,5823.0,1.0
edf11,25,Punjabi,sentence_audio,active,4173.0,4173,5,5523.0,1.0
edf11,26,Punjabi,sentence_audio,active,4209.0,4047,7,5533.0,0.9615110477548111
edf11,27,Punjabi,sentence_audio,active,4292.0,4152,5,5530.0,0.967381174277726
edf11,28,Punjabi,sentence_audio,passive,3802.0,2254,5,5610.0,0.592845870594424
edf11,29,Punjabi,sentence_audio,passive,3860.0,2502,4,5522.0,0.6481865284974093
edf11,3,,free_viewing,,4600.0,4216,7,1031.0,0.9165217391304348
edf11,30,Punjabi,sentence_audio,passive,4196.0,3895,4,5988.0,0.9282650142993327
edf11,31,Punjabi,sentence_audio,passive_dropped_agent,4321.0,4321,8,5405.0,1.0
edf11,32,Punjabi,sentence_audio,passive_dropped_agent,4451.0,3686,7,6456.0,0.8281285104470906
edf11,33,Punjabi,sentence_audio,passive_dropped_agent,4992.0,4992,1,5978.0,1.0
edf11,34,English,sentence_audio,active,4236.0,3642,6,5602.0,0.8597733711048159
edf11,35,English,sentence_audio,active,4469.0,4469,4,5940.0,1.0
edf11,36,English,sentence_audio,active,4302.0,4135,6,5716.0,0.9611808461180846
edf11,4,,free_viewing,,4621.0,4621,5,968.0,1.0
edf11,5,,free_viewing,,4359.0,4359,3,696.0,1.0
edf11,6,,free_viewing,,4870.0,4673,3,972.0,0.9595482546201232
edf11,7,,free_viewing,,4420.0,4202,5,970.0,0.9506787330316742
edf11,8,,free_viewing,,4405.0,4405,5,856.0,1.0
edf11,9,,free_viewing,,4525.0,4525,4,838.0,1.0
edf12,1,,free_viewing,,4791.0,4591,5,973.0,0.9582550615737842
edf12,10,,free_viewing,,4672.0,4378,5,692.0,0.9370719178082192
edf12,11,,free_viewing,,4542.0,4542,6,749.0,1.0
edf12,12,,free_viewing,,4568.0,4568,3,718.0,1.0
edf12,13,,free_viewing,,4589.0,4143,4,822.0,0.9028110699498801
edf12,14,,free_viewing,,4604.0,3320,3,1398.0,0.7211120764552563
edf12,15,,free_viewing,,4414.0,4414,4,972.0,1.0
edf12,16,,free_viewing,,4502.0,3276,3,835.0,0.7276765881830297
edf12,17,,free_viewing,,4715.0,4715,3,1021.0,1.0
edf12,18,,free_viewing,,4363.0,4051,5,850.0,0.9284895713958286
edf12,19,English,sentence_audio,passive_dropped_agent,4872.0,4872,1,5720.0,1.0
edf12,2,,free_viewing,,4290.0,3906,6,950.0,0.9104895104895104
edf12,20,English,sentence_audio,passive_dropped_agent,4424.0,4020,4,5568.0,0.9086799276672695
edf12,21,English,sentence_audio,passive_dropped_agent,4606.0,4606,3,6021.0,1.0
edf12,22,Punjabi,sentence_audio,active,4615.0,4405,5,6204.0,0.9544962080173348
edf12,23,Punjabi,sentence_audio,active,4748.0,4748,3,5449.0,1.0
edf12,24,Punjabi,sentence_audio,active,4364.0,4364,7,5875.0,1.0
edf12,25,Punjabi,sentence_audio,passive,4674.0,4674,6,5543.0,1.0
edf12,26,Punjabi,sentence_audio,passive,4123.0,2829,5,6079.0,0.6861508610235265
edf12,27,Punjabi,sentence_audio,passive,4414.0,4414,6,5490.0,1.0
edf12,28,Punjabi,sentence_audio,passive_dropped_agent,4534.0,4240,4,5241.0,0.9351565946184385
edf12,29,Punjabi,sentence_audio,passive_dropped_agent,4459.0,4307,3,6254.0,0.9659116393810271
edf12,3,,free_viewing,,4713.0,4561,5,980.0,0.967748779970295
edf12,30,Punjabi,sentence_audio,passive_dropped_agent,4534.0,4063,4,6072.0,0.896118217909131
edf12,31,English,sentence_audio,active,4424.0,3854,5,5916.0,0.8711573236889693
edf12,32,English,sentence_audio,active,4221.0,2934,6,6236.0,0.6950959488272921
edf12,33,English,sentence_audio,active,4544.0,4410,4,5599.0,0.9705105633802817
edf12,34,English,sentence_audio,passive,4313.0,3419,5,5615.0,0.7927196846742407
edf12,35,English,sentence_audio,passive,4527.0,4527,4,5531.0,1.0
edf12,36,English,sentence_audio,passive,4128.0,3576,4,5572.0,0.8662790697674418
edf12,4,,free_viewing,,4786.0,3895,3,1083.0,0.813832010029252
edf12,5,,free_viewing,,4477.0,4371,7,962.0,0.9763234308688854
edf12,6,,free_viewing,,4473.0,3090,5,1142.0,0.6908115358819584
edf12,7,,free_viewing,,4680.0,4680,3,976.0,1.0
edf12,8,,free_viewing,,4632.0,4020,5,1018.0,0.8678756476683938
edf12,9,,free_viewing,,4460.0,4460,5,821.0,1.0
edf13,1,,free_viewing,,4314.0,4070,5,880.0,0.943439962911451
edf13,10,,free_viewing,,4016.0,3760,4,864.0,0.9362549800796812
edf13,11,,free_viewing,,4457.0,4457,5,971.0,1.0
edf13,12,,free_viewing,,4344.0,3221,7,922.0,0.7414825046040515
edf13,13,,free_viewing,,4893.0,4893,3,1029.0,1.0
edf13,14,,free_viewing,,4043.0,4043,4,1005.0,1.0
edf13,15,,free_viewing,,4357.0,4357,6,973.0,1.0
edf13,16,,free_viewing,,4479.0,4479,4,771.0,1.0
edf13,17,,free_viewing,,3881.0,3881,7,1064.0,1.0
edf13,18,,free_viewing,,4088.0,3142,5,874.0,0.7685909980430529
edf13,19,Punjabi,sentence_audio,active,4013.0,3216,5,5684.0,0.8013954647395963
edf13,2,,free_viewing,,4292.0,3764,5,695.0,0.8769804287045666
edf13,20,Punjabi,sentence_audio,active,4106.0,4106,8,5839.0,1.0
edf13,21,Punjabi,sentence_audio,active,4518.0,4518,4,6078.0,1.0
edf13,22,Punjabi,sentence_audio,passive,4002.0,2882,8,5684.0,0.7201399300349826
edf13,23,Punjabi,sentence_audio,passive,4042.0,3702,6,6000.0,0.9158832261256804
edf13,24,Punjabi,sentence_audio,passive,3926.0,3926,9,5623.0,1.0
edf13,25,Punjabi,sentence_audio,passive_dropped_agent,4576.0,4240,9,5816.0,0.9265734265734266
edf13,26,Punjabi,sentence_audio,passive_dropped_agent,4222.0,3861,6,5890.0,0.9144954997631455
edf13,27,Punjabi,sentence_audio,passive_dropped_agent,4026.0,4026,6,6069.0,1.0
edf13,28,English,sentence_audio,active,3831.0,3699,7,6199.0,0.9655442443226312
edf13,29,English,sentence_audio,active,4868.0,3062,3,5376.0,0.6290057518488086
edf13,3,,free_viewing,,4272.0,3912,8,981.0,0.9157303370786517
edf13,30,English,sentence_audio,active,4147.0,4147,4,5512.0,1.0
edf13,31,English,sentence_audio,passive,4769.0,4769,4,5604.0,1.0
edf13,32,English,sentence_audio,passive,4185.0,3493,6,5484.0,0.834647550776583
edf13,33,English,sentence_audio,passive,4992.0,4992,1,5712.0,1.0
edf13,34,English,sentence_audio,passive_dropped_agent,4992.0,4992,1,5806.0,1.0
edf13,35,English,sentence_audio,passive_dropped_agent,3954.0,3954,3,6048.0,1.0
edf13,36,English,sentence_audio,passive_dropped_agent,4062.0,3884,7,5220.0,0.9561792220580995
edf13,4,,free_viewing,,4298.0,2604,5,1184.0,0.6058631921824105
edf13,5,,free_viewing,,4423.0,4081,5,902.0,0.9226769161202804
edf13,6,,free_viewing,,4332.0,3736,6,1110.0,0.8624192059095106
edf13,7,,free_viewing,,4351.0,3375,6,801.0,0.7756837508618708
edf13,8,,free_viewing,,4354.0,3080,5,801.0,0.707395498392283
edf13,9,,free_viewing,,4179.0,3755,7,1028.0,0.8985403206508734
edf14,1,,free_viewing,,4644.0,4644,3,1009.0,1.0
edf14,10,,free_viewing,,4344.0,2726,7,947.0,0.6275322283609577
edf14,11,,free_viewing,,4237.0,4237,4,679.0,1.0
edf14,12,,free_viewing,,4396.0,4396,4,728.0,1.0
edf14,13,,free_viewing,,4302.0,4048,5,897.0,0.9409576940957695
