participant_id,source_file,data_file,eye_reported,eye_tracked,grouping_variables,ia_area,ia_average_fix_pupil_size,ia_bottom,ia_dwell_time,ia_dwell_time_pct,ia_dynamic,ia_end_time,ia_first_fixation_duration,ia_first_fixation_index,ia_first_fixation_previous_fix_ia,ia_first_fixation_previous_iareas,ia_first_fixation_run_index,ia_first_fixation_time,ia_first_fixation_visited_ia_count,ia_first_fixation_x,ia_first_fixation_y,ia_first_fix_progressive,ia_first_run_dwell_time,ia_first_run_end_time,ia_first_run_fixation_pct,ia_first_run_fixation_count,ia_first_run_landing_position,ia_first_run_launch_site,ia_first_run_launch_x,ia_first_run_launch_y,ia_first_run_start_time,ia_first_saccade_amplitude,ia_first_saccade_angle,ia_first_saccade_end_time,ia_first_saccade_index,ia_first_saccade_start_time,ia_fixation_pct,ia_fixation_count,ia_fsa_count_2,ia_fsa_count_3,ia_fsa_count_1,ia_fsa_duration_2,ia_fsa_duration_3,ia_fsa_duration_1,ia_group,ia_id,ia_instances_count,ia_label,ia_last_fixation_duration,ia_last_fixation_run,ia_last_fixation_time,ia_last_fixation_x,ia_last_fixation_y,ia_last_run_dwell_time,ia_last_run_end_time,ia_last_run_fixation_pct,ia_last_run_fixation_count,ia_last_run_landing_position,ia_last_run_launch_site,ia_last_run_launch_x,ia_last_run_launch_y,ia_last_run_start_time,ia_last_saccade_amplitude,ia_last_saccade_angle,ia_last_saccade_end_time,ia_last_saccade_index,ia_last_saccade_start_time,ia_left,ia_legal,ia_legal_immediate,ia_max_fix_pupil_size,ia_min_fix_pupil_size,ia_points,ia_regression_in,ia_regression_in_count,ia_regression_out,ia_regression_out_count,ia_regression_out_full,ia_regression_out_full_count,ia_regression_path_duration,ia_right,ia_run_count,ia_second_fixation_duration,ia_second_fixation_run,ia_second_fixation_time,ia_second_fixation_x,ia_second_fixation_y,ia_second_run_dwell_time,ia_second_run_end_time,ia_second_run_fixation_pct,ia_second_run_fixation_count,ia_second_run_landing_position,ia_second_run_launch_site,ia_second_run_launch_x,ia_second_run_launch_y,ia_second_run_start_time,ia_selective_regression_path_duration,ia_skip,ia_spillover,ia_start_time,ia_third_fixation_duration,ia_third_fixation_run,ia_third_fixation_time,ia_third_fixation_x,ia_third_fixation_y,ia_third_run_dwell_time,ia_third_run_end_time,ia_third_run_fixation_pct,ia_third_run_fixation_count,ia_third_run_landing_position,ia_third_run_launch_site,ia_third_run_launch_x,ia_third_run_launch_y,ia_third_run_start_time,ia_top,ia_type,interest_area_fixation_sequence,ip_end_event_matched,ip_end_time,ip_index,ip_label,ip_start_event_matched,ip_start_time,recording_session_label,reporting_method,sampling_rate,time_scale,trial_dwell_time,trial_fixation_count,trial_ia_count,trial_index,trial_label,trial_start_time,trial_total_visited_ia_count,audio,exp_id,image,image_id,language,s1_crosshair_onset_time,s1_crosshair_s_onset_time,s1_image_onset_time,s1_sentence_onset_time,sentence,session_var,stim_id,stimulus_file,tr1_crosshair_onset_time,tr1_image_onset_time,voice_id,session_type,sentence_type,trial_id
edf05,interest_area_edf05_2025_04_11_10_19.xls,edf05_2025_04_11_10_19.EDF,RIGHT,Binocular,RECORDING_SESSION,189880.0,555.33,669.0,1324,0.3104,False,,306.0,1.0,,,1.0,5336.0,0.0,950.8,516.2,1.0,306.0,5640.0,0.0833,1.0,370.8,,,,5336.0,,,,,,0.25,3,2,0.0,,642,0.0,,,3,,s_man_man_pushed_box,886.0,3.0,7344.0,970.8,324.9,886.0,8228.0,0.0833,1.0,390.8,-567.8,1147.8,401.3,7344.0,2.98,156.14,7342.0,6.0,7312.0,580.0,0,0,585.0,521.0,,0.0,0.0,1.0,2.0,1.0,2.0,4236.0,984.0,3,132.0,2.0,5730.0,918.6,294.6,132.0,5860.0,0.0833,1.0,338.6,-422.3,1002.3,447.8,5730.0,1324.0,0,,,886.0,3.0,7344.0,970.8,324.9,886.0,8228.0,0.0833,1.0,390.8,-567.8,1147.8,401.3,7344.0,199.0,RECTANGLE,"[3, 0, 3, 2, 3, 2]",True,519509,1,all_images,True,514517,edf05_2025_04_11_10_19,Fixations,500.0,Trial Relative,4266.0,12,2,25,Trial: 25,509181,2,exp_images/audio\PUNJABI\box.wav,IMG_05_P_ACT,exp_images/images/man_pushed_box.jpg,IMG_05,Punjabi,437432.0,432892.0,437988.0,433433.0,exp_images/sentences/Pushed-box.jpg,experiment,STIM_05,stimuli_list_subj_5_a.csv,,,ACT,sentence_audio,active,25
edf05,interest_area_edf05_2025_04_11_10_19.xls,edf05_2025_04_11_10_19.EDF,RIGHT,Binocular,RECORDING_SESSION,137246.0,531.0,,446,0.1009,False,,446.0,9.0,,[3],7.0,9964.0,1.0,781.9,472.0,0.0,446.0,10408.0,0.1,1.0,247.9,-240.8,774.8,432.2,9964.0,0.72,10.43,9962.0,8.0,9786.0,0.1,1,0,1.0,,0,35.0,,,2,,o_tree_girl_plant_tree,446.0,1.0,9964.0,781.9,472.0,446.0,10408.0,0.1,1.0,247.9,-240.8,774.8,432.2,9964.0,0.72,10.43,9962.0,8.0,9786.0,,0,0,531.0,531.0,"537.0,375.0 747.0,386.0 929.0,702.0 799.0,835.0 551.0,835.0 534.0,377.0 ",0.0,0.0,0.0,0.0,0.0,0.0,446.0,,1,,,,,,,,,,,,,,,446.0,1,,,,,,,,,,,,,,,,,,FREEHAND,"[3, 0, 3, 0, 3, 0, 2, 3]",True,533848,1,all_images,True,528856,edf05_2025_04_11_10_19,Fixations,500.0,Trial Relative,4422.0,10,2,26,Trial: 26,523377,2,exp_images/audio\PUNJABI\sapling.wav,IMG_03_P_ACT,exp_images/images/girl_plant_tree.jpg,IMG_03,Punjabi,451673.0,447042.0,452326.0,447674.0,exp_images/sentences/Sapling.jpg,experiment,STIM_03,stimuli_list_subj_5_a.csv,,,ACT,sentence_audio,active,26
edf05,interest_area_edf05_2025_04_11_10_19.xls,edf05_2025_04_11_10_19.EDF,RIGHT,Binocular,RECORDING_SESSION,127012.5,532.2,,1864,0.4215,False,,305.0,1.0,,,1.0,5479.0,0.0,969.0,520.3,1.0,305.0,5782.0,0.1,1.0,174.0,,,,5479.0,,,,,,0.5,5,0,1.0,,0,358.0,,,3,,s_girl_girl_plant_tree,35.0,4.0,10436.0,918.8,444.9,35.0,10471.0,0.1,1.0,123.8,13.1,781.9,472.0,10436.0,2.09,11.46,10434.0,9.0,10410.0,,0,0,559.0,501.0,"795.0,366.0 1032.0,696.0 1287.0,593.0 1003.0,168.0 795.0,362.0 ",0.0,0.0,0.0,0.0,0.0,0.0,2310.0,,4,864.0,2.0,6078.0,949.2,409.7,864.0,6940.0,0.1,1.0,154.2,-61.6,856.6,541.2,6078.0,1864.0,0,,,302.0,3.0,8866.0,902.8,393.6,660.0,9544.0,0.2,2.0,107.8,8.3,786.7,408.1,8866.0,,FREEHAND,"[3, 0, 3, 0, 3, 0, 2, 3]",True,533848,1,all_images,True,528856,edf05_2025_04_11_10_19,Fixations,500.0,Trial Relative,4422.0,10,2,26,Trial: 26,523377,2,exp_images/audio\PUNJABI\sapling.wav,IMG_03_P_ACT,exp_images/images/girl_plant_tree.jpg,IMG_03,Punjabi,451673.0,447042.0,452326.0,447674.0,exp_images/sentences/Sapling.jpg,experiment,STIM_03,stimuli_list_subj_5_a.csv,,,ACT,sentence_audio,active,26
edf05,interest_area_edf05_2025_04_11_10_19.xls,edf05_2025_04_11_10_19.EDF,RIGHT,Binocular,RECORDING_SESSION,291819.0,519.6,945.0,1220,0.2904,False,,214.0,2.0,3.0,[3],2.0,5840.0,1.0,801.6,420.0,0.0,214.0,6052.0,0.0667,1.0,299.6,-458.0,960.0,501.3,5840.0,2.88,150.2,5838.0,1.0,5810.0,0.3333,5,0,5.0,,0,1805.0,,,2,,o_shrub_man_cut_shrub,220.0,5.0,9906.0,890.8,392.9,220.0,10124.0,0.0667,1.0,388.8,-451.8,953.8,283.2,9906.0,1.1,-117.26,9904.0,13.0,9728.0,502.0,0,0,535.0,484.0,,1.0,5.0,0.0,0.0,0.0,0.0,214.0,909.0,5,178.0,2.0,6796.0,905.8,387.2,178.0,6972.0,0.0667,1.0,403.8,-421.2,923.2,259.0,6796.0,214.0,1,,,346.0,3.0,7812.0,883.5,400.5,346.0,8156.0,0.0667,1.0,381.5,-450.0,952.0,467.9,7812.0,228.0,RECTANGLE,"[3, 2, 3, 2, 3, 0, 3, 2, 3, 2, 3, 2, 3]",True,548270,1,all_images,True,543277,edf05_2025_04_11_10_19,Fixations,500.0,Trial Relative,4201.0,15,2,27,Trial: 27,537691,2,exp_images/audio\PUNJABI\shrub.wav,IMG_04_P_ACT,exp_images/images/man_cut_shrub.jpg,IMG_04,Punjabi,466040.0,461358.0,466748.0,462041.0,exp_images/sentences/Shrub.jpg,experiment,STIM_04,stimuli_list_subj_5_a.csv,,,ACT,sentence_audio,active,27
edf05,interest_area_edf05_2025_04_11_10_19.xls,edf05_2025_04_11_10_19.EDF,RIGHT,Binocular,RECORDING_SESSION,358092.0,514.22,962.0,2783,0.6625,False,,224.0,1.0,,,1.0,5586.0,0.0,960.0,501.3,1.0,224.0,5808.0,0.0667,1.0,37.0,,,,5586.0,,,,,,0.6,9,5,2.0,,1220,498.0,,,3,,s_man_man_cut_shrub,427.0,7.0,10152.0,978.4,398.2,427.0,10579.0,0.0667,1.0,55.4,32.2,890.8,392.9,10152.0,1.48,1.05,10150.0,14.0,10126.0,923.0,0,0,535.0,485.0,,0.0,0.0,1.0,5.0,1.0,5.0,4003.0,1364.0,7,222.0,2.0,6088.0,979.5,255.0,422.0,6526.0,0.1333,2.0,56.5,121.4,801.6,420.0,6088.0,2783.0,0,,,200.0,2.0,6328.0,923.2,259.0,246.0,7252.0,0.0667,1.0,56.7,17.2,905.8,387.2,7008.0,150.0,RECTANGLE,"[3, 2, 3, 2, 3, 0, 3, 2, 3, 2, 3, 2, 3]",True,548270,1,all_images,True,543277,edf05_2025_04_11_10_19,Fixations,500.0,Trial Relative,4201.0,15,2,27,Trial: 27,537691,2,exp_images/audio\PUNJABI\shrub.wav,IMG_04_P_ACT,exp_images/images/man_cut_shrub.jpg,IMG_04,Punjabi,466040.0,461358.0,466748.0,462041.0,exp_images/sentences/Shrub.jpg,experiment,STIM_04,stimuli_list_subj_5_a.csv,,,ACT,sentence_audio,active,27
edf05,interest_area_edf05_2025_04_11_10_19.xls,edf05_2025_04_11_10_19.EDF,RIGHT,Binocular,RECORDING_SESSION,103522.0,519.43,659.0,2472,0.5749,False,,187.0,1.0,,,1.0,6007.0,0.0,946.1,511.5,1.0,609.0,6638.0,0.1538,2.0,492.1,,,,6007.0,,,,,,0.5385,7,2,0.0,,609,0.0,,,2,,s_dog_dog_dug_hole,187.0,5.0,10812.0,882.3,541.5,463.0,10999.0,0.1538,2.0,532.9,-644.9,1098.9,655.5,10508.0,1.99,138.92,10810.0,12.0,10784.0,454.0,1,1,574.0,484.0,,0.0,0.0,0.0,0.0,0.0,0.0,609.0,996.0,5,422.0,1.0,6218.0,886.9,549.7,850.0,8908.0,0.0769,1.0,427.2,-617.3,1071.3,687.8,8060.0,609.0,0,224.0,,850.0,2.0,8060.0,881.2,546.6,354.0,9766.0,0.0769,1.0,481.3,-563.4,1017.4,666.8,9414.0,468.0,RECTANGLE,"[2, 0, 3, 0, 2, 0, 2, 0, 2, 0, 2]",True,563108,1,all_images,True,558116,edf05_2025_04_11_10_19,Fixations,500.0,Trial Relative,4300.0,13,2,28,Trial: 28,552109,2,exp_images/audio\PUNJABI\p_dug.wav,IMG_13_P_PWA,exp_images/images/dog_dug_hole.jpg,IMG_13,Punjabi,480670.0,475774.0,481586.0,476671.0,exp_images/sentences/Dog-dug-passive.jpg,experiment,STIM_31,stimuli_list_subj_5_a.csv,,,PWA,sentence_audio,passive,28
edf05,interest_area_edf05_2025_04_11_10_19.xls,edf05_2025_04_11_10_19.EDF,RIGHT,Binocular,RECORDING_SESSION,98746.0,512.0,889.0,224,0.0521,False,,224.0,4.0,,[2],3.0,7374.0,1.0,1077.0,702.6,1.0,224.0,7596.0,0.0769,1.0,193.0,-122.0,1006.0,693.9,7374.0,1.08,-4.67,7372.0,3.0,7354.0,0.0769,1,0,0.0,,0,0.0,,,3,,o_hole_dog_dug_hole,224.0,1.0,7374.0,1077.0,702.6,224.0,7596.0,0.0769,1.0,193.0,-122.0,1006.0,693.9,7374.0,1.08,-4.67,7372.0,3.0,7354.0,884.0,1,0,512.0,512.0,,0.0,0.0,0.0,0.0,0.0,0.0,2087.0,1393.0,1,,,,,,,,,,,,,,,224.0,0,,,,,,,,,,,,,,,,,695.0,RECTANGLE,"[2, 0, 3, 0, 2, 0, 2, 0, 2, 0, 2]",True,563108,1,all_images,True,558116,edf05_2025_04_11_10_19,Fixations,500.0,Trial Relative,4300.0,13,2,28,Trial: 28,552109,2,exp_images/audio\PUNJABI\p_dug.wav,IMG_13_P_PWA,exp_images/images/dog_dug_hole.jpg,IMG_13,Punjabi,480670.0,475774.0,481586.0,476671.0,exp_images/sentences/Dog-dug-passive.jpg,experiment,STIM_31,stimuli_list_subj_5_a.csv,,,PWA,sentence_audio,passive,28
edf05,interest_area_edf05_2025_04_11_10_19.xls,edf05_2025_04_11_10_19.EDF,RIGHT,Binocular,RECORDING_SESSION,178891.0,492.0,820.0,1362,0.3047,False,,342.0,2.0,,,2.0,6006.0,0.0,1097.9,279.4,1.0,342.0,6346.0,0.0909,1.0,117.9,10.4,969.6,511.5,6006.0,3.88,60.39,6004.0,1.0,5972.0,0.3636,4,1,2.0,,408,496.0,,,2,,s_child_child_throw_frisbee,250.0,3.0,9150.0,1070.3,291.7,250.0,9398.0,0.0909,1.0,90.3,152.4,827.6,321.2,9150.0,3.99,6.78,9148.0,9.0,9114.0,980.0,1,1,529.0,432.0,,1.0,1.0,0.0,0.0,0.0,0.0,342.0,1269.0,3,362.0,2.0,7824.0,1106.9,284.0,770.0,8610.0,0.1818,2.0,126.9,33.5,946.5,336.4,7824.0,342.0,0,242.0,,408.0,2.0,8204.0,1065.9,269.5,250.0,9398.0,0.0909,1.0,90.3,152.4,827.6,321.2,9150.0,201.0,RECTANGLE,"[0, 2, 3, 0, 3, 0, 2, 3, 2, 0]",True,577481,1,all_images,True,572489,edf05_2025_04_11_10_19,Fixations,500.0,Trial Relative,4470.0,11,2,29,Trial: 29,566965,2,exp_images/audio\PUNJABI\p_frisbee.wav,IMG_12_P_PWA,exp_images/images/child_throw_frisbee.jpg,IMG_12,Punjabi,495286.0,490630.0,495960.0,491287.0,exp_images/sentences/Frisbee-passive.jpg,experiment,STIM_30,stimuli_list_subj_5_a.csv,,,PWA,sentence_audio,passive,29
edf05,interest_area_edf05_2025_04_11_10_19.xls,edf05_2025_04_11_10_19.EDF,RIGHT,Binocular,RECORDING_SESSION,69687.0,494.0,423.0,860,0.1924,False,,242.0,3.0,2.0,[2],3.0,6388.0,1.0,772.4,231.3,1.0,242.0,6628.0,0.0909,1.0,152.4,-477.9,1097.9,279.4,6388.0,5.21,170.37,6386.0,2.0,6348.0,0.2727,3,1,0.0,,250,0.0,,,3,,o_frisbee_child_throw_frisbee,254.0,3.0,8860.0,827.6,321.2,254.0,9112.0,0.0909,1.0,207.6,-445.9,1065.9,269.5,8860.0,4.16,-177.18,8858.0,8.0,8612.0,620.0,1,1,517.0,452.0,,0.0,0.0,1.0,1.0,1.0,1.0,1880.0,881.0,3,364.0,2.0,7108.0,822.0,293.4,364.0,7470.0,0.0909,1.0,202.0,-316.7,936.7,343.2,7108.0,860.0,0,,,254.0,3.0,8860.0,827.6,321.2,254.0,9112.0,0.0909,1.0,207.6,-445.9,1065.9,269.5,8860.0,156.0,RECTANGLE,"[0, 2, 3, 0, 3, 0, 2, 3, 2, 0]",True,577481,1,all_images,True,572489,edf05_2025_04_11_10_19,Fixations,500.0,Trial Relative,4470.0,11,2,29,Trial: 29,566965,2,exp_images/audio\PUNJABI\p_frisbee.wav,IMG_12_P_PWA,exp_images/images/child_throw_frisbee.jpg,IMG_12,Punjabi,495286.0,490630.0,495960.0,491287.0,exp_images/sentences/Frisbee-passive.jpg,experiment,STIM_30,stimuli_list_subj_5_a.csv,,,PWA,sentence_audio,passive,29
edf05,interest_area_edf05_2025_04_11_10_19.xls,edf05_2025_04_11_10_19.EDF,RIGHT,Binocular,RECORDING_SESSION,104496.0,522.5,440.0,1124,0.2517,False,,636.0,2.0,,,2.0,5716.0,0.0,974.2,294.0,1.0,636.0,6350.0,0.0909,1.0,135.2,-128.2,967.2,505.3,5716.0,3.52,88.45,5714.0,1.0,5680.0,0.1818,2,0,1.0,,0,518.0,,,2,,s_child_child_play_tabla,488.0,2.0,8598.0,949.4,365.9,488.0,9084.0,0.0909,1.0,110.4,84.7,754.3,502.3,8598.0,3.35,26.37,8596.0,7.0,8564.0,839.0,1,1,531.0,514.0,,1.0,1.0,0.0,0.0,0.0,0.0,636.0,1175.0,2,488.0,2.0,8598.0,949.4,365.9,488.0,9084.0,0.0909,1.0,110.4,84.7,754.3,502.3,8598.0,636.0,0,518.0,,,,,,,,,,,,,,,,129.0,RECTANGLE,"[0, 2, 3, 0, 3, 2, 0]",True,591916,1,all_images,True,586924,edf05_2025_04_11_10_19,Fixations,500.0,Trial Relative,4466.0,11,2,30,Trial: 30,581389,2,exp_images/audio\PUNJABI\p_tabla.wav,IMG_11_P_PWA,exp_images/images/child_play_tabla.jpg,IMG_11,Punjabi,509750.0,505116.0,510395.0,505750.0,exp_images/sentences/Tabla-passive.jpg,experiment,STIM_29,stimuli_list_subj_5_a.csv,,,PWA,sentence_audio,passive,30
edf05,interest_area_edf05_2025_04_11_10_19.xls,edf05_2025_04_11_10_19.EDF,RIGHT,Binocular,RECORDING_SESSION,177100.0,535.5,1001.0,1738,0.3892,False,,518.0,3.0,2.0,[2],3.0,6390.0,1.0,790.1,524.9,1.0,518.0,6906.0,0.0909,1.0,247.1,-431.2,974.2,294.0,6390.0,4.54,-128.52,6388.0,2.0,6352.0,0.3636,4,1,2.0,,488,690.0,,,3,,o_tabla_child_play_tabla,486.0,2.0,8078.0,754.3,502.3,1220.0,8562.0,0.2727,3.0,255.8,-379.6,922.6,492.5,7298.0,1.78,161.39,8076.0,6.0,8052.0,543.0,1,1,540.0,530.0,,0.0,0.0,1.0,1.0,1.0,1.0,2226.0,893.0,2,530.0,2.0,7298.0,798.8,583.1,1220.0,8562.0,0.2727,3.0,255.8,-379.6,922.6,492.5,7298.0,1738.0,0,,,204.0,2.0,7848.0,859.6,553.7,,,,,,,,,,495.0,RECTANGLE,"[0, 2, 3, 0, 3, 2, 0]",True,591916,1,all_images,True,586924,edf05_2025_04_11_10_19,Fixations,500.0,Trial Relative,4466.0,11,2,30,Trial: 30,581389,2,exp_images/audio\PUNJABI\p_tabla.wav,IMG_11_P_PWA,exp_images/images/child_play_tabla.jpg,IMG_11,Punjabi,509750.0,505116.0,510395.0,505750.0,exp_images/sentences/Tabla-passive.jpg,experiment,STIM_29,stimuli_list_subj_5_a.csv,,,PWA,sentence_audio,passive,30
edf05,interest_area_edf05_2025_04_11_10_19.xls,edf05_2025_04_11_10_19.EDF,RIGHT,Binocular,RECORDING_SESSION,282846.0,520.33,966.0,1848,0.4242,False,,322.0,3.0,2.0,[2],2.0,6174.0,1.0,725.9,260.4,0.0,322.0,6494.0,0.0714,1.0,205.9,-534.1,1054.1,450.7,6174.0,6.27,149.05,6172.0,2.0,6126.0,0.4286,6,4,,2.0,1620,,464.0,,1,,s_artiste_artiste_drew_picture,222.0,4.0,9452.0,759.7,310.5,642.0,9672.0,0.1429,2.0,344.4,-478.9,998.9,326.0,9006.0,1.62,169.88,9450.0,10.0,9426.0,520.0,0,0,558.0,480.0,,1.0,4.0,0.0,0.0,0.0,0.0,322.0,874.0,4,210.0,2.0,6886.0,778.0,281.5,452.0,7360.0,0.1429,2.0,258.0,-509.9,1029.9,326.3,6886.0,322.0,1,,,242.0,2.0,7120.0,707.7,192.2,432.0,8386.0,0.0714,1.0,204.1,-447.8,967.8,234.3,7956.0,167.0,RECTANGLE,"[2, 1, 2, 1, 2, 1, 2, 1, 2, 0]",True,606442,1,all_images,True,601450,edf05_2025_04_11_10_19,Fixations,500.0,Trial Relative,4356.0,14,2,31,Trial: 31,595767,2,exp_images/audio\PUNJABI\p_woa_picture.wav,IMG_07_P_PNA,exp_images/images/artiste_drew_picture.jpg,IMG_07,Punjabi,524164.0,519429.0,524921.0,520165.0,exp_images/sentences/Painting-woa.jpg,experiment,STIM_43,stimuli_list_subj_5_a.csv,,,PNA,sentence_audio,passive_dropped_agent,31
edf05,interest_area_edf05_2025_04_11_10_19.xls,edf05_2025_04_11_10_19.EDF,RIGHT,Binocular,RECORDING_SESSION,306460.0,513.43,966.0,2313,0.531,False,,215.0,1.0,,,1.0,5683.0,0.0,967.5,491.6,1.0,417.0,6124.0,0.1429,2.0,58.5,,,,5683.0,,,,,,0.5,7,2,,4.0,478,,1384.0,,2,,o_picture_artiste_drew_picture,276.0,5.0,10178.0,1024.8,290.3,512.0,10452.0,0.1429,2.0,7.7,149.3,759.7,310.5,9914.0,1.85,-4.16,10176.0,12.0,10150.0,909.0,0,0,553.0,479.0,,0.0,0.0,1.0,4.0,1.0,4.0,4161.0,1294.0,5,202.0,1.0,5924.0,1054.1,450.7,316.0,6848.0,0.0714,1.0,120.9,183.1,725.9,260.4,6534.0,2313.0,0,,,316.0,2.0,6534.0,1029.9,326.3,520.0,7920.0,0.0714,1.0,58.8,201.3,707.7,192.2,7402.0,170.0,RECTANGLE,"[2, 1, 2, 1, 2, 1, 2, 1, 2, 0]",True,606442,1,all_images,True,601450,edf05_2025_04_11_10_19,Fixations,500.0,Trial Relative,4356.0,14,2,31,Trial: 31,595767,2,exp_images/audio\PUNJABI\p_woa_picture.wav,IMG_07_P_PNA,exp_images/images/artiste_drew_picture.jpg,IMG_07,Punjabi,524164.0,519429.0,524921.0,520165.0,exp_images/sentences/Painting-woa.jpg,experiment,STIM_43,stimuli_list_subj_5_a.csv,,,PNA,sentence_audio,passive_dropped_agent,31
edf05,interest_area_edf05_2025_04_11_10_19.xls,edf05_2025_04_11_10_19.EDF,RIGHT,Binocular,RECORDING_SESSION,68388.0,515.5,483.0,3089,0.7072,False,,1302.0,2.0,,,2.0,5970.0,0.0,891.4,319.2,1.0,1646.0,7842.0,0.1667,2.0,143.4,-215.3,963.3,512.9,5970.0,3.25,103.95,5968.0,1.0,5934.0,0.6667,8,5,1.0,,1253,306.0,,,2,,s_girl_girl_baked_cake,29.0,3.0,10760.0,927.3,434.2,869.0,10789.0,0.25,3.0,173.0,-204.7,952.7,499.4,9878.0,1.07,-169.91,10758.0,11.0,10740.0,748.0,1,1,536.0,491.0,,0.0,0.0,0.0,0.0,0.0,0.0,1646.0,994.0,3,344.0,1.0,7500.0,936.8,455.9,574.0,9304.0,0.25,3.0,209.8,-154.7,902.7,507.0,8532.0,1646.0,0,306.0,,156.0,2.0,8532.0,957.8,462.9,869.0,10789.0,0.25,3.0,173.0,-204.7,952.7,499.4,9878.0,205.0,RECTANGLE,"[0, 2, 3, 0, 2, 0, 2]",True,621114,1,all_images,True,616122,edf05_2025_04_11_10_19,Fixations,500.0,Trial Relative,4368.0,12,2,32,Trial: 32,610325,2,exp_images/audio\PUNJABI\p_woa_cake.wav,IMG_15_P_PNA,exp_images/images/girl_baked_cake.jpg,IMG_15,Punjabi,538787.0,533996.0,539593.0,534788.0,exp_images/sentences/Cake-woa.jpg,experiment,STIM_51,stimuli_list_subj_5_a.csv,,,PNA,sentence_audio,passive_dropped_agent,32
edf05,interest_area_edf05_2025_04_11_10_19.xls,edf05_2025_04_11_10_19.EDF,RIGHT,Binocular,RECORDING_SESSION,54720.0,487.0,708.0,306,0.0701,False,,306.0,4.0,2.0,[2],3.0,7868.0,1.0,981.2,520.4,1.0,306.0,8172.0,0.0833,1.0,110.2,-65.8,936.8,455.9,7868.0,1.16,-45.56,7866.0,3.0,7844.0,0.0833,1,0,0.0,,0,0.0,,,3,,o_cake_girl_baked_cake,306.0,1.0,7868.0,981.2,520.4,306.0,8172.0,0.0833,1.0,110.2,-65.8,936.8,455.9,7868.0,1.16,-45.56,7866.0,3.0,7844.0,871.0,1,1,487.0,487.0,,0.0,0.0,0.0,0.0,0.0,0.0,1749.0,1156.0,1,,,,,,,,,,,,,,,306.0,0,,,,,,,,,,,,,,,,,516.0,RECTANGLE,"[0, 2, 3, 0, 2, 0, 2]",True,621114,1,all_images,True,616122,edf05_2025_04_11_10_19,Fixations,500.0,Trial Relative,4368.0,12,2,32,Trial: 32,610325,2,exp_images/audio\PUNJABI\p_woa_cake.wav,IMG_15_P_PNA,exp_images/images/girl_baked_cake.jpg,IMG_15,Punjabi,538787.0,533996.0,539593.0,534788.0,exp_images/sentences/Cake-woa.jpg,experiment,STIM_51,stimuli_list_subj_5_a.csv,,,PNA,sentence_audio,passive_dropped_agent,32
edf05,interest_area_edf05_2025_04_11_10_19.xls,edf05_2025_04_11_10_19.EDF,RIGHT,Binocular,RECORDING_SESSION,177285.0,515.0,924.0,2426,0.5348,False,,210.0,2.0,,,2.0,5536.0,0.0,931.2,457.1,1.0,402.0,5960.0,0.1818,2.0,248.2,-287.8,970.8,495.7,5536.0,0.81,137.97,5534.0,1.0,5514.0,0.3636,4,1,1.0,,192,58.0,,,2,,s_girl_girl_opened_window,646.0,3.0,9858.0,884.8,354.8,646.0,10504.0,0.0909,1.0,201.8,-339.9,1022.9,327.9,9858.0,2.41,-166.61,9856.0,10.0,9826.0,683.0,1,1,526.0,497.0,,1.0,2.0,0.0,0.0,0.0,0.0,402.0,948.0,3,192.0,1.0,5770.0,889.6,375.6,1378.0,8464.0,0.0909,1.0,204.5,-420.5,1103.5,341.3,7088.0,402.0,0,878.0,,1378.0,2.0,7088.0,887.5,356.4,646.0,10504.0,0.0909,1.0,201.8,-339.9,1022.9,327.9,9858.0,255.0,RECTANGLE,"[0, 2, 0, 3, 2, 3, 2]",True,635473,1,all_images,True,630481,edf05_2025_04_11_10_19,Fixations,500.0,Trial Relative,4536.0,11,2,33,Trial: 33,624969,2,exp_images/audio\PUNJABI\p_woa_window.wav,IMG_02_P_PNA,exp_images/images/girl_opened_window.jpg,IMG_02,Punjabi,553313.0,548692.0,553953.0,549314.0,exp_images/sentences/Window-woa.jpg,experiment,STIM_38,stimuli_list_subj_5_a.csv,,,PNA,sentence_audio,passive_dropped_agent,33
