participant_id,source_file,data_file,eye_reported,eye_tracked,grouping_variables,ia_area,ia_average_fix_pupil_size,ia_bottom,ia_dwell_time,ia_dwell_time_pct,ia_dynamic,ia_end_time,ia_first_fixation_duration,ia_first_fixation_index,ia_first_fixation_previous_fix_ia,ia_first_fixation_previous_iareas,ia_first_fixation_run_index,ia_first_fixation_time,ia_first_fixation_visited_ia_count,ia_first_fixation_x,ia_first_fixation_y,ia_first_fix_progressive,ia_first_run_dwell_time,ia_first_run_end_time,ia_first_run_fixation_pct,ia_first_run_fixation_count,ia_first_run_landing_position,ia_first_run_launch_site,ia_first_run_launch_x,ia_first_run_launch_y,ia_first_run_start_time,ia_first_saccade_amplitude,ia_first_saccade_angle,ia_first_saccade_end_time,ia_first_saccade_index,ia_first_saccade_start_time,ia_fixation_pct,ia_fixation_count,ia_fsa_count_2,ia_fsa_count_3,ia_fsa_count_1,ia_fsa_duration_2,ia_fsa_duration_3,ia_fsa_duration_1,ia_group,ia_id,ia_instances_count,ia_label,ia_last_fixation_duration,ia_last_fixation_run,ia_last_fixation_time,ia_last_fixation_x,ia_last_fixation_y,ia_last_run_dwell_time,ia_last_run_end_time,ia_last_run_fixation_pct,ia_last_run_fixation_count,ia_last_run_landing_position,ia_last_run_launch_site,ia_last_run_launch_x,ia_last_run_launch_y,ia_last_run_start_time,ia_last_saccade_amplitude,ia_last_saccade_angle,ia_last_saccade_end_time,ia_last_saccade_index,ia_last_saccade_start_time,ia_left,ia_legal,ia_legal_immediate,ia_max_fix_pupil_size,ia_min_fix_pupil_size,ia_points,ia_regression_in,ia_regression_in_count,ia_regression_out,ia_regression_out_count,ia_regression_out_full,ia_regression_out_full_count,ia_regression_path_duration,ia_right,ia_run_count,ia_second_fixation_duration,ia_second_fixation_run,ia_second_fixation_time,ia_second_fixation_x,ia_second_fixation_y,ia_second_run_dwell_time,ia_second_run_end_time,ia_second_run_fixation_pct,ia_second_run_fixation_count,ia_second_run_landing_position,ia_second_run_launch_site,ia_second_run_launch_x,ia_second_run_launch_y,ia_second_run_start_time,ia_selective_regression_path_duration,ia_skip,ia_spillover,ia_start_time,ia_third_fixation_duration,ia_third_fixation_run,ia_third_fixation_time,ia_third_fixation_x,ia_third_fixation_y,ia_third_run_dwell_time,ia_third_run_end_time,ia_third_run_fixation_pct,ia_third_run_fixation_count,ia_third_run_landing_position,ia_third_run_launch_site,ia_third_run_launch_x,ia_third_run_launch_y,ia_third_run_start_time,ia_top,ia_type,interest_area_fixation_sequence,ip_end_event_matched,ip_end_time,ip_index,ip_label,ip_start_event_matched,ip_start_time,recording_session_label,reporting_method,sampling_rate,time_scale,trial_dwell_time,trial_fixation_count,trial_ia_count,trial_index,trial_label,trial_start_time,trial_total_visited_ia_count,audio,exp_id,image,image_id,language,s1_crosshair_onset_time,s1_crosshair_s_onset_time,s1_image_onset_time,s1_sentence_onset_time,sentence,session_var,stim_id,stimulus_file,tr1_crosshair_onset_time,tr1_image_onset_time,voice_id,session_type,sentence_type,trial_id
edf30,interest_area_edf30_2025_07_03_18_37.xls,edf30_2025_07_03_18_37.EDF,RIGHT,Binocular,RECORDING_SESSION,178891.0,506.83,820.0,2706,0.6085,False,,180.0,2.0,,,2.0,6074.0,0.0,1058.3,377.7,1.0,180.0,6252.0,0.0769,1.0,78.3,30.8,949.2,503.0,6074.0,2.83,44.93,6072.0,1.0,6044.0,0.4615,6,2,4.0,,304,974.0,,,2,,s_child_child_throw_frisbee,130.0,4.0,9978.0,1029.2,346.7,588.0,10106.0,0.2308,3.0,91.7,200.4,779.6,296.6,9462.0,1.79,154.89,9976.0,10.0,9950.0,980.0,1,1,537.0,432.0,,1.0,3.0,0.0,0.0,0.0,0.0,180.0,1269.0,4,1468.0,2.0,6734.0,982.3,323.8,1468.0,8200.0,0.0769,1.0,2.3,162.7,817.3,289.4,6734.0,180.0,0,266.0,,470.0,3.0,8504.0,1083.8,310.2,470.0,8972.0,0.0769,1.0,103.8,167.3,812.7,293.9,8504.0,201.0,RECTANGLE,"[0, 2, 3, 2, 3, 2, 3, 2, 3]",True,1283812,1,all_images,True,1278820,edf30_2025_07_03_18_37,Fixations,500.0,Trial Relative,4447.0,13,2,29,Trial: 29,1272939,2,exp_images/audio\PUNJABI\p_woa_frisbee.wav,IMG_12_P_PNA,exp_images/images/child_throw_frisbee.jpg,IMG_12,Punjabi,429579.0,424757.0,430399.0,425569.0,exp_images/sentences/Frisbee-woa.jpg,experiment,STIM_48,stimuli_list_subj_6_a.csv,,,PNA,sentence_audio,passive_dropped_agent,29
edf30,interest_area_edf30_2025_07_03_18_37.xls,edf30_2025_07_03_18_37.EDF,RIGHT,Binocular,RECORDING_SESSION,69687.0,525.17,423.0,1578,0.3548,False,,266.0,3.0,2.0,[2],3.0,6294.0,1.0,817.3,289.4,1.0,266.0,6558.0,0.0769,1.0,197.3,-438.3,1058.3,377.7,6294.0,3.9,160.91,6292.0,2.0,6254.0,0.4615,6,3,2.0,,2222,604.0,,,3,,o_frisbee_child_throw_frisbee,472.0,4.0,10380.0,710.1,242.4,686.0,10850.0,0.1538,2.0,150.7,-409.2,1029.2,346.7,10144.0,1.0,154.27,10378.0,12.0,10358.0,620.0,1,1,605.0,399.0,,0.0,0.0,1.0,3.0,1.0,3.0,4104.0,881.0,4,234.0,2.0,8232.0,812.7,293.9,234.0,8464.0,0.0769,1.0,192.7,-362.3,982.3,323.8,8232.0,1578.0,0,,,260.0,3.0,9004.0,871.2,318.6,392.0,9420.0,0.1538,2.0,251.2,-463.8,1083.8,310.2,9004.0,156.0,RECTANGLE,"[0, 2, 3, 2, 3, 2, 3, 2, 3]",True,1283812,1,all_images,True,1278820,edf30_2025_07_03_18_37,Fixations,500.0,Trial Relative,4447.0,13,2,29,Trial: 29,1272939,2,exp_images/audio\PUNJABI\p_woa_frisbee.wav,IMG_12_P_PNA,exp_images/images/child_throw_frisbee.jpg,IMG_12,Punjabi,429579.0,424757.0,430399.0,425569.0,exp_images/sentences/Frisbee-woa.jpg,experiment,STIM_48,stimuli_list_subj_6_a.csv,,,PNA,sentence_audio,passive_dropped_agent,29
edf30,interest_area_edf30_2025_07_03_18_37.xls,edf30_2025_07_03_18_37.EDF,RIGHT,Binocular,RECORDING_SESSION,104496.0,370.0,440.0,1258,0.3042,False,,138.0,2.0,,,2.0,5848.0,0.0,940.9,385.2,1.0,138.0,5984.0,0.1,1.0,101.9,-123.6,962.6,507.2,5848.0,1.97,94.11,5846.0,1.0,5818.0,0.3,3,1,1.0,,264,368.0,,,2,,s_child_child_play_tabla,264.0,2.0,8850.0,988.5,205.4,1120.0,9112.0,0.2,2.0,160.4,7.4,831.6,741.0,7976.0,0.71,161.37,8848.0,6.0,8832.0,839.0,1,1,385.0,347.0,,1.0,1.0,0.0,0.0,0.0,0.0,138.0,1175.0,2,856.0,2.0,7976.0,999.4,426.2,1120.0,9112.0,0.2,2.0,160.4,7.4,831.6,741.0,7976.0,138.0,0,368.0,,264.0,2.0,8850.0,988.5,205.4,,,,,,,,,,129.0,RECTANGLE,"[0, 2, 3, 2, 0, 3]",True,1298331,1,all_images,True,1293339,edf30_2025_07_03_18_37,Fixations,500.0,Trial Relative,4136.0,10,2,30,Trial: 30,1287809,2,exp_images/audio\PUNJABI\p_woa_tabla.wav,IMG_11_P_PNA,exp_images/images/child_play_tabla.jpg,IMG_11,Punjabi,444258.0,439614.0,444919.0,440254.0,exp_images/sentences/Tabla-woa.jpg,experiment,STIM_47,stimuli_list_subj_6_a.csv,,,PNA,sentence_audio,passive_dropped_agent,30
edf30,interest_area_edf30_2025_07_03_18_37.xls,edf30_2025_07_03_18_37.EDF,RIGHT,Binocular,RECORDING_SESSION,177100.0,371.25,1001.0,1632,0.3946,False,,368.0,3.0,2.0,[2],3.0,6022.0,1.0,713.5,570.7,1.0,1600.0,7658.0,0.3,3.0,170.5,-397.9,940.9,385.2,6022.0,3.29,-143.63,6020.0,2.0,5986.0,0.4,4,1,2.0,,856,1232.0,,,3,,o_tabla_child_play_tabla,32.0,2.0,10490.0,828.3,560.4,32.0,10522.0,0.1,1.0,285.3,-464.9,1007.9,453.4,10490.0,3.42,-137.57,10488.0,9.0,10124.0,543.0,1,1,443.0,338.0,,0.0,0.0,1.0,1.0,1.0,1.0,2752.0,893.0,2,542.0,1.0,6408.0,754.7,674.6,32.0,10522.0,0.1,1.0,285.3,-464.9,1007.9,453.4,10490.0,1632.0,0,,,690.0,1.0,6970.0,831.6,741.0,,,,,,,,,,495.0,RECTANGLE,"[0, 2, 3, 2, 0, 3]",True,1298331,1,all_images,True,1293339,edf30_2025_07_03_18_37,Fixations,500.0,Trial Relative,4136.0,10,2,30,Trial: 30,1287809,2,exp_images/audio\PUNJABI\p_woa_tabla.wav,IMG_11_P_PNA,exp_images/images/child_play_tabla.jpg,IMG_11,Punjabi,444258.0,439614.0,444919.0,440254.0,exp_images/sentences/Tabla-woa.jpg,experiment,STIM_47,stimuli_list_subj_6_a.csv,,,PNA,sentence_audio,passive_dropped_agent,30
edf30,interest_area_edf30_2025_07_03_18_37.xls,edf30_2025_07_03_18_37.EDF,RIGHT,Binocular,RECORDING_SESSION,282846.0,486.8,966.0,998,0.228,False,,206.0,3.0,2.0,[2],2.0,6728.0,1.0,669.8,341.2,0.0,206.0,6932.0,0.0714,1.0,149.8,-554.6,1074.6,475.0,6728.0,6.95,163.82,6726.0,2.0,6674.0,0.3571,5,2,,2.0,1448,,396.0,,1,,s_artiste_artiste_drew_picture,266.0,3.0,10722.0,848.8,325.0,266.0,10986.0,0.0714,1.0,328.8,-560.7,1080.7,446.1,10722.0,4.02,151.46,10720.0,13.0,10682.0,520.0,0,0,572.0,447.0,,1.0,3.0,0.0,0.0,0.0,0.0,206.0,874.0,3,130.0,2.0,8676.0,776.1,355.5,526.0,9372.0,0.2143,3.0,256.1,-506.0,1026.0,443.6,8676.0,206.0,1,,,188.0,2.0,8948.0,647.4,357.6,266.0,10986.0,0.0714,1.0,328.8,-560.7,1080.7,446.1,10722.0,167.0,RECTANGLE,"[2, 1, 2, 1, 2, 1]",True,1313475,1,all_images,True,1308483,edf30_2025_07_03_18_37,Fixations,500.0,Trial Relative,4378.0,14,2,31,Trial: 31,1302443,2,exp_images/audio\ENGLISH\picture.wav,IMG_07_E_ACT,exp_images/images/artiste_drew_picture.jpg,IMG_07,English,459132.0,454227.0,460063.0,455132.0,exp_images/sentences/active_artist_picture.jpg,experiment,STIM_61,stimuli_list_subj_6_a.csv,,,ACT,sentence_audio,active,31
edf30,interest_area_edf30_2025_07_03_18_37.xls,edf30_2025_07_03_18_37.EDF,RIGHT,Binocular,RECORDING_SESSION,306460.0,483.44,966.0,3380,0.772,False,,282.0,1.0,,,1.0,6040.0,0.0,977.6,532.1,1.0,606.0,6672.0,0.1429,2.0,68.6,,,,6040.0,,,,,,0.6429,9,6,,3.0,1650,,602.0,,2,,o_picture_artiste_drew_picture,1260.0,3.0,9422.0,1080.7,446.1,1260.0,10680.0,0.0714,1.0,171.7,73.2,835.8,282.9,9422.0,5.19,-31.1,9420.0,12.0,9374.0,909.0,0,0,608.0,408.0,,0.0,0.0,1.0,3.0,1.0,3.0,4378.0,1294.0,3,324.0,1.0,6350.0,1074.6,475.0,1514.0,8610.0,0.4286,6.0,122.6,239.2,669.8,341.2,6984.0,3380.0,0,,,188.0,2.0,6984.0,1031.6,399.1,1260.0,10680.0,0.0714,1.0,171.7,73.2,835.8,282.9,9422.0,170.0,RECTANGLE,"[2, 1, 2, 1, 2, 1]",True,1313475,1,all_images,True,1308483,edf30_2025_07_03_18_37,Fixations,500.0,Trial Relative,4378.0,14,2,31,Trial: 31,1302443,2,exp_images/audio\ENGLISH\picture.wav,IMG_07_E_ACT,exp_images/images/artiste_drew_picture.jpg,IMG_07,English,459132.0,454227.0,460063.0,455132.0,exp_images/sentences/active_artist_picture.jpg,experiment,STIM_61,stimuli_list_subj_6_a.csv,,,ACT,sentence_audio,active,31
edf30,interest_area_edf30_2025_07_03_18_37.xls,edf30_2025_07_03_18_37.EDF,RIGHT,Binocular,RECORDING_SESSION,68388.0,667.0,483.0,354,0.076,False,,188.0,5.0,3.0,[3],2.0,8600.0,1.0,920.2,403.5,0.0,188.0,8786.0,0.0769,1.0,172.2,-200.5,948.5,603.0,8600.0,2.96,92.66,8598.0,4.0,8568.0,0.1538,2,0,2.0,,0,776.0,,,2,,s_girl_girl_baked_cake,166.0,2.0,10042.0,890.1,384.9,166.0,10206.0,0.0769,1.0,142.1,-209.7,957.7,605.5,10042.0,3.56,105.09,10040.0,10.0,10010.0,748.0,0,0,704.0,630.0,,1.0,2.0,0.0,0.0,0.0,0.0,188.0,994.0,2,166.0,2.0,10042.0,890.1,384.9,166.0,10206.0,0.0769,1.0,142.1,-209.7,957.7,605.5,10042.0,188.0,1,,,,,,,,,,,,,,,,,205.0,RECTANGLE,"[3, 2, 3, 2, 3]",True,1328320,1,all_images,True,1323327,edf30_2025_07_03_18_37,Fixations,500.0,Trial Relative,4657.0,13,2,32,Trial: 32,1317545,2,exp_images/audio\ENGLISH\cake.wav,IMG_15_E_ACT,exp_images/images/girl_baked_cake.jpg,IMG_15,English,474124.0,469345.0,474907.0,470117.0,exp_images/sentences/active_girl_cake.jpg,experiment,STIM_69,stimuli_list_subj_6_a.csv,,,ACT,sentence_audio,active,32
edf30,interest_area_edf30_2025_07_03_18_37.xls,edf30_2025_07_03_18_37.EDF,RIGHT,Binocular,RECORDING_SESSION,54720.0,652.82,708.0,4303,0.924,False,,612.0,1.0,,,1.0,5782.0,0.0,984.9,536.2,1.0,2722.0,8566.0,0.3077,4.0,113.9,,,,5782.0,,,,,,0.8462,11,2,8.0,,354,2915.0,,,3,,o_cake_girl_baked_cake,33.0,3.0,10742.0,962.8,604.1,521.0,10775.0,0.1538,2.0,116.4,-19.1,890.1,384.9,10238.0,0.57,-139.72,10740.0,12.0,10726.0,871.0,0,0,704.0,620.0,,0.0,0.0,1.0,2.0,1.0,2.0,4657.0,1156.0,3,1296.0,1.0,6414.0,962.2,598.0,1060.0,10008.0,0.3846,5.0,126.5,-49.2,920.2,403.5,8818.0,4303.0,0,,,506.0,1.0,7732.0,977.8,542.1,521.0,10775.0,0.1538,2.0,116.4,-19.1,890.1,384.9,10238.0,516.0,RECTANGLE,"[3, 2, 3, 2, 3]",True,1328320,1,all_images,True,1323327,edf30_2025_07_03_18_37,Fixations,500.0,Trial Relative,4657.0,13,2,32,Trial: 32,1317545,2,exp_images/audio\ENGLISH\cake.wav,IMG_15_E_ACT,exp_images/images/girl_baked_cake.jpg,IMG_15,English,474124.0,469345.0,474907.0,470117.0,exp_images/sentences/active_girl_cake.jpg,experiment,STIM_69,stimuli_list_subj_6_a.csv,,,ACT,sentence_audio,active,32
edf30,interest_area_edf30_2025_07_03_18_37.xls,edf30_2025_07_03_18_37.EDF,RIGHT,Binocular,RECORDING_SESSION,177285.0,340.8,924.0,2105,0.4822,False,,178.0,2.0,,,2.0,6006.0,0.0,860.0,439.4,1.0,178.0,6182.0,0.0588,1.0,177.0,-273.3,956.3,519.7,6006.0,1.85,142.7,6004.0,1.0,5978.0,0.5882,10,6,2.0,,1191,750.0,,,2,,s_girl_girl_opened_window,71.0,4.0,10764.0,844.5,487.0,719.0,10835.0,0.2941,5.0,229.8,-284.0,967.0,454.2,9850.0,0.59,19.21,10762.0,16.0,10572.0,683.0,1,1,395.0,275.0,,1.0,1.0,0.0,0.0,0.0,0.0,178.0,948.0,4,212.0,2.0,7256.0,935.6,398.4,212.0,7466.0,0.0588,1.0,252.6,-496.1,1179.1,420.9,7256.0,178.0,0,566.0,,434.0,3.0,8526.0,847.9,427.3,996.0,9574.0,0.1765,3.0,164.9,-622.5,1305.5,381.1,8526.0,255.0,RECTANGLE,"[0, 2, 3, 2, 3, 0, 2, 0, 2]",True,1343228,1,all_images,True,1338235,edf30_2025_07_03_18_37,Fixations,500.0,Trial Relative,4365.0,17,2,33,Trial: 33,1332393,2,exp_images/audio\ENGLISH\window.wav,IMG_02_E_ACT,exp_images/images/girl_opened_window.jpg,IMG_02,English,488983.0,484168.0,489815.0,484983.0,exp_images/sentences/active_girl_window.jpg,experiment,STIM_56,stimuli_list_subj_6_a.csv,,,ACT,sentence_audio,active,33
edf30,interest_area_edf30_2025_07_03_18_37.xls,edf30_2025_07_03_18_37.EDF,RIGHT,Binocular,RECORDING_SESSION,196425.0,368.75,896.0,1568,0.3592,False,,566.0,3.0,2.0,[2],3.0,6224.0,1.0,1116.6,402.2,1.0,978.0,7216.0,0.1176,2.0,113.6,143.0,860.0,439.4,6224.0,4.13,9.05,6222.0,2.0,6184.0,0.2353,4,1,2.0,,212,818.0,,,3,,o_window_girl_opened_window,406.0,2.0,7706.0,1242.7,357.5,590.0,8110.0,0.1176,2.0,191.2,67.4,935.6,398.4,7502.0,0.84,3.91,7704.0,6.0,7686.0,1003.0,1,1,382.0,358.0,,0.0,0.0,1.0,1.0,1.0,1.0,3495.0,1294.0,2,412.0,1.0,6806.0,1179.1,420.9,590.0,8110.0,0.1176,2.0,191.2,67.4,935.6,398.4,7502.0,1568.0,0,,,184.0,2.0,7502.0,1194.2,358.2,,,,,,,,,,221.0,RECTANGLE,"[0, 2, 3, 2, 3, 0, 2, 0, 2]",True,1343228,1,all_images,True,1338235,edf30_2025_07_03_18_37,Fixations,500.0,Trial Relative,4365.0,17,2,33,Trial: 33,1332393,2,exp_images/audio\ENGLISH\window.wav,IMG_02_E_ACT,exp_images/images/girl_opened_window.jpg,IMG_02,English,488983.0,484168.0,489815.0,484983.0,exp_images/sentences/active_girl_window.jpg,experiment,STIM_56,stimuli_list_subj_6_a.csv,,,ACT,sentence_audio,active,33
edf30,interest_area_edf30_2025_07_03_18_37.xls,edf30_2025_07_03_18_37.EDF,RIGHT,Binocular,RECORDING_SESSION,131575.0,475.29,659.0,2188,0.4986,False,,140.0,2.0,3.0,[3],2.0,6066.0,1.0,886.2,604.4,0.0,140.0,6204.0,0.0667,1.0,273.2,-347.9,960.9,526.0,6066.0,1.67,-137.11,6064.0,1.0,6038.0,0.4667,7,5,2.0,,1896,414.0,,,2,,s_girl_girl_fed_dog,296.0,2.0,8598.0,849.8,611.4,2048.0,8892.0,0.4,6.0,182.7,-315.9,928.9,777.9,6478.0,2.1,-149.65,8596.0,8.0,8450.0,613.0,0,0,523.0,401.0,,1.0,2.0,0.0,0.0,0.0,0.0,140.0,890.0,2,152.0,2.0,6478.0,795.7,468.4,2048.0,8892.0,0.4,6.0,182.7,-315.9,928.9,777.9,6478.0,140.0,1,,,388.0,2.0,6656.0,783.4,367.5,,,,,,,,,,184.0,RECTANGLE,"[3, 2, 3, 2, 3, 0]",True,1358149,1,all_images,True,1353157,edf30_2025_07_03_18_37,Fixations,500.0,Trial Relative,4388.0,15,2,34,Trial: 34,1347293,2,exp_images/audio\ENGLISH\p_fed.wav,IMG_16_E_PWA,exp_images/images/girl_fed_dog.jpg,IMG_16,English,503910.0,499083.0,504737.0,499905.0,exp_images/sentences/passive_girl_dog.jpg,experiment,STIM_88,stimuli_list_subj_6_a.csv,,,PWA,sentence_audio,passive,34
edf30,interest_area_edf30_2025_07_03_18_37.xls,edf30_2025_07_03_18_37.EDF,RIGHT,Binocular,RECORDING_SESSION,75046.5,452.67,,588,0.134,False,,174.0,1.0,,,1.0,5864.0,0.0,960.9,526.0,1.0,174.0,6036.0,0.0667,1.0,97.9,,,,5864.0,,,,,,0.2,3,2,0.0,,292,0.0,,,3,,o_dog_girl_fed_dog,218.0,3.0,8916.0,961.7,695.6,218.0,9132.0,0.0667,1.0,98.7,13.2,849.8,611.4,8916.0,1.09,-27.08,8914.0,9.0,8894.0,,0,0,495.0,390.0,"962.0,513.0 863.0,769.0 1008.0,801.0 1191.0,883.0 1290.0,780.0 962.0,511.0 ",0.0,0.0,1.0,2.0,1.0,2.0,2776.0,,3,196.0,2.0,6236.0,928.9,777.9,196.0,6430.0,0.0667,1.0,65.9,-23.2,886.2,604.4,6236.0,588.0,0,,,218.0,3.0,8916.0,961.7,695.6,218.0,9132.0,0.0667,1.0,98.7,13.2,849.8,611.4,8916.0,,FREEHAND,"[3, 2, 3, 2, 3, 0]",True,1358149,1,all_images,True,1353157,edf30_2025_07_03_18_37,Fixations,500.0,Trial Relative,4388.0,15,2,34,Trial: 34,1347293,2,exp_images/audio\ENGLISH\p_fed.wav,IMG_16_E_PWA,exp_images/images/girl_fed_dog.jpg,IMG_16,English,503910.0,499083.0,504737.0,499905.0,exp_images/sentences/passive_girl_dog.jpg,experiment,STIM_88,stimuli_list_subj_6_a.csv,,,PWA,sentence_audio,passive,34
edf30,interest_area_edf30_2025_07_03_18_37.xls,edf30_2025_07_03_18_37.EDF,RIGHT,Binocular,RECORDING_SESSION,176730.0,352.8,551.0,2747,0.6242,False,,258.0,1.0,,,1.0,6108.0,0.0,963.9,521.9,1.0,258.0,6364.0,0.0714,1.0,189.9,,,,6108.0,,,,,,0.3571,5,1,,3.0,160,,643.0,,1,,s_boy_boy_cut_vegetables,89.0,2.0,11012.0,899.7,387.2,2489.0,11101.0,0.2857,4.0,155.8,-166.4,940.4,559.7,8268.0,0.58,179.83,11010.0,13.0,10844.0,774.0,1,1,471.0,322.0,,0.0,0.0,0.0,0.0,0.0,0.0,258.0,1185.0,2,1846.0,2.0,8268.0,929.8,337.9,2489.0,11101.0,0.2857,4.0,155.8,-166.4,940.4,559.7,8268.0,258.0,0,160.0,,328.0,2.0,10130.0,922.4,412.6,,,,,,,,,,121.0,RECTANGLE,"[1, 2, 0, 1]",True,1373384,1,all_images,True,1368391,edf30_2025_07_03_18_37,Fixations,500.0,Trial Relative,4401.0,14,2,35,Trial: 35,1362283,2,exp_images/audio\ENGLISH\p_veg.wav,IMG_18_E_PWA,exp_images/images/boy_cut_vegetables.jpg,IMG_18,English,519033.0,514108.0,519972.0,515035.0,exp_images/sentences/passive_boy_vegetables.jpg,experiment,STIM_90,stimuli_list_subj_6_a.csv,,,PWA,sentence_audio,passive,35
edf30,interest_area_edf30_2025_07_03_18_37.xls,edf30_2025_07_03_18_37.EDF,RIGHT,Binocular,RECORDING_SESSION,162792.0,367.62,976.0,1514,0.344,False,,160.0,2.0,1.0,[1],2.0,6396.0,1.0,892.3,723.5,1.0,1514.0,8068.0,0.5714,8.0,164.3,-235.9,963.9,521.9,6396.0,2.58,-110.85,6394.0,1.0,6366.0,0.5714,8,7,,0.0,1354,,0.0,,2,,o_veg_boy_cut_vegetables,144.0,1.0,7926.0,981.1,762.7,1514.0,8068.0,0.5714,8.0,164.3,-235.9,963.9,521.9,6396.0,1.5,-179.87,7924.0,8.0,7900.0,728.0,1,1,407.0,335.0,,0.0,0.0,0.0,0.0,0.0,0.0,4003.0,1232.0,1,160.0,1.0,6582.0,948.9,792.8,,,,,,,,,,1514.0,0,,,210.0,1.0,6762.0,892.6,810.5,,,,,,,,,,653.0,RECTANGLE,"[1, 2, 0, 1]",True,1373384,1,all_images,True,1368391,edf30_2025_07_03_18_37,Fixations,500.0,Trial Relative,4401.0,14,2,35,Trial: 35,1362283,2,exp_images/audio\ENGLISH\p_veg.wav,IMG_18_E_PWA,exp_images/images/boy_cut_vegetables.jpg,IMG_18,English,519033.0,514108.0,519972.0,515035.0,exp_images/sentences/passive_boy_vegetables.jpg,experiment,STIM_90,stimuli_list_subj_6_a.csv,,,PWA,sentence_audio,passive,35
edf30,interest_area_edf30_2025_07_03_18_37.xls,edf30_2025_07_03_18_37.EDF,RIGHT,Binocular,RECORDING_SESSION,99081.0,596.0,562.0,144,0.031,False,,144.0,4.0,3.0,[3],2.0,6372.0,1.0,724.2,386.7,0.0,144.0,6514.0,0.0909,1.0,185.2,-383.7,922.7,457.5,6372.0,3.09,160.51,6370.0,3.0,6340.0,0.0909,1,0,1.0,,0,340.0,,,2,,s_boy_boy_broke_vase,144.0,1.0,6372.0,724.2,386.7,144.0,6514.0,0.0909,1.0,185.2,-383.7,922.7,457.5,6372.0,3.09,160.51,6370.0,3.0,6340.0,539.0,0,0,596.0,596.0,,1.0,1.0,0.0,0.0,0.0,0.0,144.0,842.0,1,,,,,,,,,,,,,,,144.0,1,,,,,,,,,,,,,,,,,235.0,RECTANGLE,"[3, 2, 3]",True,1388138,1,all_images,True,1383146,edf30_2025_07_03_18_37,Fixations,500.0,Trial Relative,4650.0,11,2,36,Trial: 36,1377467,2,exp_images/audio\ENGLISH\p_vase.wav,IMG_08_E_PWA,exp_images/images/boy_broke_vase.jpg,IMG_08,English,533984.0,529258.0,534727.0,529984.0,exp_images/sentences/passive_boy_vase.jpg,experiment,STIM_80,stimuli_list_subj_6_a.csv,,,PWA,sentence_audio,passive,36
edf30,interest_area_edf30_2025_07_03_18_37.xls,edf30_2025_07_03_18_37.EDF,RIGHT,Binocular,RECORDING_SESSION,133227.0,525.7,662.0,4506,0.969,False,,239.0,1.0,,,1.0,5679.0,0.0,937.3,528.8,1.0,501.0,6338.0,0.2727,3.0,90.3,,,,5679.0,,,,,,0.9091,10,1,8.0,,144,3927.0,,,3,,o_vase_boy_broke_vase,23.0,2.0,10648.0,1054.5,577.1,4005.0,10671.0,0.6364,7.0,10.9,122.8,724.2,386.7,6548.0,0.62,-10.74,10646.0,10.0,10630.0,847.0,0,0,639.0,456.0,,0.0,0.0,1.0,1.0,1.0,1.0,4650.0,1186.0,2,92.0,1.0,5946.0,866.4,575.2,4005.0,10671.0,0.6364,7.0,10.9,122.8,724.2,386.7,6548.0,4506.0,0,,,170.0,1.0,6170.0,922.7,457.5,,,,,,,,,,269.0,RECTANGLE,"[3, 2, 3]",True,1388138,1,all_images,True,1383146,edf30_2025_07_03_18_37,Fixations,500.0,Trial Relative,4650.0,11,2,36,Trial: 36,1377467,2,exp_images/audio\ENGLISH\p_vase.wav,IMG_08_E_PWA,exp_images/images/boy_broke_vase.jpg,IMG_08,English,533984.0,529258.0,534727.0,529984.0,exp_images/sentences/passive_boy_vase.jpg,experiment,STIM_80,stimuli_list_subj_6_a.csv,,,PWA,sentence_audio,passive,36
edf31,interest_area_edf31_2025_07_31_13_51.xls,edf31_2025_07_31_13_51.EDF,RIGHT,Binocular,RECORDING_SESSION,176730.0,333.6,551.0,2006,0.4307,False,,244.0,1.0,,,1.0,906.0,0.0,956.0,541.8,1.0,428.0,1360.0,0.1818,2.0,182.0,,,,906.0,,,,,,0.4545,5,2,,3.0,1530,,1664.0,,1,,s_boy_boy_cut_vegetables,188.0,2.0,4156.0,942.5,472.2,1578.0,4342.0,0.2727,3.0,154.4,-147.5,921.5,826.5,2696.0,2.55,-106.16,4154.0,5.0,4118.0,774.0,1,1,345.0,324.0,,1.0,1.0,0.0,0.0,0.0,0.0,428.0,1185.0,2,184.0,1.0,1178.0,948.3,442.5,1578.0,4342.0,0.2727,3.0,154.4,-147.5,921.5,826.5,2696.0,428.0,0,1232.0,,98.0,2.0,2696.0,928.4,514.5,,,,,,,,,,121.0,RECTANGLE,"[1, 2, 1, 2]",True,916641,1,all_images,True,911650,edf31_2025_07_31_13_51,Fixations,500.0,Trial Relative,4657.0,11,2,1,Trial: 1,910744,2,,,exp_images/images/boy_cut_vegetables.jpg,IMG_18,,,,,,,free_view,,,463746.0,464489.0,,free_viewing,,1
