participant_id,trial_id,language,session_type,sentence_type,ia_label,trial_length_ms,dwell_time,entry_count,time_to_first_fixation,mean_time_to_first_fixation,dwell_time_normalized_by_trial_length,audio,exp_id,image,image_id,sentence,stim_id,stimulus_file,voice_id,grammatical_voice,agent_first_alignment,agent_overt,passive_cost_contrast,dropped_agent_contrast,aoi_role
edf01,23,Punjabi,sentence_audio,passive,s_girl_girl_lit_lamp,4832.0,2536,1,7956.0,7956.0,0.5248344370860927,exp_images/audio\PUNJABI\p_lamp.wav,IMG_01_P_PWA,exp_images/images/girl_lighted_lamp.jpg,IMG_01,exp_images/sentences/Lamp-passive.jpg,STIM_19,stimuli_list_subj_1_a.csv,PWA,passive_with_agent,non_agent_first,agent_overt,1.0,0.0,agent
edf01,24,Punjabi,sentence_audio,passive,o_scooter_driver_wash_scooter,4452.0,3642,3,5562.0,5562.0,0.8180592991913747,exp_images/audio\PUNJABI\p_scooter.wav,IMG_14_P_PWA,exp_images/images/driver_wash_scooter.jpg,IMG_14,exp_images/sentences/Washed-scooter-passive.jpg,STIM_32,stimuli_list_subj_1_a.csv,PWA,passive_with_agent,non_agent_first,agent_overt,1.0,0.0,object
edf01,24,Punjabi,sentence_audio,passive,s_driver_driver_wash_scooter,4452.0,810,2,6684.0,6684.0,0.18194070080862532,exp_images/audio\PUNJABI\p_scooter.wav,IMG_14_P_PWA,exp_images/images/driver_wash_scooter.jpg,IMG_14,exp_images/sentences/Washed-scooter-passive.jpg,STIM_32,stimuli_list_subj_1_a.csv,PWA,passive_with_agent,non_agent_first,agent_overt,1.0,0.0,agent
edf01,25,Punjabi,sentence_audio,passive_dropped_agent,o_box_man_pushed_box,4658.0,1986,3,6164.0,6164.0,0.4263632460283384,exp_images/audio\PUNJABI\p_woa_box.wav,IMG_05_P_PNA,exp_images/images/man_pushed_box.jpg,IMG_05,exp_images/sentences/Pushed-box-woa.jpg,STIM_41,stimuli_list_subj_1_a.csv,PNA,passive_dropped_agent,non_agent_first,agent_dropped,1.0,1.0,object
edf01,25,Punjabi,sentence_audio,passive_dropped_agent,s_man_man_pushed_box,4658.0,2672,3,5872.0,5872.0,0.5736367539716617,exp_images/audio\PUNJABI\p_woa_box.wav,IMG_05_P_PNA,exp_images/images/man_pushed_box.jpg,IMG_05,exp_images/sentences/Pushed-box-woa.jpg,STIM_41,stimuli_list_subj_1_a.csv,PNA,passive_dropped_agent,non_agent_first,agent_dropped,1.0,1.0,agent
edf01,26,Punjabi,sentence_audio,passive_dropped_agent,o_tree_girl_plant_tree,4669.0,3248,2,5714.0,5714.0,0.6956521739130435,exp_images/audio\PUNJABI\p_woa_sapling.wav,IMG_03_P_PNA,exp_images/images/girl_plant_tree.jpg,IMG_03,exp_images/sentences/Sapling-woa.jpg,STIM_39,stimuli_list_subj_1_a.csv,PNA,passive_dropped_agent,non_agent_first,agent_dropped,1.0,1.0,object
edf01,26,Punjabi,sentence_audio,passive_dropped_agent,s_girl_girl_plant_tree,4669.0,1057,3,5418.0,5418.0,0.2263868065967017,exp_images/audio\PUNJABI\p_woa_sapling.wav,IMG_03_P_PNA,exp_images/images/girl_plant_tree.jpg,IMG_03,exp_images/sentences/Sapling-woa.jpg,STIM_39,stimuli_list_subj_1_a.csv,PNA,passive_dropped_agent,non_agent_first,agent_dropped,1.0,1.0,agent
edf01,27,Punjabi,sentence_audio,passive_dropped_agent,o_shrub_man_cut_shrub,4425.0,2695,4,6364.0,6364.0,0.6090395480225989,exp_images/audio\PUNJABI\p_woa_shrub.wav,IMG_04_P_PNA,exp_images/images/man_cut_shrub.jpg,IMG_04,exp_images/sentences/Shrub-woa.jpg,STIM_40,stimuli_list_subj_1_a.csv,PNA,passive_dropped_agent,non_agent_first,agent_dropped,1.0,1.0,object
edf01,27,Punjabi,sentence_audio,passive_dropped_agent,s_man_man_cut_shrub,4425.0,1066,2,6152.0,6152.0,0.2409039548022599,exp_images/audio\PUNJABI\p_woa_shrub.wav,IMG_04_P_PNA,exp_images/images/man_cut_shrub.jpg,IMG_04,exp_images/sentences/Shrub-woa.jpg,STIM_40,stimuli_list_subj_1_a.csv,PNA,passive_dropped_agent,non_agent_first,agent_dropped,1.0,1.0,agent
edf01,28,English,sentence_audio,active,o_hole_dog_dug_hole,4566.0,1270,1,7330.0,7330.0,0.2781427945685502,exp_images/audio\ENGLISH\dug.wav,IMG_13_E_ACT,exp_images/images/dog_dug_hole.jpg,IMG_13,exp_images/sentences/active_dog_hole.jpg,STIM_67,stimuli_list_subj_1_a.csv,ACT,active,agent_first,agent_overt,0.0,,object
edf01,28,English,sentence_audio,active,s_dog_dog_dug_hole,4566.0,2728,2,6090.0,6090.0,0.5974594831362242,exp_images/audio\ENGLISH\dug.wav,IMG_13_E_ACT,exp_images/images/dog_dug_hole.jpg,IMG_13,exp_images/sentences/active_dog_hole.jpg,STIM_67,stimuli_list_subj_1_a.csv,ACT,active,agent_first,agent_overt,0.0,,agent
edf01,29,English,sentence_audio,active,o_frisbee_child_throw_frisbee,4691.0,3696,2,5762.0,5762.0,0.787891707525048,exp_images/audio\ENGLISH\frisbee.wav,IMG_12_E_ACT,exp_images/images/child_throw_frisbee.jpg,IMG_12,exp_images/sentences/active_child_frisbee.jpg,STIM_66,stimuli_list_subj_1_a.csv,ACT,active,agent_first,agent_overt,0.0,,object
edf01,29,English,sentence_audio,active,s_child_child_throw_frisbee,4691.0,706,1,7088.0,7088.0,0.1505009592837348,exp_images/audio\ENGLISH\frisbee.wav,IMG_12_E_ACT,exp_images/images/child_throw_frisbee.jpg,IMG_12,exp_images/sentences/active_child_frisbee.jpg,STIM_66,stimuli_list_subj_1_a.csv,ACT,active,agent_first,agent_overt,0.0,,agent
edf01,3,,free_viewing,,o_letter_woman_read_letter,4675.0,3432,1,2382.0,2382.0,0.7341176470588235,UNDEFINEDnull,UNDEFINEDnull,exp_images/images/women_read_letter.jpg,IMG_17,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,,,,,,object
