participant_id,trial_id,language,session_type,sentence_type,fixation_trial_length_ms,fixation_total_fixation_duration,fixation_mean_fixation_duration,fixation_fixation_count,fixation_mean_fixation_x,fixation_mean_fixation_y,interest_area_trial_length_ms,interest_area_total_interest_area_dwell_time,interest_area_total_interest_area_entry_count,interest_area_min_time_to_first_fixation,interest_area_interest_area_dwell_time_normalized,saccade_trial_length_ms,saccade_mean_saccade_amplitude,saccade_saccade_count,saccade_mean_saccade_velocity,saccade_mean_saccade_duration,saccade_saccade_rate,audio,exp_id,image,image_id,sentence,stim_id,stimulus_file,voice_id,grammatical_voice,agent_first_alignment,agent_overt,passive_cost_contrast,dropped_agent_contrast
edf15,31,Punjabi,sentence_audio,active,10591.0,3901.0,205.31578947368425,19.0,960.521052631579,619.615789473684,4091.0,3683,8,5598.0,0.900268882913713,10591.0,2.7510526315789465,19.0,129.5457894736842,47.47368421052632,1.7939760173732415,exp_images/audio\PUNJABI\dug.wav,IMG_13_P_ACT,exp_images/images/dog_dug_hole.jpg,IMG_13,exp_images/sentences/Dog-dug.jpg,STIM_13,stimuli_list_subj_3_b.csv,ACT,active,agent_first,agent_overt,0.0,
edf15,32,Punjabi,sentence_audio,active,10420.0,3882.0,242.625,16.0,983.35,663.525,4079.0,4033,6,5427.0,0.9887227261583722,10420.0,2.96125,16.0,99.88124999999998,57.125,1.5355086372360844,exp_images/audio\PUNJABI\veg.wav,IMG_18_P_ACT,exp_images/images/boy_cut_vegetables.jpg,IMG_18,exp_images/sentences/Veg.jpg,STIM_18,stimuli_list_subj_3_b.csv,ACT,active,agent_first,agent_overt,0.0,
edf15,33,Punjabi,sentence_audio,active,10713.0,4224.0,234.66666666666663,18.0,900.4944444444443,444.38333333333327,4392.0,3948,8,5922.0,0.8989071038251366,10713.0,2.733157894736842,19.0,79.40157894736842,32.631578947368425,1.7735461588723982,exp_images/audio\PUNJABI\cake.wav,IMG_15_P_ACT,exp_images/images/girl_baked_cake.jpg,IMG_15,exp_images/sentences/Cake.jpg,STIM_15,stimuli_list_subj_3_b.csv,ACT,active,agent_first,agent_overt,0.0,
edf15,34,Punjabi,sentence_audio,passive,10564.0,3910.0,230.0,17.0,958.9705882352944,521.835294117647,4115.0,4115,8,5571.0,1.0,10564.0,2.63,17.0,112.04411764705885,51.647058823529406,1.6092389246497538,exp_images/audio\PUNJABI\p_clothes.wav,IMG_06_P_PWA,exp_images/images/women_fold_clothes.jpg,IMG_06,exp_images/sentences/Folded-clothes-passive.jpg,STIM_24,stimuli_list_subj_3_b.csv,PWA,passive_with_agent,non_agent_first,agent_overt,1.0,0.0
edf15,35,Punjabi,sentence_audio,passive,10834.0,4368.0,291.2,15.0,1014.98,500.66,4561.0,4561,5,5841.0,1.0,10834.0,2.2100000000000004,15.0,71.11933333333332,28.8,1.384530182757984,exp_images/audio\PUNJABI\p_letter.wav,IMG_17_P_PWA,exp_images/images/women_read_letter.jpg,IMG_17,exp_images/sentences/Letter-passive.jpg,STIM_35,stimuli_list_subj_3_b.csv,PWA,passive_with_agent,non_agent_first,agent_overt,1.0,0.0
edf15,36,Punjabi,sentence_audio,passive,10799.0,4117.0,216.68421052631575,19.0,852.9684210526317,443.0631578947368,4280.0,4117,5,6002.0,0.9619158878504672,10799.0,2.816842105263158,19.0,86.27842105263159,37.473684210526315,1.759422168719326,exp_images/audio\PUNJABI\p_lamp.wav,IMG_01_P_PWA,exp_images/images/girl_lighted_lamp.jpg,IMG_01,exp_images/sentences/Lamp-passive.jpg,STIM_19,stimuli_list_subj_3_b.csv,PWA,passive_with_agent,non_agent_first,agent_overt,1.0,0.0
edf15,4,,free_viewing,,5790.0,4116.0,242.11764705882354,17.0,950.9647058823531,357.6058823529412,4279.0,4279,12,797.0,1.0,5790.0,1.95,18.0,121.92166666666668,40.333333333333336,3.1088082901554404,UNDEFINEDnull,UNDEFINEDnull,exp_images/images/boy_opened_door.jpg,IMG_10,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,,,,,
edf15,5,,free_viewing,,6033.0,4129.0,206.45,20.0,1047.45,708.12,4375.0,4312,5,1040.0,0.9856,6033.0,2.6460000000000004,20.0,79.053,30.9,3.3151002817835242,UNDEFINEDnull,UNDEFINEDnull,exp_images/images/dog_dug_hole.jpg,IMG_13,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,,,,,
edf15,6,,free_viewing,,6120.0,4004.0,235.52941176470588,17.0,952.5411764705881,433.17058823529413,4234.0,4196,3,1128.0,0.9910250354274918,6120.0,2.8776470588235297,17.0,128.3476470588235,44.58823529411765,2.7777777777777777,UNDEFINEDnull,UNDEFINEDnull,exp_images/images/girl_opened_window.jpg,IMG_02,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,,,,,
edf15,7,,free_viewing,,5786.0,4258.0,354.83333333333326,12.0,954.6916666666667,418.14999999999986,4546.0,4546,7,794.0,1.0,5786.0,2.099166666666666,12.0,104.2675,37.16666666666666,2.073971655720705,UNDEFINEDnull,UNDEFINEDnull,exp_images/images/boy_filled_bucket.jpg,IMG_09,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,,,,,
edf15,8,,free_viewing,,5697.0,4015.0,191.19047619047618,21.0,999.0904761904762,529.2666666666668,4236.0,2267,4,954.0,0.5351746931067044,5697.0,2.8790476190476197,21.0,87.71571428571428,36.0,3.686150605581885,UNDEFINEDnull,UNDEFINEDnull,exp_images/images/child_play_tabla.jpg,IMG_11,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,,,,,
edf15,9,,free_viewing,,6031.0,4126.0,217.15789473684208,19.0,844.7947368421053,525.5842105263158,4387.0,3995,7,1039.0,0.9106450877592888,6031.0,3.0205,20.0,83.08849999999998,31.2,3.3161996352180405,UNDEFINEDnull,UNDEFINEDnull,exp_images/images/girl_plant_tree.jpg,IMG_03,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,,,,,
edf16,1,,free_viewing,,6100.0,4260.0,387.27272727272725,11.0,1017.1454545454548,498.51818181818186,4529.0,4529,7,1105.0,1.0,6100.0,3.1872727272727275,11.0,139.86,42.36363636363637,1.8032786885245904,UNDEFINEDnull,UNDEFINEDnull,exp_images/images/women_read_letter.jpg,IMG_17,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,,,,,
edf16,10,,free_viewing,,6054.0,4412.0,441.2,10.0,1034.9299999999996,391.27,4597.0,4597,8,1061.0,1.0,6054.0,3.132000000000001,10.0,112.228,39.6,1.6518004625041294,UNDEFINEDnull,UNDEFINEDnull,exp_images/images/man_pushed_box.jpg,IMG_05,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,,,,,
edf16,11,,free_viewing,,5645.0,4477.0,895.4,5.0,947.2,482.48,4695.0,4695,4,788.0,1.0,5645.0,2.838333333333333,6.0,158.25666666666666,52.0,1.062887511071745,UNDEFINEDnull,UNDEFINEDnull,exp_images/images/women_fold_clothes.jpg,IMG_06,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,,,,,
edf16,12,,free_viewing,,6029.0,4519.0,903.8,5.0,1040.48,404.86,4806.0,4519,4,1358.0,0.9402829796088223,6029.0,4.022,5.0,103.91,37.2,0.829324929507381,UNDEFINEDnull,UNDEFINEDnull,exp_images/images/girl_opened_window.jpg,IMG_02,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,,,,,
edf16,13,,free_viewing,,5718.0,4372.0,437.2,10.0,828.0099999999999,443.07,4593.0,4593,4,725.0,1.0,5718.0,4.158,10.0,97.76100000000001,40.0,1.7488632388947185,UNDEFINEDnull,UNDEFINEDnull,exp_images/images/man_cut_shrub.jpg,IMG_04,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,,,,,
edf16,14,,free_viewing,,6055.0,4585.0,1146.25,4.0,963.6,455.57499999999993,4789.0,4789,3,1062.0,1.0,6055.0,1.99,4.0,152.64749999999995,51.0,0.6606110652353427,UNDEFINEDnull,UNDEFINEDnull,exp_images/images/boy_opened_door.jpg,IMG_10,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,,,,,
edf16,15,,free_viewing,,6133.0,4079.0,291.35714285714283,14.0,952.6571428571433,466.68571428571437,4255.0,4111,7,1140.0,0.9661574618096356,6133.0,4.345714285714286,14.0,199.9157142857144,52.714285714285715,2.282732757215066,UNDEFINEDnull,UNDEFINEDnull,exp_images/images/girl_lighted_lamp.jpg,IMG_01,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,,,,,
edf16,16,,free_viewing,,5991.0,4647.0,1161.75,4.0,987.95,656.475,4860.0,4860,4,999.0,1.0,5991.0,3.515,4.0,102.2775,33.0,0.6676681689200468,UNDEFINEDnull,UNDEFINEDnull,exp_images/images/dog_dug_hole.jpg,IMG_13,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,,,,,
edf16,17,,free_viewing,,5697.0,4563.0,760.5,6.0,987.3166666666666,313.0,4758.0,4563,5,934.0,0.9590163934426228,5697.0,3.783333333333333,6.0,90.46666666666664,39.0,1.05318588730911,UNDEFINEDnull,UNDEFINEDnull,exp_images/images/child_throw_frisbee.jpg,IMG_12,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,,,,,
edf16,18,,free_viewing,,6074.0,4436.0,1109.0,4.0,937.675,461.625,4790.0,4790,4,1154.0,1.0,6074.0,2.69,5.0,169.252,62.8,0.8231807704972012,UNDEFINEDnull,UNDEFINEDnull,exp_images/images/girl_baked_cake.jpg,IMG_15,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,,,,,
edf16,19,English,sentence_audio,active,10205.0,4219.0,421.9,10.0,935.28,497.69,4471.0,3599,6,5490.0,0.8049653321404607,10205.0,4.0139999999999985,10.0,129.078,52.4,0.9799118079372856,exp_images/audio\ENGLISH\tabla.wav,IMG_11_E_ACT,exp_images/images/child_play_tabla.jpg,IMG_11,exp_images/sentences/active_child_tabla.jpg,STIM_65,stimuli_list_subj_4_b.csv,ACT,active,agent_first,agent_overt,0.0,
edf16,2,,free_viewing,,5689.0,4303.0,391.1818181818182,11.0,912.2727272727273,578.8909090909091,4536.0,4244,9,697.0,0.9356261022927691,5689.0,4.379090909090909,11.0,99.9372727272727,41.45454545454545,1.9335559852346635,UNDEFINEDnull,UNDEFINEDnull,exp_images/images/girl_fed_dog.jpg,IMG_16,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,,,,,
edf16,20,English,sentence_audio,active,10476.0,4494.0,642.0,7.0,933.0285714285714,455.24285714285713,4656.0,4406,5,5484.0,0.9463058419243986,10476.0,1.2285714285714284,7.0,177.93,48.0,0.6681939671630392,exp_images/audio\ENGLISH\door.wav,IMG_10_E_ACT,exp_images/images/boy_opened_door.jpg,IMG_10,exp_images/sentences/active_boy_door.jpg,STIM_64,stimuli_list_subj_4_b.csv,ACT,active,agent_first,agent_overt,0.0,
edf16,21,English,sentence_audio,active,10750.0,106.0,106.0,1.0,964.7,546.9,4846.0,4846,1,5758.0,1.0,10750.0,1.28,1.0,368.67,146.0,0.09302325581395347,exp_images/audio\ENGLISH\bucket.wav,IMG_09_E_ACT,exp_images/images/boy_filled_bucket.jpg,IMG_09,exp_images/sentences/active_boy_bucket.jpg,STIM_63,stimuli_list_subj_4_b.csv,ACT,active,agent_first,agent_overt,0.0,
edf16,22,English,sentence_audio,passive,10825.0,4434.0,554.25,8.0,914.2625,536.725,4634.0,4634,5,5832.0,1.0,10825.0,2.5144444444444445,9.0,121.3188888888889,41.77777777777778,0.8314087759815243,exp_images/audio\ENGLISH\p_fed.wav,IMG_16_E_PWA,exp_images/images/girl_fed_dog.jpg,IMG_16,exp_images/sentences/passive_girl_dog.jpg,STIM_88,stimuli_list_subj_4_b.csv,PWA,passive_with_agent,non_agent_first,agent_overt,1.0,0.0
edf16,23,English,sentence_audio,passive,10485.0,4463.0,557.875,8.0,932.725,495.76249999999993,4704.0,4704,5,5493.0,1.0,10485.0,4.135,8.0,110.18875,36.0,0.7629947544110635,exp_images/audio\ENGLISH\p_scooter.wav,IMG_14_E_PWA,exp_images/images/driver_wash_scooter.jpg,IMG_14,exp_images/sentences/passive_driver_scooter.jpg,STIM_86,stimuli_list_subj_4_b.csv,PWA,passive_with_agent,non_agent_first,agent_overt,1.0,0.0
edf16,24,English,sentence_audio,passive,10956.0,4444.0,888.8,5.0,986.64,443.52000000000015,4738.0,4738,3,5964.0,1.0,10956.0,1.8019999999999998,5.0,161.21800000000005,50.8,0.4563709382986492,exp_images/audio\ENGLISH\p_artist.wav,IMG_07_E_PWA,exp_images/images/artiste_drew_picture.jpg,IMG_07,exp_images/sentences/passive_artist_picture.jpg,STIM_79,stimuli_list_subj_4_b.csv,PWA,passive_with_agent,non_agent_first,agent_overt,1.0,0.0
edf16,25,English,sentence_audio,passive_dropped_agent,11118.0,4394.0,627.7142857142858,7.0,869.4714285714286,497.44285714285724,4670.0,4236,4,6126.0,0.9070663811563168,11118.0,2.8471428571428565,7.0,127.66714285714286,46.0,0.6296096420219464,exp_images/audio\ENGLISH\p_woa_sapling.wav,IMG_03_E_PNA,exp_images/images/girl_plant_tree.jpg,IMG_03,exp_images/sentences/noagent_girl_sapling.jpg,STIM_93,stimuli_list_subj_4_b.csv,PNA,passive_dropped_agent,non_agent_first,agent_dropped,1.0,1.0
edf16,26,English,sentence_audio,passive_dropped_agent,10227.0,3233.0,359.22222222222223,9.0,979.9333333333333,322.12222222222215,4554.0,3233,5,6586.0,0.7099253403601229,10227.0,3.2222222222222223,9.0,116.95444444444445,48.66666666666666,0.8800234672924611,exp_images/audio\ENGLISH\p_woa_frisbee.wav,IMG_12_E_PNA,exp_images/images/child_throw_frisbee.jpg,IMG_12,exp_images/sentences/noagent_child_frisbee.jpg,STIM_102,stimuli_list_subj_4_b.csv,PNA,passive_dropped_agent,non_agent_first,agent_dropped,1.0,1.0
edf16,27,English,sentence_audio,passive_dropped_agent,10857.0,3129.0,625.8,5.0,869.32,433.94000000000005,4618.0,4618,2,5865.0,1.0,10857.0,1.538,5.0,233.012,74.8,0.4605323754259925,exp_images/audio\ENGLISH\p_woa_vase.wav,IMG_08_E_PNA,exp_images/images/boy_broke_vase.jpg,IMG_08,exp_images/sentences/noagent_boy_vase.jpg,STIM_98,stimuli_list_subj_4_b.csv,PNA,passive_dropped_agent,non_agent_first,agent_dropped,1.0,1.0
edf16,28,Punjabi,sentence_audio,active,10995.0,4089.0,454.33333333333326,9.0,1012.9333333333333,377.8777777777778,4467.0,4467,7,6002.0,1.0,10995.0,2.585555555555556,9.0,163.07333333333338,58.444444444444436,0.8185538881309686,exp_images/audio\PUNJABI\box.wav,IMG_05_P_ACT,exp_images/images/man_pushed_box.jpg,IMG_05,exp_images/sentences/Pushed-box.jpg,STIM_05,stimuli_list_subj_4_b.csv,ACT,active,agent_first,agent_overt,0.0,
edf16,29,Punjabi,sentence_audio,active,10186.0,4406.0,629.4285714285714,7.0,927.6999999999997,414.1714285714286,4644.0,4294,5,5194.0,0.9246339362618432,10186.0,2.412857142857143,7.0,129.2042857142857,49.714285714285715,0.6872177498527391,exp_images/audio\PUNJABI\shrub.wav,IMG_04_P_ACT,exp_images/images/man_cut_shrub.jpg,IMG_04,exp_images/sentences/Shrub.jpg,STIM_04,stimuli_list_subj_4_b.csv,ACT,active,agent_first,agent_overt,0.0,
edf16,3,,free_viewing,,6117.0,4179.0,245.82352941176467,17.0,941.4294117647058,374.1058823529412,4412.0,4128,7,1125.0,0.9356300997280144,6117.0,3.4958823529411767,17.0,86.84411764705885,34.117647058823536,2.7791401013568744,UNDEFINEDnull,UNDEFINEDnull,exp_images/images/artiste_drew_picture.jpg,IMG_07,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,,,,,
edf16,30,Punjabi,sentence_audio,active,11048.0,4302.0,478.0,9.0,1006.0666666666667,386.8777777777778,4534.0,4302,6,6314.0,0.9488310542567271,11048.0,2.6300000000000003,9.0,220.6888888888889,50.88888888888889,0.8146270818247646,exp_images/audio\PUNJABI\window.wav,IMG_02_P_ACT,exp_images/images/girl_opened_window.jpg,IMG_02,exp_images/sentences/Window.jpg,STIM_02,stimuli_list_subj_4_b.csv,ACT,active,agent_first,agent_overt,0.0,
edf16,31,Punjabi,sentence_audio,passive,10255.0,4353.0,725.5,6.0,971.6666666666664,610.8000000000002,4532.0,4532,3,5263.0,1.0,10255.0,1.9899999999999995,6.0,197.42166666666665,76.66666666666667,0.5850804485616772,exp_images/audio\PUNJABI\p_dug.wav,IMG_13_P_PWA,exp_images/images/dog_dug_hole.jpg,IMG_13,exp_images/sentences/Dog-dug-passive.jpg,STIM_31,stimuli_list_subj_4_b.csv,PWA,passive_with_agent,non_agent_first,agent_overt,1.0,0.0
edf16,32,Punjabi,sentence_audio,passive,10800.0,4476.0,1119.0,4.0,961.55,539.15,4705.0,4705,3,5807.0,1.0,10800.0,5.1675,4.0,189.3125,72.0,0.3703703703703704,exp_images/audio\PUNJABI\p_veg.wav,IMG_18_P_PWA,exp_images/images/boy_cut_vegetables.jpg,IMG_18,exp_images/sentences/Veg-passive.jpg,STIM_36,stimuli_list_subj_4_b.csv,PWA,passive_with_agent,non_agent_first,agent_overt,1.0,0.0
edf16,33,Punjabi,sentence_audio,passive,10735.0,4435.0,739.1666666666665,6.0,946.5333333333333,446.01666666666665,4683.0,4435,5,6018.0,0.947042494127696,10735.0,2.115,6.0,163.69666666666666,51.66666666666666,0.5589194224499302,exp_images/audio\PUNJABI\p_cake.wav,IMG_15_P_PWA,exp_images/images/girl_baked_cake.jpg,IMG_15,exp_images/sentences/Cake-passive.jpg,STIM_33,stimuli_list_subj_4_b.csv,PWA,passive_with_agent,non_agent_first,agent_overt,1.0,0.0
edf16,34,Punjabi,sentence_audio,passive_dropped_agent,10627.0,4429.0,885.8,5.0,960.82,417.7,4683.0,4429,5,5920.0,0.9457612641469144,10627.0,3.378,5.0,206.96,62.0,0.4704996706502305,exp_images/audio\PUNJABI\p_woa_clothes.wav,IMG_06_P_PNA,exp_images/images/women_fold_clothes.jpg,IMG_06,exp_images/sentences/Folded-clothes-woa.jpg,STIM_42,stimuli_list_subj_4_b.csv,PNA,passive_dropped_agent,non_agent_first,agent_dropped,1.0,1.0
edf16,35,Punjabi,sentence_audio,passive_dropped_agent,10878.0,4416.0,1104.0,4.0,1004.675,436.1,4635.0,4635,3,5885.0,1.0,10878.0,3.2325,4.0,151.475,89.5,0.3677146534289392,exp_images/audio\PUNJABI\p_woa_letter.wav,IMG_17_P_PNA,exp_images/images/women_read_letter.jpg,IMG_17,exp_images/sentences/Letter-woa.jpg,STIM_53,stimuli_list_subj_4_b.csv,PNA,passive_dropped_agent,non_agent_first,agent_dropped,1.0,1.0
edf16,36,Punjabi,sentence_audio,passive_dropped_agent,10877.0,4433.0,554.125,8.0,916.3625,441.6375,4645.0,3941,6,5884.0,0.8484391819160387,10877.0,1.99875,8.0,134.64624999999998,43.5,0.735496920106647,exp_images/audio\PUNJABI\p_woa_lamp.wav,IMG_01_P_PNA,exp_images/images/girl_lighted_lamp.jpg,IMG_01,exp_images/sentences/Lamp-woa.jpg,STIM_37,stimuli_list_subj_4_b.csv,PNA,passive_dropped_agent,non_agent_first,agent_dropped,1.0,1.0
edf16,4,,free_viewing,,6108.0,4266.0,387.8181818181818,11.0,1013.8363636363637,424.90909090909105,4545.0,4189,6,1115.0,0.9216721672167216,6108.0,2.5818181818181816,11.0,134.04363636363635,40.72727272727273,1.8009168303863787,UNDEFINEDnull,UNDEFINEDnull,exp_images/images/boy_filled_bucket.jpg,IMG_09,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,,,,,
edf16,5,,free_viewing,,5918.0,4072.0,271.46666666666664,15.0,912.4,379.9133333333333,4281.0,4281,8,925.0,1.0,5918.0,4.4113333333333316,15.0,124.06933333333332,47.46666666666667,2.5346400811084826,UNDEFINEDnull,UNDEFINEDnull,exp_images/images/driver_wash_scooter.jpg,IMG_14,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,,,,,
edf16,6,,free_viewing,,6115.0,4375.0,546.875,8.0,981.825,633.1,4579.0,4579,4,1122.0,1.0,6115.0,3.635,8.0,122.87,51.75,1.3082583810302535,UNDEFINEDnull,UNDEFINEDnull,exp_images/images/boy_cut_vegetables.jpg,IMG_18,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,,,,,
edf16,7,,free_viewing,,5779.0,4343.0,434.3,10.0,923.04,485.37000000000006,4362.0,3665,6,1118.0,0.8402109124254928,5779.0,3.872,10.0,165.304,63.0,1.7304031839418583,UNDEFINEDnull,UNDEFINEDnull,exp_images/images/child_play_tabla.jpg,IMG_11,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,,,,,
edf16,8,,free_viewing,,5812.0,4258.0,425.8,10.0,836.47,540.5600000000002,4496.0,4496,5,820.0,1.0,5812.0,3.325,10.0,139.11399999999998,49.6,1.7205781142463867,UNDEFINEDnull,UNDEFINEDnull,exp_images/images/girl_plant_tree.jpg,IMG_03,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,,,,,
edf16,9,,free_viewing,,6059.0,4483.0,560.375,8.0,873.4875000000002,418.6375000000001,4742.0,4742,6,1067.0,1.0,6059.0,2.89125,8.0,88.61375,31.25,1.320349892721571,UNDEFINEDnull,UNDEFINEDnull,exp_images/images/boy_broke_vase.jpg,IMG_08,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,,,,,
edf17,1,,free_viewing,,5688.0,4226.0,325.07692307692315,13.0,1046.5615384615382,441.9153846153846,4523.0,4022,7,1018.0,0.8892328100818041,5688.0,3.5746153846153836,13.0,93.17692307692306,36.153846153846146,2.2855133614627285,UNDEFINEDnull,UNDEFINEDnull,exp_images/images/girl_opened_window.jpg,IMG_02,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,,,,,
edf17,10,,free_viewing,,5849.0,4565.0,2282.5,2.0,918.35,465.15,4936.0,4936,2,857.0,1.0,5849.0,2.145,2.0,74.115,28.0,0.34193879295606083,UNDEFINEDnull,UNDEFINEDnull,exp_images/images/girl_baked_cake.jpg,IMG_15,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,,,,,
edf17,11,,free_viewing,,5770.0,4212.0,280.8,15.0,979.0266666666664,586.5066666666668,4493.0,2961,4,777.0,0.6590251502336969,5770.0,3.482,15.0,94.788,33.333333333333336,2.5996533795493937,UNDEFINEDnull,UNDEFINEDnull,exp_images/images/girl_fed_dog.jpg,IMG_16,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,,,,,
edf17,12,,free_viewing,,5775.0,3931.0,327.5833333333333,12.0,974.2000000000003,419.40833333333336,4167.0,3931,5,1048.0,0.943364530837533,5775.0,2.3766666666666665,12.0,116.37583333333336,68.83333333333333,2.0779220779220777,UNDEFINEDnull,UNDEFINEDnull,exp_images/images/women_fold_clothes.jpg,IMG_06,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,,,,,
edf17,13,,free_viewing,,5774.0,4178.0,245.7647058823529,17.0,935.3117647058824,685.6705882352941,4404.0,2986,6,782.0,0.6780199818346957,5774.0,3.295,18.0,86.99555555555555,33.333333333333336,3.1174229303775545,UNDEFINEDnull,UNDEFINEDnull,exp_images/images/dog_dug_hole.jpg,IMG_13,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,,,,,
edf17,14,,free_viewing,,6054.0,4532.0,1510.666666666667,3.0,889.3333333333335,411.73333333333335,4906.0,4906,3,1062.0,1.0,6054.0,2.5766666666666667,3.0,84.23333333333333,28.66666666666667,0.4955401387512388,UNDEFINEDnull,UNDEFINEDnull,exp_images/images/boy_opened_door.jpg,IMG_10,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,,,,,
edf17,15,,free_viewing,,6026.0,4070.0,814.0,5.0,966.4400000000003,513.72,4807.0,4807,3,1033.0,1.0,6026.0,3.858,5.0,95.682,37.2,0.8297378028542981,UNDEFINEDnull,UNDEFINEDnull,exp_images/images/boy_cut_vegetables.jpg,IMG_18,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,,,,,
edf17,16,,free_viewing,,5737.0,4255.0,283.6666666666667,15.0,948.6666666666665,387.51333333333326,4426.0,4426,7,745.0,1.0,5737.0,4.421333333333333,15.0,102.76333333333332,37.73333333333333,2.6146069374237406,UNDEFINEDnull,UNDEFINEDnull,exp_images/images/artiste_drew_picture.jpg,IMG_07,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,,,,,
edf17,17,,free_viewing,,5773.0,4189.0,246.41176470588238,17.0,909.6352941176473,576.964705882353,4390.0,3626,6,781.0,0.8259681093394078,5773.0,3.367647058823529,17.0,88.32705882352941,35.411764705882355,2.9447427680582017,UNDEFINEDnull,UNDEFINEDnull,exp_images/images/girl_plant_tree.jpg,IMG_03,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,,,,,
edf17,18,,free_viewing,,5849.0,4485.0,373.75,12.0,1044.8916666666667,381.0083333333334,4614.0,4404,4,857.0,0.9544863459037712,5849.0,3.145833333333333,12.0,89.68666666666668,31.5,2.0516327577363653,UNDEFINEDnull,UNDEFINEDnull,exp_images/images/man_pushed_box.jpg,IMG_05,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,,,,,
edf17,19,English,sentence_audio,passive,10420.0,4114.0,257.125,16.0,934.95625,566.64375,4271.0,2092,6,5616.0,0.4898150316085226,10420.0,3.983125,16.0,129.56294117647056,43.647058823529406,1.5355086372360844,exp_images/audio\ENGLISH\p_tabla.wav,IMG_11_E_PWA,exp_images/images/child_play_tabla.jpg,IMG_11,exp_images/sentences/passive_child_tabla.jpg,STIM_83,stimuli_list_subj_5_b.csv,PWA,passive_with_agent,non_agent_first,agent_overt,1.0,0.0
edf17,2,,free_viewing,,5654.0,4160.0,244.70588235294116,17.0,886.7529411764706,538.2058823529411,4381.0,3793,7,661.0,0.8657840675644828,5654.0,3.561764705882353,17.0,86.73294117647059,36.0,3.0067209055535904,UNDEFINEDnull,UNDEFINEDnull,exp_images/images/boy_broke_vase.jpg,IMG_08,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,UNDEFINEDnull,,,,,
edf17,20,English,sentence_audio,passive,10850.0,3928.0,436.4444444444445,9.0,956.5888888888887,427.45555555555563,4312.0,4038,8,5858.0,0.9364564007421149,10850.0,2.4655555555555555,9.0,114.79888888888891,75.55555555555556,0.8294930875576038,exp_images/audio\ENGLISH\p_door.wav,IMG_10_E_PWA,exp_images/images/boy_opened_door.jpg,IMG_10,exp_images/sentences/passive_boy_door.jpg,STIM_82,stimuli_list_subj_5_b.csv,PWA,passive_with_agent,non_agent_first,agent_overt,1.0,0.0
