participant_id,image_id,baseline_fixation_trial_length_ms,baseline_fixation_total_fixation_duration,baseline_fixation_mean_fixation_duration,baseline_fixation_fixation_count,baseline_fixation_mean_fixation_x,baseline_fixation_mean_fixation_y,baseline_interest_area_trial_length_ms,baseline_interest_area_total_interest_area_dwell_time,baseline_interest_area_total_interest_area_entry_count,baseline_interest_area_min_time_to_first_fixation,baseline_interest_area_interest_area_dwell_time_normalized,baseline_saccade_trial_length_ms,baseline_saccade_mean_saccade_amplitude,baseline_saccade_saccade_count,baseline_saccade_mean_saccade_velocity,baseline_saccade_mean_saccade_duration,baseline_saccade_saccade_rate
edf07,IMG_11,6067.0,3863.0,482.875,8.0,938.1625,386.9875,4632.0,1714,3,1872.0,0.3700345423143351,6067.0,2.5375000000000005,8.0,107.9625,45.0,1.3186088676446348
edf07,IMG_12,6037.0,4365.0,545.625,8.0,963.9875,213.85,4614.0,866,3,1322.0,0.18768964022540094,6037.0,1.67625,8.0,87.65249999999997,47.25,1.3251615040583071
edf07,IMG_13,5818.0,4506.0,751.0,6.0,979.8666666666667,610.8666666666667,4660.0,4660,3,826.0,1.0,5818.0,2.195,6.0,114.19666666666667,55.33333333333334,1.0312822275696116
edf07,IMG_14,5931.0,4671.0,1557.0,3.0,880.3333333333335,236.2,4922.0,2093,2,939.0,0.4252336448598131,5931.0,1.0333333333333332,3.0,44.92,23.33333333333333,0.5058168942842691
edf07,IMG_15,5802.0,4412.0,1103.0,4.0,916.375,250.275,4708.0,624,1,810.0,0.13254035683942225,5802.0,1.3575000000000002,4.0,189.1775,71.0,0.6894174422612892
edf07,IMG_16,5693.0,4273.0,328.6923076923077,13.0,890.9153846153847,590.5692307692308,4540.0,4112,6,703.0,0.9057268722466959,5693.0,3.624615384615384,13.0,91.46307692307691,34.615384615384606,2.283506060073775
edf07,IMG_17,5695.0,4471.0,1117.75,4.0,996.675,271.2,4703.0,4703,1,730.0,1.0,5695.0,1.664,5.0,115.934,58.4,0.8779631255487269
edf07,IMG_18,5943.0,4249.0,607.0,7.0,961.7285714285713,366.0571428571429,4604.0,4604,3,951.0,1.0,5943.0,2.327142857142857,7.0,100.87142857142858,55.42857142857143,1.1778563015312131
edf08,IMG_01,6053.0,4225.0,352.08333333333326,12.0,732.6166666666667,606.3999999999999,4437.0,4437,4,1060.0,1.0,6053.0,3.254166666666667,12.0,114.41583333333334,46.33333333333334,1.9824880224681976
edf08,IMG_02,5743.0,4603.0,575.375,8.0,1070.4874999999997,428.0,4784.0,4784,3,751.0,1.0,5743.0,1.895,8.0,65.74125000000001,26.0,1.3930001741250218
edf08,IMG_03,5733.0,4218.0,351.5,12.0,677.1583333333333,507.53333333333336,4421.0,3183,6,741.0,0.7199728568197241,5733.0,2.9153846153846152,13.0,92.9946153846154,45.384615384615394,2.2675736961451247
edf08,IMG_04,5771.0,4302.0,286.8,15.0,910.1933333333333,584.5,4548.0,4548,4,780.0,1.0,5771.0,2.5540000000000003,15.0,74.94933333333333,29.466666666666665,2.5992029111072603
edf08,IMG_05,5636.0,4358.0,396.1818181818182,11.0,1023.7909090909088,379.53636363636366,4505.0,4505,4,643.0,1.0,5636.0,2.37090909090909,11.0,107.39545454545454,44.36363636363637,1.951738821859475
edf08,IMG_06,5746.0,4412.0,882.4,5.0,940.2,541.8599999999999,4818.0,4818,3,754.0,1.0,5746.0,3.62,5.0,94.264,34.8,0.8701705534284719
edf08,IMG_07,5823.0,4339.0,289.26666666666665,15.0,900.9933333333332,370.78,4488.0,4211,5,831.0,0.9382798573975044,5823.0,3.452666666666667,15.0,93.10066666666668,33.6,2.5759917568263777
edf08,IMG_08,5921.0,4605.0,575.625,8.0,928.0875,480.2,4780.0,4780,5,929.0,1.0,5921.0,2.2325000000000004,8.0,74.51125,26.5,1.3511231210944097
edf08,IMG_09,5804.0,4600.0,766.6666666666665,6.0,947.45,416.6166666666666,4817.0,4709,5,811.0,0.9775794062694624,5804.0,2.51,6.0,81.64333333333333,29.33333333333333,1.0337698139214335
edf08,IMG_10,5975.0,4595.0,656.4285714285714,7.0,990.9285714285713,392.0142857142857,4790.0,4790,3,983.0,1.0,5975.0,2.35,7.0,76.15714285714286,28.857142857142854,1.171548117154812
edf08,IMG_11,6134.0,4302.0,268.875,16.0,912.96875,554.1875,4499.0,3228,4,1368.0,0.7174927761724827,6134.0,2.8406249999999997,16.0,78.795,30.875,2.6084121291163997
edf08,IMG_12,6046.0,4386.0,548.25,8.0,951.9,308.2125,4538.0,4386,6,1234.0,0.9665050683120318,6046.0,4.21375,8.0,135.1125,56.75,1.3231888852133642
edf08,IMG_13,5813.0,4343.0,394.8181818181818,11.0,925.7727272727273,699.5818181818181,4482.0,3739,4,821.0,0.8342257920571173,5813.0,2.9663636363636368,11.0,140.02272727272728,46.36363636363637,1.8923103388955789
edf08,IMG_14,5846.0,4132.0,317.84615384615387,13.0,878.7461538461539,588.1076923076922,4383.0,3883,3,853.0,0.8859228838694958,5846.0,3.4215384615384616,13.0,125.36615384615385,46.92307692307693,2.223742730071844
edf08,IMG_15,6072.0,4428.0,553.5,8.0,917.3625,434.35,4588.0,4480,5,1080.0,0.9764603312990409,6072.0,3.065,8.0,100.62375,50.5,1.3175230566534917
edf08,IMG_16,5865.0,4509.0,450.9,10.0,878.3399999999998,623.33,4687.0,3953,6,872.0,0.8433966289737572,5865.0,2.891,10.0,77.95599999999997,30.6,1.7050298380221651
edf08,IMG_17,5677.0,4757.0,951.4,5.0,986.22,403.84,4844.0,4844,3,685.0,1.0,5677.0,3.014,5.0,86.912,29.6,0.8807468733485997
edf08,IMG_18,5697.0,4613.0,461.3,10.0,994.55,672.1200000000001,4668.0,4668,4,705.0,1.0,5697.0,3.4010000000000007,10.0,85.771,32.4,1.75530981218185
edf09,IMG_01,5646.0,4312.0,479.11111111111114,9.0,866.1333333333333,437.3222222222223,4518.0,4518,3,654.0,1.0,5646.0,2.2277777777777783,9.0,87.89222222222223,52.66666666666666,1.5940488841657812
edf09,IMG_02,6009.0,4269.0,609.8571428571429,7.0,1123.042857142857,440.31428571428563,4505.0,4269,3,1282.0,0.9476137624861264,6009.0,2.5028571428571427,7.0,136.8457142857143,69.71428571428571,1.164919287735064
edf09,IMG_03,6067.0,4520.0,753.3333333333335,6.0,816.2833333333334,487.93333333333334,4832.0,4422,3,1076.0,0.9151490066225164,6067.0,1.9933333333333332,6.0,71.58666666666666,26.33333333333333,0.9889566507334762
edf09,IMG_04,5975.0,3871.0,241.9375,16.0,944.95625,621.25625,4174.0,4174,3,983.0,1.0,5975.0,2.649375,16.0,115.38812499999996,51.125,2.6778242677824267
edf09,IMG_05,6075.0,4208.0,300.57142857142856,14.0,907.4642857142856,517.6857142857142,4515.0,3655,5,1083.0,0.8095238095238095,6075.0,4.509333333333333,15.0,90.72866666666668,33.2,2.469135802469136
edf09,IMG_06,5998.0,4194.0,322.61538461538464,13.0,944.3461538461537,642.4000000000002,4444.0,4444,3,1006.0,1.0,5998.0,1.655384615384615,13.0,70.50153846153846,42.153846153846146,2.1673891297099037
edf09,IMG_07,6033.0,4313.0,539.125,8.0,856.425,437.13749999999993,4488.0,4488,3,1041.0,1.0,6033.0,2.7425,8.0,131.63375000000002,63.0,1.3260401127134096
edf09,IMG_08,5900.0,4274.0,474.88888888888886,9.0,955.188888888889,531.4000000000002,4512.0,4512,3,908.0,1.0,5900.0,2.141111111111111,9.0,90.95333333333332,53.33333333333334,1.5254237288135593
edf09,IMG_09,6042.0,4000.0,363.6363636363636,11.0,968.8,561.5636363636363,4481.0,4267,5,1049.0,0.952242802945771,6042.0,2.234545454545454,11.0,106.13272727272724,46.54545454545455,1.8205892088712348
edf09,IMG_10,5857.0,4223.0,351.91666666666674,12.0,1006.3416666666667,474.9666666666666,4452.0,4452,5,865.0,1.0,5857.0,1.91,12.0,86.75166666666668,45.0,2.0488304592794946
edf09,IMG_11,5823.0,4037.0,403.7,10.0,922.83,542.05,4250.0,2821,3,1076.0,0.6637647058823529,5823.0,2.224,10.0,179.05599999999995,74.2,1.717327837884252
edf09,IMG_12,5804.0,4360.0,396.3636363636364,11.0,939.7818181818179,579.8,4619.0,2996,3,1460.0,0.6486252435592119,5804.0,3.516363636363636,11.0,93.27545454545454,34.0,1.8952446588559613
edf09,IMG_13,5675.0,3772.0,251.46666666666667,15.0,967.8866666666668,715.68,3985.0,3261,5,683.0,0.8183186951066499,5675.0,4.03375,16.0,181.15000000000003,64.25,2.8193832599118944
edf09,IMG_14,6024.0,4288.0,357.33333333333326,12.0,863.6999999999998,514.7083333333333,4450.0,4106,3,1032.0,0.9226966292134832,6024.0,2.8683333333333327,12.0,91.1475,45.16666666666666,1.99203187250996
edf09,IMG_15,6134.0,4182.0,380.1818181818182,11.0,952.2636363636364,539.4909090909091,4512.0,4130,6,1142.0,0.915336879432624,6134.0,2.1572727272727272,11.0,137.42636363636362,43.63636363636363,1.7932833387675249
edf09,IMG_16,5731.0,4233.0,470.33333333333326,9.0,886.2333333333332,612.0333333333333,4462.0,3240,5,739.0,0.7261317794710892,5731.0,2.6544444444444446,9.0,87.31444444444445,58.88888888888889,1.5704065608096318
edf09,IMG_17,6093.0,4201.0,323.15384615384613,13.0,948.6307692307694,499.3615384615384,4448.0,3801,3,1376.0,0.8545413669064749,6093.0,2.471538461538461,13.0,73.74307692307694,41.846153846153854,2.1335959297554568
edf09,IMG_18,6054.0,4362.0,335.53846153846155,13.0,963.7615384615384,781.0,4562.0,4362,3,1338.0,0.9561595791319596,6054.0,2.2185714285714284,14.0,109.26857142857143,45.85714285714285,2.3125206475057807
edf10,IMG_01,5673.0,3900.0,216.66666666666663,18.0,912.6222222222225,549.75,4112.0,4112,6,680.0,1.0,5673.0,4.165555555555557,18.0,112.30263157894733,47.368421052631575,3.1729243786356425
edf10,IMG_02,6133.0,3810.0,211.66666666666663,18.0,972.9277777777776,475.18333333333334,4040.0,3810,7,1400.0,0.9430693069306929,6133.0,4.435263157894736,19.0,112.9263157894737,51.157894736842096,3.0979944562204467
edf10,IMG_03,6016.0,3852.0,275.14285714285717,14.0,892.7714285714285,606.2928571428573,4165.0,3307,6,1023.0,0.7939975990396159,6016.0,3.9842857142857135,14.0,111.10428571428572,59.14285714285714,2.3271276595744683
edf10,IMG_04,5884.0,3828.0,348.0,11.0,822.5363636363637,389.17272727272723,4128.0,4128,6,892.0,1.0,5884.0,3.0290909090909093,11.0,107.07272727272726,78.54545454545455,1.8694765465669607
edf10,IMG_05,5693.0,4858.0,404.83333333333326,12.0,919.8916666666668,370.2166666666667,5172.0,5172,7,700.0,1.0,5693.0,3.951818181818183,11.0,105.21090909090908,36.54545454545455,1.9321974354470404
edf10,IMG_06,6067.0,4118.0,343.1666666666667,12.0,1000.4916666666667,473.6333333333334,4451.0,4289,9,1073.0,0.9636036845652662,6067.0,5.228461538461537,13.0,113.70692307692306,42.153846153846146,2.142739409922532
edf10,IMG_07,5743.0,4081.0,240.05882352941174,17.0,996.2470588235294,426.9411764705882,4301.0,4301,5,750.0,1.0,5743.0,2.7288235294117644,17.0,82.71470588235293,40.70588235294117,2.960125370015671
edf10,IMG_08,6116.0,4030.0,287.85714285714283,14.0,807.8642857142859,481.78571428571433,4311.0,3555,7,1123.0,0.824634655532359,6116.0,3.852857142857143,14.0,112.54857142857142,48.714285714285715,2.2890778286461737
edf10,IMG_09,5948.0,4070.0,254.375,16.0,972.5,510.31875,4354.0,4354,8,956.0,1.0,5948.0,2.43875,16.0,80.579375,39.875,2.6899798251513114
edf10,IMG_10,5642.0,3818.0,254.53333333333333,15.0,867.5333333333333,461.9533333333335,4260.0,4260,10,650.0,1.0,5642.0,3.785333333333333,15.0,103.62666666666668,48.8,2.658631690889756
edf10,IMG_11,6002.0,3892.0,228.94117647058826,17.0,870.0647058823531,499.72352941176484,4159.0,3196,11,1312.0,0.768453955277711,6002.0,4.002941176470588,17.0,112.20058823529409,49.058823529411775,2.8323892035988005
edf10,IMG_12,5782.0,4168.0,219.36842105263162,19.0,1060.4684210526316,477.7894736842105,4412.0,3670,5,1070.0,0.8318223028105167,5782.0,2.8321052631578953,19.0,83.12368421052632,30.52631578947368,3.286060186786579
edf10,IMG_13,5961.0,4137.0,318.23076923076917,13.0,827.0384615384614,576.3692307692307,4342.0,4102,3,969.0,0.9447259327498848,5961.0,3.05,13.0,106.82615384615384,50.0,2.1808421405804395
edf10,IMG_14,5916.0,4308.0,1436.0,3.0,926.6666666666665,421.43333333333334,4724.0,4724,1,924.0,1.0,5916.0,1.9466666666666668,3.0,103.92666666666666,89.33333333333331,0.5070993914807302
edf10,IMG_15,5879.0,3711.0,265.07142857142856,14.0,900.242857142857,465.52142857142877,4416.0,3177,5,1634.0,0.7194293478260869,5879.0,2.4964285714285706,14.0,84.57142857142857,41.142857142857146,2.3813573737030107
edf10,IMG_16,5828.0,3806.0,200.31578947368425,19.0,933.0473684210524,621.8052631578946,4045.0,3061,9,835.0,0.7567367119901113,5828.0,4.118947368421054,19.0,101.70052631578949,49.89473684210525,3.2601235415236784
edf10,IMG_17,6005.0,4059.0,312.23076923076917,13.0,918.8384615384616,522.7076923076924,4315.0,4019,5,1012.0,0.9314020857473928,6005.0,3.9038461538461537,13.0,106.56230769230768,52.153846153846146,2.1648626144879266
edf10,IMG_18,5943.0,3675.0,282.6923076923077,13.0,936.1461538461538,615.6999999999998,4033.0,4033,10,950.0,1.0,5943.0,5.506923076923077,13.0,123.11615384615385,73.84615384615384,2.187447417129396
edf11,IMG_01,6116.0,4372.0,437.2,10.0,860.53,510.24999999999983,4629.0,4629,4,1123.0,1.0,6116.0,3.2318181818181824,11.0,88.74999999999999,34.18181818181818,1.7985611510791368
edf11,IMG_02,5647.0,4401.0,4401.0,1.0,1174.8,490.2,4955.0,4955,2,654.0,1.0,5647.0,4.35,1.0,114.86,38.0,0.17708517797060386
edf11,IMG_03,5961.0,4405.0,440.5,10.0,835.85,626.9100000000002,4621.0,4621,5,968.0,1.0,5961.0,3.966,10.0,104.831,37.2,1.6775708773695688
edf11,IMG_04,5831.0,4271.0,474.5555555555555,9.0,793.9666666666667,458.5888888888888,4525.0,4525,4,838.0,1.0,5831.0,2.2533333333333334,9.0,91.76666666666668,52.0,1.5434745326702108
edf11,IMG_05,5976.0,4266.0,387.8181818181818,11.0,1084.0818181818179,395.85454545454536,4656.0,4656,5,984.0,1.0,5976.0,2.6036363636363635,11.0,76.52545454545455,30.54545454545455,1.840696117804552
edf11,IMG_06,5950.0,1652.0,206.5,8.0,950.1375,420.2625,4097.0,4097,4,957.0,1.0,5950.0,3.3325,8.0,168.70125,112.0,1.3445378151260503
edf11,IMG_07,5962.0,4104.0,315.6923076923077,13.0,976.8153846153843,363.4384615384615,4420.0,4202,5,970.0,0.9506787330316742,5962.0,2.875384615384615,13.0,95.81153846153845,44.0,2.1804763502180475
edf11,IMG_08,6023.0,4325.0,308.92857142857144,14.0,886.0428571428572,464.1642857142857,4600.0,4216,7,1031.0,0.9165217391304348,6023.0,2.186428571428571,14.0,73.73642857142856,28.0,2.3244230449941887
edf11,IMG_09,5677.0,4327.0,332.84615384615387,13.0,945.7230769230767,462.97692307692313,4624.0,4624,8,685.0,1.0,5677.0,2.141538461538462,13.0,70.63538461538461,28.30769230769231,2.2899418707063592
edf11,IMG_10,5810.0,4922.0,4922.0,1.0,952.1,549.7,4942.0,4922,1,888.0,0.9959530554431404,5810.0,9.42,1.0,189.59,50.0,0.17211703958691912
edf11,IMG_11,5846.0,4434.0,341.07692307692315,13.0,815.4538461538463,523.723076923077,4506.0,4314,8,854.0,0.9573901464713716,5846.0,4.007142857142857,14.0,100.03857142857142,36.0,2.3947998631542937
edf11,IMG_12,5731.0,4673.0,1557.666666666667,3.0,993.0,345.93333333333334,4870.0,4673,3,972.0,0.9595482546201232,5731.0,4.736666666666667,3.0,115.69666666666667,40.66666666666666,0.5234688536032106
edf11,IMG_13,5689.0,3755.0,375.5,10.0,1060.89,673.9100000000002,4359.0,4359,3,696.0,1.0,5689.0,2.587,10.0,89.02600000000001,63.4,1.7577781683951486
edf11,IMG_14,5791.0,4237.0,302.64285714285717,14.0,806.7785714285716,446.4285714285714,4449.0,3863,7,798.0,0.8682850078669364,5791.0,4.746428571428571,14.0,112.76928571428572,38.857142857142854,2.417544465549992
edf11,IMG_15,6048.0,4148.0,345.66666666666674,12.0,904.7166666666666,446.35,4353.0,4353,8,1055.0,1.0,6048.0,2.5958333333333337,12.0,90.53916666666667,53.33333333333334,1.984126984126984
edf11,IMG_16,,,,,,,4993.0,4993,1,1115.0,1.0,,,,,,
edf11,IMG_17,5849.0,3991.0,443.4444444444445,9.0,996.1444444444444,492.8,4405.0,4405,5,856.0,1.0,5849.0,2.805555555555556,9.0,120.84777777777781,65.33333333333333,1.538724568302274
edf11,IMG_18,5967.0,4160.0,346.66666666666674,12.0,934.9166666666665,712.9083333333333,4600.0,4600,4,972.0,1.0,5967.0,3.0569230769230766,13.0,81.49,30.30769230769231,2.178649237472767
edf12,IMG_01,5741.0,4325.0,360.41666666666674,12.0,897.3083333333334,505.51666666666665,4542.0,4542,6,749.0,1.0,5741.0,4.3933333333333335,12.0,107.93083333333333,37.5,2.0902281832433376
edf12,IMG_02,5793.0,4561.0,506.77777777777777,9.0,1070.522222222222,497.8777777777778,4713.0,4561,5,980.0,0.967748779970295,5793.0,3.17,9.0,87.81111111111109,31.11111111111111,1.5535991714137751
edf12,IMG_03,5843.0,4207.0,280.46666666666664,15.0,798.9733333333335,637.44,4363.0,4051,5,850.0,0.9284895713958286,5843.0,3.8593333333333337,15.0,99.29466666666669,42.0,2.5671743967140173
edf12,IMG_04,5684.0,4424.0,402.1818181818182,11.0,805.7545454545456,518.2909090909092,4672.0,4378,5,692.0,0.9370719178082192,5684.0,2.691818181818182,11.0,79.6581818181818,29.09090909090909,1.935256861365236
edf12,IMG_05,5955.0,4321.0,332.38461538461536,13.0,1008.3692307692309,352.77692307692297,4477.0,4371,7,962.0,0.9763234308688854,5955.0,2.01,13.0,89.98923076923077,39.692307692307686,2.18303946263644
edf12,IMG_06,6014.0,4586.0,458.6,10.0,866.2400000000001,645.2900000000002,4715.0,4715,3,1021.0,1.0,6014.0,2.1830000000000003,10.0,69.045,27.8,1.6627868307283005
edf12,IMG_07,5813.0,4253.0,327.15384615384613,13.0,854.2615384615384,361.4846153846154,4460.0,4460,5,821.0,1.0,5813.0,2.6223076923076927,13.0,121.46615384615387,40.92307692307692,2.236366764149321
edf12,IMG_08,5710.0,4372.0,437.2,10.0,939.76,503.0,4568.0,4568,3,718.0,1.0,5710.0,1.6060000000000003,10.0,81.73400000000002,42.4,1.7513134851138354
edf12,IMG_09,5942.0,4226.0,325.07692307692315,13.0,955.746153846154,530.8153846153847,4290.0,3906,6,950.0,0.9104895104895104,5942.0,2.185,14.0,120.19714285714285,51.0,2.3561090541905085
edf12,IMG_10,5968.0,4536.0,567.0,8.0,927.05,480.2625,4680.0,4680,3,976.0,1.0,5968.0,1.20375,8.0,101.42125,39.0,1.3404825737265416
edf12,IMG_11,6090.0,4458.0,342.92307692307685,13.0,884.4076923076923,611.7307692307693,4604.0,3320,3,1398.0,0.7211120764552563,6090.0,2.9138461538461535,13.0,85.25461538461538,29.84615384615385,2.134646962233169
edf12,IMG_12,5966.0,4334.0,254.94117647058826,17.0,1052.994117647059,475.85882352941184,4473.0,3090,5,1142.0,0.6908115358819584,5966.0,3.0882352941176467,17.0,87.59294117647059,30.588235294117645,2.8494803888702647
edf12,IMG_13,6010.0,4466.0,406.0,11.0,922.8454545454547,725.6818181818181,4632.0,4020,5,1018.0,0.8678756476683938,6010.0,2.9258333333333333,12.0,89.22500000000002,31.0,1.9966722129783692
edf12,IMG_14,5815.0,4277.0,356.41666666666674,12.0,975.425,577.1416666666668,4589.0,4143,4,822.0,0.90281106994988,5815.0,3.483333333333334,12.0,92.89916666666666,33.666666666666664,2.063628546861565
edf12,IMG_15,5963.0,4410.0,735.0,6.0,909.75,532.6833333333334,4791.0,4591,5,973.0,0.9582550615737842,5963.0,3.306666666666666,6.0,96.02833333333336,33.0,1.0062049304041591
edf12,IMG_16,6075.0,4549.0,649.8571428571429,7.0,927.1,673.7428571428571,4786.0,3895,3,1083.0,0.813832010029252,6075.0,2.654285714285714,7.0,75.95142857142856,29.42857142857143,1.1522633744855966
edf12,IMG_17,5829.0,4345.0,289.6666666666667,15.0,1000.6,742.3933333333333,4502.0,3276,3,835.0,0.7276765881830297,5829.0,2.964,15.0,79.4926666666667,32.8,2.573340195573855
edf12,IMG_18,5932.0,4240.0,353.33333333333326,12.0,974.625,699.0000000000001,4414.0,4414,4,972.0,1.0,5932.0,3.5176923076923075,13.0,122.33230769230772,44.46153846153846,2.191503708698584
edf13,IMG_01,6102.0,4136.0,217.68421052631575,19.0,907.7631578947368,560.0684210526316,4332.0,3736,6,1110.0,0.8624192059095106,6102.0,3.4957894736842103,19.0,91.09736842105262,34.736842105263165,3.1137332022287767
edf13,IMG_02,5668.0,4132.0,196.76190476190484,21.0,1081.9809523809522,495.23333333333335,4314.0,4070,5,880.0,0.9434399629114508,5668.0,3.0576190476190472,21.0,82.49380952380953,32.285714285714285,3.7050105857445312
edf13,IMG_03,5793.0,4171.0,208.55,20.0,843.95,588.43,4354.0,3080,5,801.0,0.707395498392283,5793.0,3.1985,20.0,86.012,31.9,3.4524426031417232
edf13,IMG_04,5997.0,3782.0,236.375,16.0,959.38125,538.74375,4043.0,4043,4,1005.0,1.0,5997.0,3.810000000000001,17.0,156.23294117647058,56.941176470588225,2.8347507086876766
edf13,IMG_05,6021.0,3963.0,220.16666666666663,18.0,1039.4444444444443,456.14999999999986,4179.0,3755,7,1028.0,0.8985403206508734,6021.0,3.565555555555555,18.0,116.28388888888891,45.22222222222222,2.989536621823617
edf13,IMG_06,6057.0,3683.0,245.53333333333333,15.0,948.16,508.6533333333333,3881.0,3881,7,1064.0,1.0,6057.0,2.8960000000000004,15.0,193.74266666666665,74.13333333333334,2.4764735017335306
edf13,IMG_07,5964.0,4224.0,301.7142857142857,14.0,827.5714285714283,483.08571428571435,4457.0,4457,5,971.0,1.0,5964.0,4.36,14.0,99.86857142857141,38.285714285714285,2.3474178403755865
edf13,IMG_08,5895.0,4363.0,207.76190476190484,21.0,887.0619047619049,512.5571428571427,4423.0,4081,5,902.0,0.9226769161202804,5895.0,2.0166666666666666,21.0,67.5352380952381,27.142857142857146,3.5623409669211203
edf13,IMG_09,6022.0,4324.0,1441.333333333333,3.0,926.5,489.83333333333326,4893.0,4893,3,1029.0,1.0,6022.0,3.35,3.0,98.99333333333334,33.333333333333336,0.4981733643307871
edf13,IMG_10,5965.0,4196.0,246.82352941176467,17.0,1000.3117647058824,511.12941176470594,4357.0,4357,6,973.0,1.0,5965.0,2.8405882352941174,17.0,127.10055555555556,36.0,2.8499580888516345
edf13,IMG_11,6011.0,4169.0,189.5,22.0,969.5227272727273,651.6454545454546,4298.0,2604,5,1184.0,0.6058631921824105,6011.0,2.727727272727272,22.0,78.0177272727273,31.54545454545455,3.6599567459657294
edf13,IMG_12,5653.0,4121.0,242.41176470588238,17.0,1039.3470588235298,546.135294117647,4344.0,3221,7,922.0,0.7414825046040515,5653.0,4.293529411764705,17.0,98.38470588235296,38.117647058823536,3.007252786131258
edf13,IMG_13,5793.0,4278.0,213.9,20.0,938.555,711.9850000000001,4351.0,3375,6,801.0,0.7756837508618708,5793.0,3.0728571428571434,21.0,89.24428571428572,31.42857142857143,3.6250647332988084
edf13,IMG_14,5687.0,4083.0,194.42857142857144,21.0,990.4190476190477,573.1190476190478,4292.0,3764,5,695.0,0.8769804287045666,5687.0,3.8428571428571434,21.0,98.37238095238096,33.333333333333336,3.692632319324776
edf13,IMG_15,5973.0,4221.0,234.5,18.0,954.9500000000003,516.7611111111112,4272.0,3912,8,981.0,0.9157303370786516,5973.0,2.597777777777777,18.0,110.61555555555556,40.0,3.0135610246107483
edf13,IMG_16,5694.0,3946.0,232.11764705882354,17.0,913.1176470588236,643.5294117647059,4088.0,3142,5,874.0,0.7685909980430529,5694.0,4.377222222222224,18.0,118.88722222222219,51.22222222222222,3.161222339304531
edf13,IMG_17,5856.0,3568.0,237.86666666666667,15.0,988.3533333333332,653.3266666666666,4016.0,3760,4,864.0,0.9362549800796812,5856.0,4.4575,16.0,146.51625,62.125,2.7322404371584703
edf13,IMG_18,5764.0,4200.0,233.33333333333331,18.0,982.7722222222225,709.8833333333334,4479.0,4479,4,771.0,1.0,5764.0,2.612222222222222,18.0,74.35222222222222,28.555555555555557,3.1228313671061763
edf14,IMG_01,5720.0,4180.0,232.22222222222226,18.0,936.6333333333334,563.5111111111112,4396.0,4396,4,728.0,1.0,5720.0,3.2216666666666662,18.0,89.55777777777777,33.111111111111114,3.146853146853147
edf14,IMG_02,6112.0,4136.0,258.5,16.0,1001.15625,500.24375,4266.0,3928,5,1556.0,0.9207688701359588,6112.0,4.144705882352942,17.0,109.97058823529413,43.88235294117647,2.7814136125654447
edf14,IMG_03,5851.0,4329.0,309.2142857142857,14.0,896.3785714285713,676.9142857142857,4562.0,2526,5,859.0,0.5537045155633494,5851.0,2.938571428571428,14.0,87.4492857142857,30.714285714285715,2.392753375491369
edf14,IMG_04,6024.0,4402.0,366.83333333333326,12.0,897.0083333333333,586.0333333333333,4621.0,4621,3,1031.0,1.0,6024.0,2.664166666666666,12.0,82.79166666666667,31.0,1.99203187250996
edf14,IMG_05,6066.0,4126.0,275.06666666666666,15.0,1009.6666666666667,446.31333333333333,4286.0,4286,6,1074.0,1.0,6066.0,3.265333333333333,15.0,111.714,47.06666666666667,2.4727992087042527
edf14,IMG_06,5672.0,3966.0,283.2857142857143,14.0,982.9071428571428,451.4,4237.0,4237,4,679.0,1.0,5672.0,2.261428571428572,14.0,108.76142857142857,54.0,2.4682651622002822
edf14,IMG_07,5879.0,4236.0,353.0,12.0,966.7166666666666,488.78333333333336,4448.0,3962,3,886.0,0.8907374100719424,5879.0,2.7123076923076925,13.0,106.76230769230772,43.230769230769226,2.2112604184385103
edf14,IMG_08,6001.0,4443.0,317.35714285714283,14.0,926.9214285714287,554.2642857142856,4644.0,4644,3,1009.0,1.0,6001.0,1.6200000000000003,14.0,61.25142857142857,24.857142857142854,2.3329445092484584
edf14,IMG_09,5662.0,4418.0,315.57142857142856,14.0,975.3357142857144,545.2214285714286,4651.0,4651,2,669.0,1.0,5662.0,1.5764285714285715,14.0,61.79214285714285,24.42857142857143,2.472624514305899
edf14,IMG_10,5907.0,4279.0,305.64285714285717,14.0,913.7357142857144,536.2785714285715,4423.0,4423,8,914.0,1.0,5907.0,2.4121428571428574,14.0,97.36142857142856,40.714285714285715,2.3700694091755543
edf14,IMG_11,5681.0,4251.0,236.16666666666663,18.0,1013.9055555555556,655.3888888888891,4434.0,1817,4,908.0,0.40978800180424,5681.0,2.7244444444444436,18.0,82.81555555555556,31.0,3.168456257701109
edf14,IMG_12,5948.0,4274.0,284.93333333333334,15.0,1051.0533333333335,549.2600000000001,4470.0,2638,3,1216.0,0.5901565995525727,5948.0,3.361333333333333,15.0,93.076,34.8,2.5218560860793544
edf14,IMG_13,5781.0,4103.0,227.94444444444446,18.0,900.811111111111,735.0166666666668,4259.0,3119,6,788.0,0.7323315332237614,5781.0,3.3272222222222223,18.0,107.24388888888892,40.77777777777778,3.1136481577581736
edf14,IMG_14,5666.0,4020.0,251.25,16.0,946.7999999999997,590.375,4066.0,3750,3,674.0,0.9222823413674373,5666.0,4.19,16.0,129.27125,57.875,2.823861630780092
edf14,IMG_15,5655.0,4507.0,346.6923076923077,13.0,927.3076923076923,531.9076923076923,4645.0,3847,5,662.0,0.8282023681377826,5655.0,1.93,13.0,68.21846153846153,26.76923076923077,2.2988505747126435
